Precinct	total_votes	votes|Jerry Joyce	votes|Paul Vallas	votes|Willie L. Wilson	votes|Toni Preckwinkle	votes|William M. Daley	votes|Garry Mccarthy	votes|Gery Chico	votes|Susana A. Mendoza	votes|Amara Enyia	votes|La Shawn K. Ford	votes|Neal Sales-Griffin	votes|Lori Lightfoot	votes|Robert ''Bob'' Fioretti	votes|John Kenneth Kozlar
41029	158	23	11	6	12	30	20	14	22	5	1	0	6	5	3
41030	347	73	30	11	17	56	34	38	37	10	1	0	39	1	0
41031	472	85	77	17	30	98	26	53	34	3	0	0	36	10	3
41032	298	69	43	14	15	52	23	27	21	3	1	1	25	2	2
41033	357	82	35	3	24	84	31	33	34	6	0	0	21	4	0
41034	372	92	57	13	11	61	22	26	36	7	1	0	39	1	6
41035	481	134	78	25	20	66	40	33	33	4	0	1	40	6	1
41036	379	66	58	15	26	55	19	37	34	6	0	0	55	4	4
41037	424	117	61	7	25	70	20	31	40	8	0	1	32	11	1
41038	353	101	31	14	9	62	24	35	37	3	0	1	30	6	0
41039	409	58	86	16	24	85	14	43	36	6	0	0	34	6	1
41040	474	130	82	17	10	80	28	48	33	9	0	1	30	6	0
41041	426	110	66	17	9	82	27	37	46	9	0	0	19	1	3
41042	362	78	55	16	12	82	21	29	30	4	2	0	25	5	3
41043	410	91	51	13	23	78	28	43	35	3	0	2	36	4	3
41044	436	103	86	22	19	61	24	53	27	4	0	0	31	4	2
41045	337	62	49	14	17	63	20	35	26	10	0	0	32	7	2
41046	393	79	69	9	16	90	25	28	35	10	2	0	26	4	0
41047	393	93	62	13	20	70	21	26	20	8	0	0	55	3	2
42001	343	8	20	4	35	156	17	23	12	8	1	0	57	1	1
42002	271	13	17	5	34	73	7	8	19	19	2	1	71	2	0
42003	280	17	18	6	33	54	7	6	28	18	0	2	87	3	1
42004	447	18	24	15	54	154	17	26	35	25	4	2	69	1	3
42005	256	7	27	1	20	80	13	13	16	13	2	1	61	0	2
42006	417	12	35	9	55	108	17	26	29	20	2	1	95	6	2
42007	376	22	34	10	37	149	6	10	20	8	2	3	70	1	4
42008	341	18	22	17	38	119	3	12	24	10	0	2	70	5	1
42009	278	15	16	8	35	55	10	17	22	17	2	0	74	4	3
42010	346	10	27	2	40	104	10	18	33	22	3	0	71	2	4
42011	287	13	24	5	43	100	17	18	15	5	1	0	44	2	0
42012	295	7	17	7	29	107	12	11	17	1	0	2	80	4	1
42013	393	20	41	6	54	125	13	23	17	8	0	0	81	1	4
42014	288	6	21	5	22	97	12	15	30	13	0	1	66	0	0
42015	275	11	22	5	26	92	17	14	23	8	0	1	56	0	0
42016	305	9	25	3	35	65	9	29	26	21	2	2	71	5	3
42017	387	19	22	12	29	138	22	15	28	17	0	2	81	2	0
42018	197	7	10	7	14	55	11	4	23	13	0	2	45	4	2
42019	442	20	37	13	48	160	20	24	23	3	0	1	87	5	1
42020	297	17	20	14	30	87	17	18	20	11	0	1	56	4	2
42021	260	9	23	5	19	60	4	19	26	17	0	0	74	2	2
42022	143	6	13	3	8	60	6	6	7	6	0	0	28	0	0
42023	348	11	20	4	26	150	23	23	26	13	0	0	46	2	4
42024	338	7	28	8	24	143	12	21	10	10	1	3	67	3	1
42025	293	11	35	8	25	88	12	15	20	8	1	2	58	4	6
42026	403	20	24	8	45	143	13	14	28	15	3	1	87	0	2
42027	263	12	15	7	34	72	15	18	12	14	0	0	62	1	1
42028	426	23	28	11	63	129	9	22	23	17	1	1	97	1	1
42029	316	19	26	6	40	89	15	13	21	21	0	0	62	3	1
42030	350	7	46	6	38	132	7	21	17	6	0	2	65	2	1
42031	364	12	30	14	51	129	15	18	22	6	2	4	56	2	3
42032	317	19	25	5	26	104	16	14	25	12	3	1	62	0	5
42033	332	12	17	8	60	90	7	30	11	28	1	1	63	3	1
42034	332	8	13	7	29	172	10	15	11	3	1	1	60	1	1
42035	377	19	27	10	41	112	15	14	32	18	2	1	76	5	5
42036	378	7	26	7	42	100	26	16	38	20	5	6	80	2	3
42037	219	10	15	3	29	71	16	10	20	5	1	4	31	4	0
42038	288	5	28	3	18	78	49	16	19	12	3	1	53	0	3
42039	326	16	10	4	37	101	13	18	27	13	4	2	79	1	1
42040	367	12	23	11	54	104	13	16	31	22	2	2	68	4	5
42041	286	19	12	3	29	86	5	7	21	22	1	1	75	4	1
42042	443	18	24	9	53	121	7	31	30	18	0	0	127	1	4
43001	207	12	14	13	37	48	4	8	11	12	0	0	47	1	0
43002	332	13	27	4	39	105	6	22	13	19	0	0	79	3	2
43003	354	11	37	11	20	132	14	13	25	13	0	1	74	2	1
43004	337	19	23	5	35	121	6	9	18	16	2	0	79	2	2
43005	313	16	31	3	30	117	4	11	18	10	0	0	71	1	1
43006	210	16	9	4	22	44	5	12	19	15	2	0	61	1	0
43007	257	16	4	16	28	85	4	10	16	13	1	0	60	2	2
43008	254	10	23	4	36	70	7	19	8	15	1	0	59	2	0
43009	400	15	23	18	48	120	6	26	32	13	1	1	93	3	1
43010	447	16	34	2	34	151	13	24	36	16	0	1	115	3	2
43011	283	4	19	4	27	106	6	3	10	18	1	1	82	0	2
43012	228	4	27	2	33	55	4	7	20	12	0	3	57	3	1
43013	304	12	19	6	39	66	7	12	26	22	3	3	86	2	1
43014	439	9	43	5	27	179	8	12	26	15	1	2	109	1	2
43015	330	12	26	8	28	84	8	20	36	17	0	1	81	4	5
43016	327	16	28	13	36	64	5	17	20	32	2	3	86	3	2
43017	281	11	24	3	37	92	7	11	17	13	0	1	61	2	2
43018	407	11	38	7	41	134	13	18	28	27	6	0	80	2	2
43019	389	15	39	3	32	101	10	14	27	18	2	3	124	1	0
43020	382	16	38	3	52	108	9	10	21	27	1	0	96	1	0
43021	330	15	34	6	39	90	8	13	29	24	1	1	66	1	3
43022	235	8	19	5	35	54	5	14	26	11	1	2	52	2	1
43023	222	11	12	3	23	67	4	8	13	14	0	0	67	0	0
43024	273	12	16	14	48	76	7	12	30	14	1	0	40	3	0
43025	318	12	22	7	44	81	9	23	30	12	1	2	73	2	0
43026	272	4	25	4	39	88	4	10	16	6	0	0	71	4	1
43027	379	9	30	8	38	146	5	15	18	23	1	4	79	0	3
43028	402	12	32	15	59	119	13	17	15	19	0	4	93	2	2
43029	328	17	22	5	42	97	6	17	16	16	0	1	86	1	2
43030	354	11	33	5	32	104	9	17	22	25	4	4	83	2	3
43031	363	19	26	24	54	98	10	11	36	20	0	0	60	3	2
43032	360	6	28	5	47	88	21	13	37	16	3	1	91	1	3
43033	371	7	42	2	45	154	13	30	12	3	0	1	61	1	0
43034	267	10	11	11	37	84	10	3	21	14	3	2	56	2	3
43035	401	8	35	5	35	183	7	22	21	14	0	0	67	2	2
43036	149	8	7	4	22	37	3	5	12	9	2	0	39	0	1
43037	307	17	12	3	37	73	6	13	28	33	2	1	74	6	2
43038	333	4	32	4	39	160	4	15	9	6	0	0	60	0	0
43039	274	11	25	7	27	86	8	11	22	24	2	0	47	2	2
43040	203	7	13	5	33	47	3	8	25	16	1	0	45	0	0
43041	444	16	27	2	52	139	6	21	23	25	1	2	123	3	4
43042	318	12	20	9	34	69	8	12	37	20	3	2	81	7	4
43043	358	18	36	3	34	140	13	28	17	1	0	0	66	2	0
43044	323	6	25	4	40	92	4	16	28	19	0	0	82	3	4
43045	239	12	12	8	24	85	5	14	8	11	0	1	55	1	3
43046	168	4	11	2	19	50	5	6	17	5	0	0	48	1	0
44001	539	13	43	9	81	115	6	21	44	45	1	2	154	2	3
44002	395	15	34	2	55	109	8	10	34	18	0	1	104	5	0
44003	324	6	26	3	44	98	7	30	20	2	1	0	85	2	0
44004	373	11	25	2	64	84	12	17	28	14	0	3	112	0	1
44005	363	10	19	5	56	60	9	15	44	34	1	6	98	3	3
44006	439	16	18	5	74	68	11	16	38	40	3	2	138	4	6
44007	333	14	24	5	42	114	12	29	10	7	0	0	74	2	0
44008	445	12	27	8	68	70	4	28	47	42	1	0	132	4	2
44009	359	15	19	6	55	84	10	11	26	21	3	1	107	1	0
44010	315	14	23	1	41	44	12	20	32	18	1	0	103	1	5
44011	375	17	27	7	51	74	7	12	33	25	3	2	105	7	5
44012	407	12	28	8	69	92	6	14	27	23	1	0	123	4	0
44013	274	11	23	0	19	77	9	12	27	21	1	1	70	1	2
44014	297	10	20	8	41	59	3	8	30	23	2	4	84	5	0
44015	334	6	22	1	45	85	4	10	32	29	1	2	97	0	0
44016	396	9	33	6	38	91	12	13	45	32	4	1	110	0	2
44017	495	11	22	8	76	87	9	23	45	33	1	1	176	0	3
44018	316	4	22	4	55	70	6	15	21	26	4	3	81	3	2
44019	428	7	26	5	62	91	7	23	46	41	0	3	116	0	1
44020	296	8	10	6	35	38	3	15	31	34	2	2	109	2	1
44021	392	3	24	5	57	64	9	8	46	37	3	0	134	0	2
44022	426	10	26	5	65	114	9	28	30	17	1	2	116	2	1
44023	315	7	17	6	56	56	4	12	40	37	0	0	77	2	1
44024	316	4	29	5	51	89	8	15	25	8	0	0	79	3	0
44025	357	13	21	6	55	77	5	20	28	20	4	0	102	4	2
44026	428	9	24	13	53	59	12	16	41	53	2	2	140	2	2
44027	410	15	35	8	52	84	5	27	26	38	1	1	112	5	1
44028	321	9	12	10	47	58	5	15	33	33	1	4	90	3	1
44029	343	10	21	6	45	69	6	12	40	30	3	0	99	1	1
44030	442	24	15	3	47	99	13	23	31	42	2	3	134	1	5
44031	277	11	23	2	25	56	10	12	32	24	0	0	78	2	2
44032	421	12	22	6	65	88	15	24	32	38	3	0	112	2	2
44033	340	8	14	3	65	34	3	10	34	40	3	2	121	2	1
44034	410	11	23	9	58	89	11	17	40	24	3	2	112	4	7
44035	504	18	41	7	56	122	19	29	40	21	3	2	142	4	0
44036	342	12	11	2	37	67	11	14	26	31	1	1	127	1	1
44037	404	15	20	4	51	72	2	13	43	36	3	1	138	2	4
44038	307	11	29	9	30	57	9	14	29	24	1	3	84	4	3
44039	354	13	24	7	40	70	13	23	45	23	2	0	89	2	3
44040	338	7	21	9	38	92	9	19	22	32	2	1	82	2	2
44041	402	11	18	12	68	61	14	16	48	35	2	1	107	6	3
45001	253	11	21	5	44	36	5	9	23	22	1	1	74	0	1
45002	264	8	22	4	51	34	5	21	25	26	2	1	64	1	0
45003	306	21	31	7	37	36	9	21	28	21	1	1	86	4	3
45004	412	23	34	19	63	64	11	35	35	30	0	2	91	3	2
45005	341	21	32	3	47	69	11	17	36	18	0	0	82	4	1
45006	486	28	44	7	56	88	20	17	58	31	3	1	123	4	6
45007	467	38	40	16	49	77	20	53	38	18	3	2	111	2	0
45008	310	32	18	9	36	43	9	22	47	16	2	2	65	6	3
45009	300	26	21	12	26	49	25	16	37	27	0	0	54	4	3
45010	342	39	24	28	33	51	17	37	41	11	0	0	53	6	2
45011	218	14	18	15	18	25	8	22	37	13	1	0	44	3	0
45012	284	30	17	9	34	32	14	13	57	17	0	0	56	0	5
45013	315	12	32	20	42	54	12	25	23	17	2	0	69	3	4
45014	392	38	27	21	48	64	31	39	39	20	3	0	56	4	2
45015	439	50	26	13	68	76	25	33	50	21	1	1	73	2	0
45016	314	27	27	15	54	62	16	20	27	7	3	0	47	5	4
45017	378	48	29	10	38	57	28	27	51	15	0	1	65	5	4
45018	311	36	33	18	41	46	23	29	33	10	2	0	37	1	2
45019	154	11	17	6	27	20	9	13	19	13	0	0	16	3	0
45020	219	22	19	4	25	34	15	16	29	16	2	0	32	3	2
45021	326	48	42	11	28	47	16	32	36	9	1	0	45	8	3
45022	273	42	34	10	16	54	14	21	33	12	1	0	30	5	1
45023	318	52	39	12	27	49	20	29	40	9	0	0	34	7	0
45024	286	69	32	5	21	41	28	23	24	5	2	0	31	4	1
45025	242	51	30	8	12	39	16	18	29	2	1	0	29	5	2
45026	196	24	12	18	16	33	21	24	16	3	0	0	17	7	5
45027	333	57	58	12	25	53	30	19	33	9	0	1	33	3	0
45028	279	33	23	14	23	49	23	22	29	7	2	1	48	2	3
45029	232	34	33	8	15	36	17	21	22	2	1	0	33	2	8
45030	286	25	19	8	33	51	9	31	43	18	0	0	47	0	2
45031	256	21	16	9	33	36	20	25	33	10	0	0	47	3	3
45032	273	20	39	8	28	45	23	26	20	16	1	0	41	6	0
45033	237	26	24	5	24	32	16	26	37	18	0	1	27	1	0
45034	361	39	34	12	37	56	22	30	36	19	2	0	60	13	1
45035	402	60	55	18	36	59	30	37	29	12	2	1	56	6	1
45036	376	54	41	17	36	67	30	35	22	16	0	0	53	5	0
45037	321	33	33	22	16	59	21	33	33	17	2	0	43	5	4
45038	299	61	24	5	23	47	26	21	47	6	1	0	32	4	2
45039	332	44	37	16	29	45	27	32	40	8	1	0	44	5	4
45040	334	49	29	16	13	64	28	32	44	9	1	0	38	8	3
45041	312	53	46	17	13	50	30	32	24	10	1	0	32	2	2
45042	363	78	35	15	8	75	25	31	52	5	1	0	34	3	1
45043	364	67	34	16	28	56	39	29	36	4	0	2	47	5	1
45044	416	75	54	17	27	79	37	37	40	11	0	0	34	4	1
45045	242	63	50	7	12	30	13	25	20	5	0	0	16	0	1
45046	240	46	35	11	12	47	9	31	21	1	0	0	24	1	2
45047	246	49	35	9	18	39	10	28	25	4	0	0	24	3	2
45048	312	62	54	18	9	47	29	31	27	8	0	2	16	5	4
46001	315	11	16	21	46	47	6	11	33	36	1	0	83	2	2
46002	332	6	9	9	53	40	6	14	36	47	3	1	104	1	3
46003	449	7	27	15	84	72	10	17	25	32	1	2	150	4	3
46004	337	12	8	9	71	44	8	14	23	31	4	3	106	4	0
46005	372	10	25	8	64	51	14	13	29	47	3	1	105	1	1
46006	295	13	13	13	60	35	5	15	24	39	0	0	74	3	1
46007	452	17	18	5	81	85	23	34	38	24	2	1	115	6	3
46008	268	6	3	24	51	45	7	3	23	32	4	1	64	3	2
46009	399	16	14	6	63	44	5	16	31	46	5	0	147	3	3
46010	443	11	20	3	65	57	6	16	42	58	2	2	153	1	7
46011	334	8	10	20	53	65	8	15	38	25	4	2	83	3	0
46012	415	9	13	4	80	39	8	14	42	74	1	2	125	3	1
46013	323	4	24	12	45	50	4	17	27	30	0	0	109	1	0
46014	326	13	10	29	88	38	7	11	27	56	6	0	38	2	1
46015	306	16	17	3	49	57	7	14	18	23	1	1	96	3	1
46016	441	9	26	7	72	40	5	17	37	54	4	0	163	1	6
46017	456	16	26	10	61	83	9	26	53	29	0	1	139	3	0
46018	390	16	13	12	65	70	8	13	45	30	0	2	108	3	5
46019	279	7	18	1	39	58	9	15	24	18	1	2	81	2	4
46020	295	3	12	25	40	47	5	12	26	31	4	1	89	0	0
46021	203	4	7	8	37	28	5	5	18	23	1	0	61	3	3
46022	288	7	6	8	58	22	6	16	25	41	5	0	89	3	2
46023	290	6	8	23	42	19	5	21	37	31	2	3	90	2	1
46024	412	15	19	13	69	50	11	21	35	27	1	1	144	2	4
46025	360	6	22	20	73	35	6	11	37	60	3	0	85	1	1
46026	348	4	17	10	58	50	2	9	17	71	7	0	101	2	0
46027	442	13	19	11	68	52	10	25	39	51	4	2	139	7	2
46028	417	11	32	6	77	92	8	21	36	16	2	2	113	1	0
46029	309	10	18	13	56	63	7	12	23	22	0	0	84	1	0
46030	339	10	12	10	55	38	7	11	38	55	1	3	98	1	0
46031	308	8	14	3	54	36	2	11	27	34	1	0	113	3	2
46032	399	13	14	33	80	63	5	13	37	39	2	3	95	0	2
46033	391	12	28	7	41	93	3	18	37	18	2	2	126	3	1
46034	411	15	21	9	81	36	6	25	45	40	2	0	124	4	3
46035	365	6	24	8	82	38	4	9	32	51	3	1	104	1	2
46036	366	8	37	10	48	66	13	18	19	26	2	3	110	4	2
46037	282	6	9	16	49	46	6	11	24	45	1	1	64	2	2
46038	284	6	8	17	68	41	5	13	23	34	2	1	64	1	1
46039	342	4	17	10	40	56	16	19	43	24	0	1	107	3	2
46040	348	18	20	9	60	48	2	14	21	33	0	0	120	3	0
47001	229	13	19	2	21	35	6	13	11	27	3	0	74	2	3
47002	459	15	57	2	59	110	10	18	33	26	2	1	121	1	4
47003	464	42	35	5	54	104	8	33	45	25	0	1	106	5	1
47004	450	16	30	6	78	99	6	18	48	24	0	0	124	0	1
47005	420	21	22	15	71	45	8	15	34	56	3	0	125	3	2
47006	428	18	28	10	51	77	9	17	46	34	3	0	124	7	4
47007	331	17	19	2	53	65	19	22	19	36	1	0	76	0	2
47008	438	17	34	4	60	76	6	28	40	28	1	1	140	0	3
47009	366	16	16	7	52	65	4	17	38	31	3	3	109	3	2
47010	492	18	22	13	80	43	14	11	41	66	3	1	179	1	0
47011	359	14	23	12	48	67	6	19	38	20	1	0	104	3	4
47012	498	12	36	7	62	69	4	32	48	52	3	0	166	4	3
47013	406	13	22	5	70	46	11	13	41	49	0	1	128	5	2
47014	401	5	34	4	49	75	4	22	41	24	1	0	136	4	2
47015	468	11	13	7	109	22	5	16	30	82	2	2	166	0	3
47016	413	19	20	9	88	67	10	23	28	24	1	1	114	4	5
47017	399	22	28	6	63	66	4	27	39	33	2	1	106	2	0
47018	381	15	22	9	37	72	10	25	26	33	1	3	122	4	2
47019	451	24	13	3	77	45	2	13	30	70	3	2	164	2	3
47020	374	9	27	4	66	54	13	8	25	30	0	0	130	4	4
47021	382	14	22	6	79	39	9	18	29	44	1	1	119	0	1
47022	453	15	29	9	82	61	7	27	33	30	1	1	156	1	1
47023	459	14	8	3	96	42	6	8	29	79	3	1	167	1	2
47024	390	12	25	2	58	67	18	12	31	43	1	4	107	4	6
47025	440	15	26	9	77	71	10	21	40	41	1	0	126	1	2
47026	483	9	21	7	76	42	6	8	50	63	6	3	188	2	2
47027	373	12	20	4	64	56	2	21	28	33	0	5	125	0	3
47028	405	17	22	8	74	54	5	20	32	38	2	1	129	2	1
47029	396	17	23	10	55	68	2	11	32	40	2	1	132	1	2
47030	500	18	27	4	85	58	11	21	49	67	1	2	150	5	2
47031	387	9	23	5	62	51	5	15	35	63	1	1	116	1	0
47032	471	4	13	4	92	54	3	13	53	66	2	1	165	0	1
47033	339	14	20	8	54	55	9	12	25	35	3	0	101	2	1
47034	424	17	32	4	68	57	5	14	31	48	4	0	141	2	1
47035	437	18	29	1	66	98	9	26	18	41	1	0	126	1	3
47036	430	19	25	5	71	32	7	8	29	50	2	0	177	4	1
47037	447	17	22	8	63	54	7	18	31	60	5	1	155	4	2
47038	422	11	25	4	63	55	9	13	47	37	1	2	149	5	1
47039	417	11	26	3	79	59	7	15	30	38	0	1	146	1	1
47040	444	14	25	1	95	31	10	10	37	41	4	1	170	3	2
47041	453	14	27	5	78	57	8	14	44	44	4	0	154	4	0
47042	413	7	17	8	83	35	4	9	26	65	1	1	151	6	0
47043	385	16	45	1	51	75	14	19	33	27	0	3	94	3	4
47044	348	15	22	20	46	91	9	14	27	14	1	0	81	8	0
47045	403	17	25	5	75	42	5	12	29	52	4	0	133	4	0
47046	403	15	35	6	50	78	13	28	38	21	2	1	110	1	5
47047	437	31	34	9	62	69	12	21	30	38	1	1	126	0	3
47048	52	7	2	2	7	12	2	2	7	3	0	0	8	0	0
48001	331	14	12	4	53	27	2	3	25	38	2	2	145	1	3
48002	215	8	10	2	47	34	1	5	14	6	0	0	87	1	0
48003	363	10	5	9	79	39	6	16	27	39	1	1	126	3	2
48004	385	15	15	7	82	37	3	21	21	40	3	2	138	1	0
48005	274	15	22	2	72	49	3	15	10	6	0	0	77	3	0
48006	376	21	9	16	76	39	3	7	40	41	1	0	121	0	2
48007	339	13	13	3	50	31	1	10	14	37	1	1	163	1	1
48008	213	9	18	4	42	36	6	20	6	9	0	0	59	3	1
48009	242	11	10	10	39	50	11	13	14	17	1	1	63	1	1
48010	535	11	17	7	101	41	3	12	32	61	3	0	243	2	2
48011	361	6	15	4	64	46	2	12	14	51	0	0	146	1	0
48012	441	9	16	19	80	39	4	11	34	46	5	1	176	1	0
48013	462	22	29	14	80	77	22	36	29	22	2	2	124	3	0
48014	216	16	19	6	39	39	11	19	12	7	0	2	43	2	1
48015	195	15	7	4	45	28	3	13	8	14	0	0	56	2	0
48016	319	11	10	15	54	38	3	7	24	50	2	0	102	2	1
48017	351	21	13	17	56	52	8	10	29	25	2	1	115	2	0
48018	270	13	10	19	53	49	8	9	20	24	1	0	59	4	1
48019	290	12	18	14	52	38	3	6	9	35	1	0	100	1	1
48020	420	14	11	2	84	34	6	8	27	59	2	1	171	1	0
48021	440	18	12	43	79	37	8	8	41	58	5	2	124	3	2
48022	369	23	22	12	65	71	9	16	26	7	1	1	110	6	0
48023	389	22	31	15	68	85	9	14	14	18	1	3	105	3	1
48024	365	23	14	10	72	46	13	21	47	21	5	0	87	3	3
48025	375	27	20	6	102	41	6	6	19	26	0	0	117	1	4
48026	147	4	8	3	27	11	2	9	19	17	5	0	42	0	0
48027	311	13	7	12	66	34	6	4	23	53	2	1	88	1	1
48028	393	13	19	36	70	72	15	17	26	33	2	1	80	4	5
48029	264	9	7	1	92	52	16	12	19	2	0	0	50	3	1
48030	370	8	19	8	94	22	6	10	28	46	2	0	126	1	0
48031	370	17	17	10	84	44	11	8	26	57	3	0	91	0	2
48032	319	8	10	5	61	29	6	14	21	43	2	1	117	1	1
48033	246	13	18	3	39	56	8	19	11	6	0	2	66	3	2
48034	313	17	15	0	56	29	2	6	22	45	1	0	119	0	1
48035	267	14	10	20	65	41	14	9	22	32	2	1	34	2	1
48036	250	12	18	10	38	53	4	16	19	6	0	0	71	3	0
48037	344	13	14	3	64	25	6	10	23	36	4	1	143	1	1
48038	442	23	32	8	80	47	4	9	26	26	2	1	182	1	1
48039	317	10	19	3	61	41	15	23	17	16	0	0	111	0	1
48040	322	12	7	4	60	20	3	17	17	22	2	2	153	1	2
48041	366	7	5	12	86	35	6	11	25	62	3	1	106	4	3
48042	441	16	10	6	102	26	3	12	29	83	0	2	148	2	2
48043	358	9	14	8	62	51	3	14	25	40	0	1	126	5	0
48044	456	11	23	2	99	37	3	10	35	50	3	1	181	0	1
48045	287	14	14	3	59	22	3	10	18	43	2	1	97	0	1
48046	254	15	11	9	47	36	7	13	30	16	1	0	68	1	0
49001	207	1	5	25	46	21	5	10	11	37	2	1	40	3	0
49002	246	7	6	6	55	23	1	8	14	37	1	1	85	1	1
49003	429	12	21	11	120	25	5	21	46	39	2	1	120	3	3
49004	458	11	22	8	98	37	1	6	39	86	1	1	145	2	1
49005	432	16	9	25	92	54	8	20	38	57	3	1	103	5	1
49006	342	13	13	15	76	38	5	8	23	34	3	3	102	8	1
49007	328	9	28	6	80	42	4	11	23	41	0	1	80	2	1
49008	297	14	19	15	59	44	8	8	33	37	3	1	55	1	0
49009	389	13	11	11	87	38	5	10	23	65	2	0	120	3	1
49010	399	12	7	21	96	36	9	24	31	36	5	1	113	3	5
49011	441	8	19	10	108	27	9	24	39	79	4	2	111	1	0
49012	475	14	17	7	106	32	7	19	38	93	4	3	133	2	0
49013	412	17	16	9	100	45	11	12	50	30	3	0	118	0	1
49014	342	17	26	14	76	43	6	20	22	35	2	0	78	3	0
49015	233	10	9	6	45	26	3	18	25	38	0	0	52	0	1
49016	372	19	21	8	95	47	2	24	38	40	2	0	73	3	0
49017	256	16	14	12	37	38	3	18	30	24	1	3	55	4	1
49018	498	5	14	11	106	34	8	16	45	101	4	3	146	3	2
49019	282	12	5	22	56	25	4	11	34	37	4	0	70	0	2
49020	571	3	19	15	133	34	6	19	40	86	6	3	202	5	0
49021	202	19	3	13	51	22	5	15	35	5	4	1	28	0	1
49022	390	25	16	26	95	39	2	18	29	39	0	3	91	4	3
49023	471	7	13	15	125	31	2	11	42	81	0	1	139	4	0
49024	270	9	13	21	64	27	1	5	21	42	4	1	60	1	1
49025	488	5	20	9	110	42	4	14	35	69	2	2	173	2	1
49026	428	12	14	18	92	49	5	13	35	62	2	1	119	4	2
49027	385	13	8	21	97	28	6	13	29	72	1	2	91	3	1
49028	519	9	18	7	135	42	4	18	53	92	5	3	131	1	1
49029	460	15	14	8	140	23	8	12	36	73	2	0	122	4	3
49030	431	16	18	9	100	48	16	17	30	50	3	2	120	2	0
49031	304	7	20	16	62	39	5	8	18	36	1	1	88	3	0
49032	352	6	11	19	88	33	3	13	34	63	1	1	76	3	1
49033	315	12	14	12	88	15	6	5	28	40	1	1	89	2	2
50001	291	12	30	16	31	87	18	15	16	14	1	0	48	3	0
50002	172	6	16	12	24	36	9	12	15	18	1	0	19	4	0
50003	272	13	30	11	38	74	11	22	22	9	2	1	36	3	0
50004	286	9	31	19	39	42	8	23	20	27	2	1	63	1	1
50005	222	11	24	18	14	64	17	16	15	4	0	0	32	6	1
50006	324	18	29	16	41	46	8	28	46	22	2	2	60	3	3
50007	361	20	37	11	57	39	6	16	26	31	0	0	117	1	0
50008	227	16	11	7	41	25	8	16	21	23	2	0	56	1	0
50009	239	15	12	8	41	57	15	12	14	13	0	2	44	4	2
50010	228	10	23	5	31	78	4	16	19	17	0	1	18	6	0
50011	202	11	26	11	12	88	8	9	11	3	0	0	21	2	0
50012	129	3	11	8	23	30	6	13	11	6	0	3	12	1	2
50013	236	9	19	18	35	14	5	10	28	39	0	0	57	2	0
50014	114	5	19	5	19	23	9	8	11	5	0	0	8	1	1
50015	368	25	21	7	59	45	8	21	27	20	1	0	129	2	3
50016	102	4	9	6	11	39	4	12	3	1	0	0	11	2	0
50017	209	20	15	6	28	56	6	12	23	11	0	0	29	3	0
50018	96	1	10	2	14	51	2	4	7	0	0	0	3	2	0
50019	147	9	11	9	24	16	1	16	22	11	2	0	23	3	0
50020	276	25	32	4	60	32	5	15	20	23	1	0	58	0	1
50021	235	13	30	6	40	35	4	13	19	9	3	2	56	3	2
50022	209	8	25	15	17	63	10	8	16	12	0	0	28	6	1
50023	169	9	20	7	20	52	8	15	14	7	0	0	14	3	0
50024	236	13	20	4	10	120	6	17	22	2	0	0	14	6	2
50025	269	17	25	6	19	121	13	18	11	6	2	0	24	7	0
50026	223	16	8	7	42	53	17	11	23	9	1	1	31	2	2
50027	102	8	7	6	10	29	6	9	12	1	0	0	14	0	0
50028	281	23	17	18	50	58	8	16	27	23	3	0	28	6	4
50029	169	4	12	8	30	35	6	9	14	19	1	1	30	0	0
50030	156	13	13	6	24	23	10	7	13	4	1	0	41	1	0
50031	248	12	13	19	35	41	7	7	30	28	1	0	51	3	1
50032	218	13	4	10	43	29	8	9	23	27	1	0	46	4	1
50033	254	12	27	10	21	91	8	21	21	5	0	0	35	3	0
50034	391	22	41	13	64	69	14	23	27	24	1	1	90	2	0
50035	343	14	33	10	73	45	5	19	21	35	2	1	83	2	0
50036	289	29	20	8	52	44	7	23	19	21	0	2	61	2	1
50037	270	22	19	10	40	32	7	22	25	15	1	2	70	5	0
50038	152	18	13	7	23	33	5	17	13	3	0	0	20	0	0
50039	151	8	21	6	18	40	14	6	9	10	0	0	14	5	0
50040	319	12	42	20	20	132	16	21	19	8	0	0	16	12	1
