Precinct	total_votes	votes|JB Pritzker & Juliana Stratton	votes|Bruce Rauner & Evelyn Sanguinetti	votes|Grayson Kash Jackson & Sanjeev Mohip	votes|William McCann & Aaron Merreighn
Norwood Park 11	829	396	408	12	13
Norwood Park 12	454	257	179	9	9
Norwood Park 13	405	163	229	5	8
Norwood Park 14	472	233	218	9	12
Norwood Park 15	405	208	178	5	14
Norwood Park 16	356	161	176	10	9
Norwood Park 17	493	249	224	5	15
Oak Park 1	528	469	41	13	5
Oak Park 2	961	711	226	17	7
Oak Park 3	974	797	146	16	15
Oak Park 4	831	612	194	15	10
Oak Park 5	855	640	189	18	8
Oak Park 6	916	766	110	26	14
Oak Park 7	595	474	114	5	2
Oak Park 8	725	649	56	9	11
Oak Park 9	462	397	53	9	3
Oak Park 10	719	604	93	14	8
Oak Park 11	672	574	82	13	3
Oak Park 12	420	330	72	11	7
Oak Park 13	719	626	75	10	8
Oak Park 14	828	633	183	6	6
Oak Park 15	932	820	82	17	13
Oak Park 16	1072	847	194	22	9
Oak Park 17	1094	861	194	25	14
Oak Park 18	707	500	183	20	4
Oak Park 19	789	643	128	10	8
Oak Park 20	1066	854	185	18	9
Oak Park 21	542	474	48	16	4
Oak Park 22	546	454	78	13	1
Oak Park 23	756	600	131	16	9
Oak Park 24	547	418	115	11	3
Oak Park 25	702	578	95	18	11
Oak Park 26	657	560	77	14	6
Oak Park 27	213	168	37	5	3
Oak Park 28	961	807	121	17	16
Oak Park 29	713	567	128	12	6
Oak Park 30	870	755	91	14	10
Oak Park 31	1155	968	144	29	14
Oak Park 32	486	420	51	13	2
Oak Park 33	655	572	55	15	13
Oak Park 34	625	514	96	9	6
Oak Park 35	918	728	157	22	11
Oak Park 36	909	740	144	16	9
Oak Park 37	491	422	53	9	7
Orland 1	821	425	363	12	21
Orland 2	654	273	349	12	20
Orland 3	303	172	111	8	12
Orland 4	403	173	200	14	16
Orland 5	408	185	196	10	17
Orland 6	360	206	131	11	12
Orland 7	308	161	128	7	12
Orland 8	431	237	173	11	10
Orland 9	624	316	268	16	24
Orland 10	582	278	270	18	16
Orland 11	381	194	162	8	17
Orland 12	255	115	121	9	10
Orland 13	789	404	350	12	23
Orland 14	551	289	228	9	25
Orland 15	767	301	443	7	16
Orland 16	558	200	331	13	14
Orland 17	393	208	158	17	10
Orland 18	720	329	365	9	17
Orland 19	388	180	191	6	11
Orland 20	313	124	177	9	3
Orland 21	714	284	390	17	23
Orland 22	524	242	254	6	22
Orland 23	449	211	213	4	21
Orland 24	501	211	258	12	20
Orland 25	901	421	433	13	34
Orland 26	447	226	191	12	18
Orland 27	389	183	180	9	17
Orland 28	403	150	230	4	19
Orland 29	839	353	456	8	22
Orland 30	369	169	187	3	10
Orland 31	403	190	186	8	19
Orland 32	339	144	173	5	17
Orland 33	462	195	241	6	20
Orland 34	621	255	327	13	26
Orland 35	591	247	314	11	19
Orland 36	644	359	251	12	22
Orland 37	618	281	320	3	14
Orland 38	313	173	119	11	10
Orland 39	468	190	257	7	14
Orland 40	611	259	323	10	19
Orland 41	496	231	240	8	17
Orland 42	642	300	319	10	13
Orland 43	502	259	222	6	15
Orland 44	474	217	245	5	7
Orland 45	544	232	288	7	17
Orland 46	399	201	175	5	18
Orland 47	802	339	424	7	32
Orland 48	540	248	263	9	20
Orland 49	399	172	201	8	18
Orland 50	440	229	179	17	15
Orland 51	667	259	358	11	39
Orland 52	591	237	319	13	22
Orland 53	468	190	260	8	10
Orland 54	789	316	443	15	15
Orland 55	431	193	216	9	13
Orland 56	500	145	342	2	11
Orland 57	579	202	346	9	22
Orland 58	594	259	308	12	15
Orland 59	581	247	292	11	31
Orland 60	407	167	219	6	15
Orland 61	458	203	238	12	5
Orland 62	587	269	296	6	16
Orland 63	614	239	340	8	27
Orland 64	753	264	449	13	27
Orland 65	534	173	335	6	20
Orland 66	518	235	268	4	11
Orland 67	354	190	144	14	6
Orland 68	456	180	256	9	11
Orland 69	286	189	79	6	12
Orland 70	725	345	333	16	31
Orland 71	550	168	348	7	27
Orland 72	447	228	197	8	14
Orland 73	732	360	333	12	27
Orland 74	359	174	170	4	11
Orland 75	712	242	448	8	14
Palatine 1	455	234	205	4	12
Palatine 2	847	385	426	16	20
Palatine 3	517	161	344	2	10
Palatine 4	334	219	93	10	12
Palatine 5	759	387	330	20	22
Palatine 6	697	359	292	17	29
Palatine 7	669	336	298	21	14
Palatine 8	704	359	306	24	15
Palatine 9	585	232	335	5	13
Palatine 10	797	257	518	8	14
Palatine 11	533	282	221	10	20
Palatine 12	575	190	365	6	14
Palatine 13	532	271	224	15	22
Palatine 14	581	326	222	8	25
Palatine 15	695	365	290	29	11
Palatine 16	376	256	92	15	13
Palatine 17	607	323	252	12	20
Palatine 18	437	224	189	10	14
Palatine 19	651	264	364	7	16
Palatine 20	496	336	132	17	11
Palatine 21	737	369	322	22	24
Palatine 22	587	273	282	10	22
Palatine 23	478	137	335	1	5
Palatine 24	733	346	333	23	31
Palatine 25	515	247	224	18	26
Palatine 26	793	389	371	11	22
Palatine 27	417	242	161	11	3
Palatine 28	439	220	201	10	8
Palatine 29	786	410	338	19	19
Palatine 30	471	253	188	10	20
Palatine 31	472	208	252	5	7
Palatine 32	618	242	349	12	15
Palatine 33	367	219	116	17	15
Palatine 34	811	346	435	13	17
Palatine 35	560	271	264	7	18
Palatine 36	532	262	247	11	12
Palatine 37	693	346	307	20	20
Palatine 38	608	224	365	9	10
Palatine 39	825	391	394	18	22
Palatine 40	918	431	445	18	24
Palatine 41	803	380	387	19	17
Palatine 42	779	387	359	17	16
Palatine 43	574	247	293	11	23
Palatine 44	794	233	539	9	13
Palatine 45	518	213	281	11	13
Palatine 46	707	340	326	16	25
Palatine 47	637	305	286	13	33
Palatine 48	534	217	301	9	7
Palatine 49	461	163	281	4	13
Palatine 50	898	426	435	13	24
Palatine 51	350	169	151	14	16
Palatine 52	637	241	382	7	7
Palatine 53	465	225	209	16	15
Palatine 54	795	401	345	15	34
Palatine 55	439	211	209	4	15
Palatine 56	689	354	309	12	14
Palatine 57	826	436	344	23	23
Palatine 58	492	276	182	13	21
Palatine 59	800	410	342	20	28
Palatine 60	537	382	138	8	9
Palatine 61	349	219	112	13	5
Palatine 62	464	303	145	6	10
Palatine 63	613	288	291	19	15
Palatine 64	562	321	198	23	20
Palatine 65	527	236	273	13	5
Palatine 66	659	427	188	19	25
Palatine 67	552	161	372	9	10
Palatine 68	537	227	282	8	20
Palatine 69	592	302	247	16	27
Palos 1	368	119	237	4	8
Palos 2	454	158	272	12	12
Palos 3	471	205	239	11	16
Palos 4	411	203	187	8	13
Palos 5	338	174	139	10	15
Palos 6	271	162	97	4	8
Palos 7	567	317	222	10	18
Palos 8	222	98	113	4	7
Palos 9	444	148	266	6	24
Palos 10	701	234	431	11	25
Palos 11	567	206	334	6	21
Palos 12	486	282	179	8	17
Palos 13	567	199	351	5	12
Palos 14	357	179	153	3	22
Palos 15	552	224	305	8	15
Palos 16	755	292	428	10	25
Palos 17	632	341	244	17	30
Palos 18	613	347	231	12	23
Palos 19	634	323	280	15	16
Palos 20	591	299	259	14	19
Palos 21	361	190	149	9	13
Palos 22	93	46	42	3	2
Palos 23	343	197	126	9	11
Palos 24	364	124	227	5	8
Palos 25	476	415	42	15	4
Palos 26	328	155	151	7	15
Palos 27	550	289	229	13	19
Palos 28	387	331	39	10	7
Palos 29	610	199	370	15	26
Palos 30	636	289	302	14	31
Palos 31	587	262	288	9	28
Palos 32	264	143	108	3	10
Palos 33	681	248	405	7	21
Palos 34	376	181	173	4	18
Palos 35	668	310	305	15	38
Palos 36	619	301	277	15	26
Palos 37	661	236	390	4	31
Palos 38	516	264	229	8	15
Palos 39	685	282	374	10	19
Proviso 1	423	352	61	7	3
Proviso 2	394	333	57	2	2
Proviso 3	593	463	102	11	17
Proviso 4	523	503	10	6	4
Proviso 5	513	494	10	7	2
Proviso 6	423	236	176	6	5
Proviso 7	122	74	41	2	5
Proviso 8	356	280	57	9	10
Proviso 9	460	428	14	9	9
Proviso 10	375	323	38	8	6
Proviso 11	384	298	71	9	6
Proviso 12	554	388	142	10	14
Proviso 13	509	360	116	15	18
Proviso 14	331	242	81	6	2
Proviso 15	420	360	44	7	9
Proviso 16	474	362	97	8	7
Proviso 17	338	311	23	1	3
Proviso 18	642	600	24	10	8
Proviso 19	501	478	14	6	3
Proviso 20	446	420	16	4	6
Proviso 21	482	280	189	10	3
Proviso 22	410	392	15	2	1
Proviso 23	252	128	108	10	6
Proviso 24	877	460	387	18	12
Proviso 25	695	371	281	15	28
Proviso 26	728	430	270	16	12
Proviso 27	637	420	184	10	23
Proviso 28	634	343	253	12	26
Proviso 29	773	491	226	24	32
Proviso 30	574	469	89	10	6
Proviso 31	332	310	11	5	6
Proviso 32	699	421	234	21	23
Proviso 33	561	526	24	5	6
Proviso 34	845	764	57	14	10
Proviso 35	708	325	356	7	20
Proviso 36	501	471	10	9	11
Proviso 37	342	327	10	3	2
Proviso 38	469	427	32	5	5
Proviso 39	588	489	73	15	11
Proviso 40	506	475	14	13	4
Proviso 41	433	402	25	4	2
Proviso 42	331	315	10	3	3
Proviso 43	340	317	9	5	9
Proviso 44	363	336	16	7	4
Proviso 45	459	436	13	7	3
Proviso 46	173	84	85	2	2
Proviso 47	278	259	12	5	2
Proviso 48	613	553	40	11	9
Proviso 49	385	329	43	6	7
Proviso 50	780	585	154	21	20
Proviso 51	619	413	184	10	12
Proviso 52	355	329	16	8	2
Proviso 53	523	496	12	6	9
Proviso 54	902	543	326	16	17
Proviso 55	567	286	263	10	8
Proviso 56	406	382	12	6	6
Proviso 57	498	322	157	9	10
Proviso 58	324	297	15	3	9
Proviso 59	457	339	99	8	11
Proviso 60	369	288	68	5	8
Proviso 61	647	545	86	13	3
Proviso 62	691	544	116	18	13
Proviso 63	675	391	253	15	16
Proviso 64	513	483	16	8	6
Proviso 65	449	372	53	16	8
Proviso 66	744	562	146	16	20
Proviso 67	862	679	137	26	20
Proviso 68	408	257	125	14	12
Proviso 69	388	367	11	5	5
Proviso 70	494	257	222	5	10
Proviso 71	889	670	179	20	20
Proviso 72	514	391	98	17	8
Proviso 73	545	412	106	16	11
Proviso 74	623	489	110	15	9
Proviso 75	651	397	225	16	13
Proviso 76	667	519	112	20	16
Proviso 77	353	212	125	6	10
Proviso 78	149	106	41	2	0
Proviso 79	424	392	19	5	8
Proviso 80	323	260	44	6	13
Proviso 81	438	344	79	6	9
Proviso 82	710	664	30	9	7
Proviso 83	611	586	11	7	7
Proviso 84	424	205	208	4	7
Proviso 85	637	407	186	20	24
Proviso 86	490	464	13	7	6
Proviso 87	558	378	159	8	13
Proviso 88	227	191	29	3	4
Proviso 89	454	277	156	12	9
Proviso 90	901	593	265	19	24
Proviso 91	450	358	73	7	12
Proviso 92	736	457	247	17	15
Proviso 93	407	283	104	14	6
Proviso 94	428	399	11	16	2
Proviso 95	444	326	102	6	10
Proviso 96	368	186	175	5	2
Proviso 97	809	420	355	21	13
Proviso 98	560	364	172	9	15
Proviso 99	508	474	26	6	2
Proviso 100	699	427	249	7	16
Proviso 101	525	335	158	11	21
Proviso 102	695	440	222	14	19
Rich 1	1860	1755	57	28	20
Rich 2	587	541	40	2	4
Rich 3	836	680	120	13	23
Rich 4	467	428	27	7	5
Rich 5	721	613	97	9	2
Rich 6	823	730	76	15	2
Rich 7	550	410	122	7	11
Rich 8	909	825	58	12	14
Rich 9	739	685	34	10	10
Rich 10	446	384	47	7	8
Rich 11	562	449	96	6	11
Rich 12	662	569	75	12	6
Rich 13	328	281	34	2	11
Rich 14	470	360	85	13	12
Rich 15	919	855	42	13	9
Rich 16	440	349	77	7	7
Rich 17	488	386	84	9	9
Rich 18	615	563	38	9	5
Rich 19	394	230	146	3	15
Rich 20	899	454	395	13	37
Rich 21	694	591	78	12	13
Rich 22	549	446	81	11	11
Rich 23	800	742	43	7	8
Rich 24	641	543	87	7	4
Rich 25	839	757	62	8	12
Rich 26	661	553	73	15	20
Rich 27	638	572	53	6	7
Rich 28	467	440	16	7	4
Rich 29	640	435	178	13	14
Rich 30	807	755	41	7	4
Rich 31	518	356	139	11	12
Rich 32	747	657	76	7	7
Rich 33	513	328	175	7	3
Rich 34	565	505	46	9	5
Rich 35	448	380	60	4	4
Rich 36	1391	1257	97	23	14
Rich 37	459	444	8	6	1
Rich 38	551	504	31	10	6
Rich 39	648	541	92	7	8
Rich 40	529	489	22	11	7
Rich 41	388	340	39	5	4
Rich 42	546	511	20	8	7
Rich 43	639	603	24	8	4
Rich 44	444	414	16	9	5
Rich 45	771	656	102	5	8
Rich 46	831	788	26	12	5
Rich 47	861	804	40	4	13
Rich 48	619	589	17	7	6
Rich 49	542	443	71	21	7
Rich 50	285	135	124	8	18
Rich 51	529	485	30	6	8
River Forest 1	958	554	381	10	13
River Forest 2	625	309	303	8	5
River Forest 3	655	454	182	12	7
River Forest 4	778	483	271	16	8
River Forest 5	507	314	177	11	5
River Forest 6	485	277	194	7	7
River Forest 7	681	446	210	13	12
River Forest 8	875	590	260	19	6
Riverside 1	710	395	291	15	9
Riverside 2	61	40	18	2	1
Riverside 3	424	265	141	10	8
Riverside 4	840	471	337	20	12
Riverside 5	413	278	114	14	7
Riverside 6	514	305	183	17	9
Riverside 7	449	265	158	8	18
Riverside 8	775	463	286	13	13
Riverside 9	535	281	228	10	16
Riverside 10	752	370	353	15	14
Riverside 11	825	458	321	26	20
Riverside 12	416	249	143	8	16
Riverside 13	642	376	239	13	14
Schaumburg 1	904	597	267	17	23
Schaumburg 2	786	482	240	43	21
Schaumburg 3	556	289	227	13	27
Schaumburg 4	335	235	86	9	5
Schaumburg 5	366	171	180	6	9
Schaumburg 6	450	268	148	12	22
Schaumburg 7	368	244	107	10	7
Schaumburg 8	447	263	156	17	11
Schaumburg 9	487	305	146	22	14
Schaumburg 10	363	214	123	8	18
Schaumburg 11	513	234	257	10	12
Schaumburg 12	558	323	218	8	9
Schaumburg 13	407	209	175	6	17
Schaumburg 14	652	292	317	21	22
Schaumburg 15	561	281	250	13	17
Schaumburg 16	661	380	243	24	14
Schaumburg 17	591	285	296	7	3
Schaumburg 18	469	309	131	19	10
Schaumburg 19	418	245	140	16	17
Schaumburg 20	434	206	217	3	8
Schaumburg 21	751	400	315	20	16
Schaumburg 22	589	416	153	9	11
Schaumburg 23	583	322	211	29	21
Schaumburg 24	657	307	297	25	28
Schaumburg 25	542	310	206	15	11
Schaumburg 26	609	326	250	18	15
Schaumburg 27	480	290	159	15	16
Schaumburg 28	655	382	229	18	26
Schaumburg 29	660	347	279	15	19
Schaumburg 30	517	258	247	2	10
Schaumburg 31	731	393	300	15	23
Schaumburg 32	714	387	288	14	25
Schaumburg 33	467	242	203	10	12
Schaumburg 34	593	428	131	17	17
Schaumburg 35	389	237	140	6	6
Schaumburg 36	387	184	172	17	14
Schaumburg 37	393	210	164	8	11
Schaumburg 38	511	312	166	16	17
Schaumburg 39	816	403	375	13	25
Schaumburg 40	516	246	236	15	19
Schaumburg 41	488	246	219	9	14
Schaumburg 42	585	386	161	21	17
Schaumburg 43	456	318	104	12	22
Schaumburg 44	609	449	134	16	10
Schaumburg 45	569	348	185	16	20
Schaumburg 46	394	226	146	6	16
Schaumburg 47	529	253	250	11	15
Schaumburg 48	444	236	187	7	14
Schaumburg 49	393	235	128	17	13
Schaumburg 50	446	180	237	9	20
Schaumburg 51	422	290	107	14	11
Schaumburg 52	777	360	373	21	23
Schaumburg 53	547	262	255	17	13
Schaumburg 54	665	313	325	17	10
Schaumburg 55	489	216	234	14	25
Schaumburg 56	618	319	279	9	11
Schaumburg 57	735	327	371	18	19
Schaumburg 58	347	182	147	6	12
Schaumburg 59	743	327	387	11	18
Schaumburg 60	390	260	109	14	7
Schaumburg 61	804	440	327	21	16
Schaumburg 62	628	395	193	24	16
Schaumburg 63	511	249	232	13	17
Schaumburg 64	521	252	243	16	10
Schaumburg 65	407	222	167	8	10
Schaumburg 66	491	224	236	20	11
Schaumburg 67	521	283	206	21	11
Schaumburg 68	501	258	213	14	16
Schaumburg 69	472	231	219	14	8
Schaumburg 70	479	194	267	3	15
Schaumburg 71	505	292	187	19	7
Schaumburg 72	471	256	183	18	14
Schaumburg 73	656	331	281	19	25
Schaumburg 74	436	198	213	17	8
Schaumburg 75	495	215	270	5	5
Schaumburg 76	547	268	258	10	11
Schaumburg 77	689	408	248	21	12
Schaumburg 78	442	278	136	16	12
Stickney 1	258	128	105	13	12
Stickney 2	366	249	97	10	10
Stickney 3	692	435	211	10	36
Stickney 4	555	328	206	9	12
Stickney 5	611	353	221	14	23
Stickney 6	685	396	240	16	33
Stickney 7	283	187	84	5	7
Stickney 8	453	262	169	5	17
Stickney 9	454	269	156	11	18
Stickney 10	580	374	168	22	16
Stickney 11	525	286	218	8	13
Stickney 12	504	300	176	10	18
Stickney 13	418	261	126	14	17
Stickney 14	599	330	232	16	21
Stickney 15	556	345	177	18	16
Stickney 16	600	372	192	14	22
Stickney 17	349	203	127	10	9
Stickney 18	259	158	82	4	15
Stickney 19	431	248	148	10	25
Stickney 20	394	255	123	6	10
Thornton 1	289	270	12	5	2
Thornton 2	226	208	14	2	2
Thornton 3	446	384	50	8	4
Thornton 4	561	529	22	8	2
Thornton 5	348	306	30	8	4
Thornton 6	612	580	23	5	4
Thornton 7	461	439	12	5	5
Thornton 8	471	448	13	6	4
Thornton 9	289	275	8	2	4
Thornton 10	442	392	42	6	2
Thornton 11	247	226	13	4	4
Thornton 12	371	327	35	5	4
Thornton 13	441	309	107	6	19
Thornton 14	506	393	94	6	13
Thornton 15	449	414	22	5	8
Thornton 16	489	316	145	11	17
Thornton 17	548	422	109	9	8
Thornton 18	710	445	220	13	32
Thornton 19	602	454	117	9	22
Thornton 20	362	203	133	11	15
Thornton 21	701	589	94	11	7
Thornton 22	443	416	16	8	3
Thornton 23	440	368	52	13	7
Thornton 24	582	408	152	10	12
Thornton 25	538	358	154	9	17
Thornton 26	459	353	86	7	13
Thornton 27	616	547	56	5	8
Thornton 28	357	320	25	7	5
Thornton 29	275	266	3	4	2
Thornton 30	268	251	13	4	0
Thornton 31	132	112	14	2	4
Thornton 32	348	319	16	6	7
Thornton 33	436	400	15	9	12
Thornton 34	696	655	23	8	10
Thornton 35	690	626	48	14	2
Thornton 36	232	217	9	4	2
Thornton 37	582	411	159	6	6
Thornton 38	674	608	41	15	10
Thornton 39	360	340	8	7	5
Thornton 40	341	325	11	3	2
Thornton 41	329	289	25	8	7
Thornton 42	308	295	11	0	2
Thornton 43	452	282	138	11	21
Thornton 44	320	300	8	7	5
Thornton 45	416	398	12	5	1
Thornton 46	515	489	12	8	6
Thornton 47	383	273	96	6	8
Thornton 48	434	409	14	10	1
Thornton 49	244	232	6	3	3
Thornton 50	390	322	55	10	3
Thornton 51	431	264	137	9	21
Thornton 52	473	449	15	5	4
Thornton 53	323	303	12	8	0
Thornton 54	730	649	65	12	4
Thornton 55	337	308	18	6	5
Thornton 56	471	359	83	14	15
Thornton 57	385	223	125	11	26
Thornton 58	540	461	64	8	7
Thornton 59	345	314	21	8	2
Thornton 60	299	273	15	9	2
Thornton 61	314	281	29	1	3
Thornton 62	173	115	52	1	5
Thornton 63	245	198	43	2	2
Thornton 64	434	420	9	2	3
Thornton 65	626	412	180	14	20
Thornton 66	748	668	66	5	9
Thornton 67	674	450	194	18	12
Thornton 68	513	348	129	11	25
Thornton 69	334	319	8	5	2
Thornton 70	235	212	15	8	0
Thornton 71	260	249	6	2	3
Thornton 72	457	439	10	5	3
Thornton 73	684	614	48	8	14
Thornton 74	495	475	12	5	3
Thornton 75	455	430	16	5	4
Thornton 76	514	462	39	5	8
Thornton 77	705	662	26	10	7
Thornton 78	512	484	23	4	1
Thornton 79	608	505	79	16	8
Thornton 80	454	399	43	7	5
Thornton 81	437	395	31	5	6
Thornton 82	448	238	185	11	14
Thornton 83	627	588	24	9	6
Thornton 84	640	606	17	10	7
Thornton 85	421	398	15	2	6
Thornton 86	425	395	22	5	3
Thornton 87	659	631	15	6	7
Thornton 88	465	432	20	4	9
Thornton 89	656	600	35	11	10
Thornton 90	520	457	51	6	6
Thornton 91	485	423	59	0	3
Thornton 92	540	463	62	6	9
Thornton 93	322	298	12	6	6
Thornton 94	561	504	46	4	7
Thornton 95	350	337	9	2	2
Thornton 96	356	331	15	5	5
Thornton 97	212	162	41	1	8
Thornton 98	170	161	6	2	1
Thornton 99	401	364	28	4	5
Thornton 100	279	265	11	1	2
Thornton 101	394	381	10	0	3
Thornton 102	250	232	13	0	5
Thornton 103	268	255	8	2	3
Thornton 104	182	169	8	3	2
Thornton 105	420	398	14	6	2
Thornton 106	330	313	8	5	4
Thornton 107	673	624	40	4	5
Thornton 108	271	254	7	7	3
Thornton 109	318	305	7	5	1
Thornton 110	292	280	6	4	2
Thornton 111	337	315	18	2	2
Thornton 112	243	216	16	6	5
Thornton 113	227	212	8	5	2
Thornton 114	505	366	114	11	14
Thornton 115	468	441	17	5	5
Thornton 116	503	452	41	8	2
Thornton 117	580	420	123	15	22
Thornton 118	505	378	98	9	20
Thornton 119	439	410	17	5	7
Thornton 120	757	697	40	7	13
Thornton 121	375	351	18	3	3
Thornton 122	654	547	88	9	10
Thornton 123	335	295	30	2	8
Wheeling 1	538	277	233	17	11
Wheeling 2	450	220	206	9	15
Wheeling 3	635	337	272	17	9
Wheeling 4	422	228	173	8	13
Wheeling 5	579	322	235	8	14
Wheeling 6	382	215	146	12	9
Wheeling 7	860	454	369	14	23
Wheeling 8	441	190	230	14	7
Wheeling 9	430	257	149	9	15
Wheeling 10	763	370	368	15	10
Wheeling 11	761	377	356	15	13
Wheeling 12	851	362	465	9	15
Wheeling 13	551	226	306	6	13
Wheeling 14	499	228	256	8	7
Wheeling 15	570	292	255	8	15
Wheeling 16	221	141	66	8	6
Wheeling 17	511	306	183	8	14
Wheeling 18	538	248	263	14	13
Wheeling 19	804	393	382	15	14
Wheeling 20	695	322	342	12	19
Wheeling 21	461	180	260	6	15
Wheeling 22	686	364	285	19	18
Wheeling 23	588	228	337	7	16
Wheeling 24	529	159	348	4	18
Wheeling 25	719	411	264	24	20
Wheeling 26	888	439	408	20	21
Wheeling 27	891	460	391	22	18
Wheeling 28	843	342	464	16	21
Wheeling 29	355	172	161	9	13
Wheeling 30	834	364	431	15	24
Wheeling 31	427	216	186	13	12
Wheeling 32	426	174	229	7	16
Wheeling 33	313	190	101	12	10
Wheeling 34	781	356	388	18	19
Wheeling 35	561	259	275	9	18
Wheeling 36	937	438	455	26	18
Wheeling 37	615	388	194	12	21
Wheeling 38	674	385	245	21	23
Wheeling 39	649	345	272	11	21
Wheeling 40	627	311	296	11	9
Wheeling 41	1024	445	529	20	30
Wheeling 42	794	376	385	12	21
Wheeling 43	548	315	210	7	16
Wheeling 44	727	322	375	13	17
Wheeling 45	502	262	216	9	15
Wheeling 46	963	422	484	30	27
Wheeling 47	474	258	195	9	12
Wheeling 48	509	253	227	20	9
Wheeling 49	650	422	197	20	11
Wheeling 50	446	290	130	12	14
Wheeling 51	712	345	337	12	18
Wheeling 52	518	270	229	10	9
Wheeling 53	701	282	399	6	14
Wheeling 54	753	272	444	21	16
Wheeling 55	598	341	233	14	10
Wheeling 56	526	281	232	7	6
Wheeling 57	710	317	370	7	16
Wheeling 58	485	234	236	8	7
Wheeling 59	649	343	263	18	25
Wheeling 60	436	265	155	7	9
Wheeling 61	732	292	399	14	27
Wheeling 62	680	340	304	18	18
Wheeling 63	451	285	143	10	13
Wheeling 64	833	467	327	19	20
Wheeling 65	783	329	429	6	19
Wheeling 66	759	405	316	21	17
Wheeling 67	371	229	139	1	2
Wheeling 68	381	172	190	4	15
Wheeling 69	587	308	261	10	8
Wheeling 70	819	455	327	22	15
Wheeling 71	955	452	447	21	35
Wheeling 72	587	325	235	9	18
Wheeling 73	576	324	234	5	13
Wheeling 74	422	240	158	8	16
Wheeling 75	604	295	277	17	15
Wheeling 76	674	419	226	14	15
Wheeling 77	224	160	56	1	7
Wheeling 78	901	469	394	20	18
Wheeling 79	537	317	201	7	12
Wheeling 80	426	275	121	14	16
Wheeling 81	500	243	242	6	9
Wheeling 82	801	423	346	15	17
Wheeling 83	912	380	493	15	24
Wheeling 84	741	431	266	22	22
Wheeling 85	488	242	226	5	15
Wheeling 86	701	316	362	8	15
Wheeling 87	588	298	268	9	13
Wheeling 88	670	397	248	16	9
Wheeling 89	366	201	145	9	11
Wheeling 90	586	287	276	13	10
Wheeling 91	740	401	318	11	10
Wheeling 92	942	435	474	19	14
Worth 1	282	166	102	1	13
Worth 2	592	327	230	8	27
Worth 3	578	325	216	12	25
Worth 4	729	537	148	19	25
Worth 5	594	289	272	15	18
Worth 6	548	296	219	17	16
Worth 7	551	198	320	9	24
Worth 8	583	421	116	23	23
Worth 9	605	360	203	15	27
Worth 10	671	453	193	10	15
Worth 11	557	314	213	7	23
Worth 12	335	208	107	11	9
Worth 13	614	369	200	14	31
Worth 14	482	372	96	5	9
Worth 15	726	479	212	13	22
Worth 16	687	335	297	17	38
Worth 17	565	425	116	15	9
Worth 18	449	130	296	9	14
Worth 19	543	331	176	21	15
Worth 20	374	277	72	9	16
Worth 21	737	438	260	16	23
Worth 22	441	242	176	10	13
Worth 23	582	285	261	13	23
Worth 24	263	214	38	4	7
Worth 25	629	362	229	15	23
Worth 26	403	255	131	7	10
Worth 27	451	232	196	7	16
Worth 28	369	246	99	10	14
Worth 29	450	351	79	8	12
Worth 30	594	347	213	10	24
Worth 31	680	471	167	16	26
Worth 32	379	211	156	6	6
Worth 33	511	298	182	14	17
Worth 34	494	349	110	17	18
Worth 35	588	299	246	12	31
Worth 36	584	377	191	7	9
Worth 37	408	328	58	10	12
Worth 38	611	459	126	7	19
Worth 39	519	288	204	11	16
Worth 40	580	386	166	10	18
Worth 41	300	170	110	7	13
Worth 42	456	255	164	14	23
Worth 43	327	314	8	1	4
Worth 44	351	178	146	10	17
Worth 45	462	253	178	13	18
Worth 46	675	356	269	24	26
Worth 47	293	181	95	6	11
Worth 48	427	227	167	12	21
Worth 49	343	194	129	5	15
Worth 50	616	308	258	22	28
Worth 51	380	187	168	9	16
Worth 52	345	175	141	7	22
Worth 53	539	316	184	12	27
Worth 54	582	373	178	10	21
Worth 55	274	172	81	7	14
Worth 56	546	245	271	10	20
Worth 57	611	361	215	16	19
Worth 58	592	338	215	12	27
Worth 59	707	580	91	20	16
Worth 60	315	143	160	5	7
Worth 61	453	222	194	13	24
Worth 62	323	156	145	10	12
Worth 63	515	306	184	11	14
Worth 64	774	324	414	12	24
Worth 65	837	293	487	18	39
Worth 66	401	202	191	5	3
Worth 67	326	152	154	6	14
Worth 68	443	349	74	8	12
Worth 69	643	449	149	18	27
Worth 70	650	347	245	26	32
Worth 71	436	233	178	14	11
Worth 72	604	371	201	15	17
Worth 73	340	228	85	12	15
Worth 74	285	151	115	11	8
Worth 75	631	367	223	16	25
Worth 76	256	168	77	7	4
Worth 77	553	333	187	11	22
Worth 78	660	370	231	26	33
Worth 79	369	161	179	6	23
Worth 80	618	481	118	8	11
Worth 81	403	174	194	7	28
Worth 82	517	279	192	13	33
Worth 83	228	162	54	5	7
Worth 84	548	305	200	9	34
Worth 85	560	298	230	17	15
Worth 86	513	284	198	15	16
Worth 87	467	254	174	23	16
Worth 88	319	201	110	2	6
Worth 89	735	290	405	13	27
Worth 90	576	359	171	21	25
Worth 91	304	172	118	5	9
Worth 92	552	307	216	9	20
Worth 93	307	181	105	3	18
Worth 94	579	335	204	13	27
Worth 95	605	248	335	8	14
Worth 96	659	461	169	11	18
Worth 97	444	348	72	7	17
Worth 98	612	324	264	7	17
Worth 99	326	171	142	2	11
Worth 100	553	295	226	10	22
