Precinct	total_votes	votes|Jesse White	votes|Jason Helland	votes|Steve Dutner
31020	245	217	20	8
31021	265	238	16	11
31022	241	223	11	7
31023	286	251	23	12
31024	274	239	26	9
31025	264	235	23	6
31026	315	275	35	5
31027	314	278	32	4
31028	233	202	22	9
31029	294	259	24	11
31030	215	194	14	7
31031	236	200	27	9
31032	230	196	26	8
31033	236	197	33	6
31034	268	218	42	8
31035	307	277	23	7
31036	305	270	24	11
31037	277	243	19	15
31038	219	197	14	8
31039	316	289	15	12
31040	322	290	21	11
31041	244	212	26	6
32001	639	546	69	24
32002	625	523	77	25
32003	633	574	43	16
32004	549	470	56	23
32005	594	504	71	19
32006	687	612	51	24
32007	626	536	71	19
32008	722	586	116	20
32009	552	452	84	16
32010	615	475	112	28
32011	528	493	23	12
32012	430	397	22	11
32013	631	484	121	26
32014	599	539	38	22
32015	584	478	88	18
32016	600	516	63	21
32017	577	526	35	16
32018	547	428	108	11
32019	589	511	59	19
32020	564	523	23	18
32021	634	529	87	18
32022	737	663	46	28
32023	662	541	102	19
32024	462	355	89	18
32025	587	496	72	19
32026	648	589	40	19
32027	569	445	109	15
32028	589	535	33	21
32029	642	570	58	14
32030	610	484	99	27
32031	621	517	84	20
32032	654	546	81	27
32033	618	507	94	17
32034	652	568	57	27
32035	629	526	85	18
32036	647	540	87	20
32037	586	495	67	24
32038	549	458	65	26
32039	672	515	138	19
32040	653	550	80	23
32041	624	527	73	24
32042	538	435	81	22
32043	545	494	33	18
33001	545	494	35	16
33002	720	629	60	31
33003	770	688	50	32
33004	749	656	69	24
33005	519	453	42	24
33006	488	428	42	18
33007	627	567	39	21
33008	755	690	49	16
33009	624	527	72	25
33010	546	475	43	28
33011	621	548	59	14
33012	554	490	52	12
33013	558	496	44	18
33014	298	257	31	10
33015	548	495	38	15
33016	735	648	63	24
33017	628	546	58	24
33018	763	674	59	30
33019	642	559	64	19
33020	654	607	30	17
33021	585	521	42	22
33022	512	463	33	16
33023	608	547	40	21
33024	753	667	65	21
33025	694	603	63	28
33026	457	419	15	23
33027	633	560	59	14
33028	547	507	24	16
34001	419	412	2	5
34002	328	325	1	2
34003	398	392	4	2
34004	287	278	4	5
34005	342	335	3	4
34006	453	437	9	7
34007	439	427	6	6
34008	323	318	3	2
34009	265	259	3	3
34010	374	364	6	4
34011	334	323	4	7
34012	429	411	4	14
34013	382	367	8	7
34014	304	298	5	1
34015	346	341	3	2
34016	324	318	4	2
34017	501	494	4	3
34018	295	286	5	4
34019	426	415	7	4
34020	440	431	2	7
34021	460	450	6	4
34022	390	381	4	5
34023	311	305	2	4
34024	346	339	2	5
34025	585	575	3	7
34026	413	406	1	6
34027	326	322	4	0
34028	250	247	2	1
34029	307	297	3	7
34030	379	371	3	5
34031	329	318	3	8
34032	385	374	5	6
34033	317	302	7	8
34034	407	403	2	2
34035	424	406	7	11
34036	348	337	4	7
34037	228	225	2	1
34038	189	184	2	3
34039	268	258	4	6
34040	424	421	0	3
34041	236	231	1	4
34042	380	370	3	7
34043	356	346	4	6
34044	391	377	7	7
34045	418	410	1	7
34046	266	261	1	4
34047	370	365	2	3
34048	398	389	4	5
34049	364	354	6	4
34050	316	308	2	6
34051	405	396	4	5
34052	293	286	5	2
34053	241	237	0	4
35001	498	456	30	12
35002	556	495	48	13
35003	447	405	24	18
35004	471	409	43	19
35005	445	408	25	12
35006	455	416	25	14
35007	501	465	23	13
35008	519	473	26	20
35009	439	368	52	19
35010	634	585	29	20
35011	549	502	31	16
35012	317	281	21	15
35013	329	300	17	12
35014	332	298	23	11
35015	588	544	32	12
35016	266	251	5	10
35017	546	503	28	15
35018	311	289	15	7
35019	260	236	15	9
35020	424	379	34	11
35021	426	392	20	14
35022	588	535	28	25
35023	483	433	36	14
35024	437	384	34	19
35025	558	507	32	19
35026	418	359	45	14
35027	406	349	41	16
35028	471	420	33	18
35029	419	374	36	9
35030	461	406	42	13
35031	504	445	38	21
36001	366	314	37	15
36002	349	307	31	11
36003	337	300	25	12
36004	355	316	26	13
36005	346	311	23	12
36006	322	289	28	5
36007	481	365	100	16
36008	270	236	17	17
36009	342	296	37	9
36010	469	392	61	16
36011	269	238	20	11
36012	240	224	11	5
36013	258	238	13	7
36014	401	343	47	11
36015	411	334	57	20
36016	406	345	54	7
36017	452	386	57	9
36018	409	335	62	12
36019	437	394	37	6
36020	418	347	53	18
36021	302	270	21	11
36022	300	276	16	8
36023	323	286	33	4
36024	389	317	59	13
36025	372	333	32	7
36026	384	296	73	15
36027	389	328	50	11
36028	353	280	64	9
36029	415	345	54	16
36030	385	311	54	20
37001	249	236	9	4
37002	296	284	7	5
37003	270	263	4	3
37004	284	262	15	7
37005	386	376	5	5
37006	398	389	4	5
37007	266	259	6	1
37008	259	250	5	4
37009	377	371	2	4
37010	423	402	12	9
37011	249	241	5	3
37012	277	264	10	3
37013	261	257	0	4
37014	379	368	9	2
37015	364	350	2	12
37016	401	388	8	5
37017	290	281	3	6
37018	320	307	8	5
37019	254	245	4	5
37020	297	289	5	3
37021	336	315	15	6
37022	319	295	17	7
37023	332	327	3	2
37024	396	385	5	6
37025	318	308	4	6
37026	461	436	9	16
37027	328	317	5	6
37028	310	297	10	3
37029	325	314	7	4
37030	347	340	2	5
37031	366	349	6	11
37032	323	313	7	3
37033	378	366	8	4
37034	338	333	5	0
37035	371	362	3	6
37036	348	344	0	4
37037	394	382	6	6
37038	355	344	8	3
37039	341	323	10	8
37040	367	355	3	9
37041	359	340	14	5
38001	405	341	52	12
38002	473	309	153	11
38003	419	315	93	11
38004	404	304	90	10
38005	435	305	112	18
38006	417	306	103	8
38007	394	286	95	13
38008	391	295	85	11
38009	472	327	123	22
38010	345	271	61	13
38011	372	292	69	11
38012	429	277	143	9
38013	453	326	113	14
38014	457	353	88	16
38015	385	308	65	12
38016	410	311	89	10
38017	532	370	147	15
38018	477	348	114	15
38019	497	386	99	12
38020	445	310	116	19
38021	366	293	63	10
38022	421	344	65	12
38023	438	363	67	8
38024	463	333	117	13
38025	376	298	66	12
38026	445	345	90	10
38027	431	329	87	15
38028	515	354	147	14
38029	424	336	71	17
38030	421	321	88	12
38031	437	355	68	14
38032	431	338	82	11
38033	424	333	75	16
38034	435	363	51	21
38035	450	373	64	13
38036	393	322	59	12
38037	432	356	67	9
38038	408	306	89	13
38039	463	391	66	6
38040	447	342	92	13
38041	401	343	50	8
39001	476	356	105	15
39002	469	336	127	6
39003	515	417	74	24
39004	426	325	92	9
39005	467	371	81	15
39006	434	360	56	18
39007	418	355	49	14
39008	481	422	50	9
39009	432	360	56	16
39010	230	207	15	8
39011	419	348	55	16
39012	601	537	39	25
39013	389	316	58	15
39014	497	405	72	20
39015	523	384	131	8
39016	377	309	53	15
39017	501	421	66	14
39018	446	378	56	12
39019	477	400	58	19
39020	578	434	129	15
39021	433	314	109	10
39022	387	312	62	13
39023	484	351	112	21
39024	601	429	161	11
39025	395	346	38	11
39026	451	341	95	15
39027	84	65	17	2
39028	574	505	45	24
39029	257	228	20	9
39030	552	483	49	20
39031	389	334	41	14
39032	409	312	89	8
39033	510	445	55	10
39034	513	415	70	28
39035	460	384	60	16
39036	129	113	15	1
39037	470	378	76	16
39038	280	232	42	6
39039	303	243	53	7
39040	430	326	93	11
39041	505	391	105	9
39042	515	380	123	12
39043	510	363	132	15
39044	364	270	83	11
39045	458	353	95	10
40001	428	352	59	17
40002	438	376	48	14
40003	654	600	39	15
40004	293	257	31	5
40005	531	466	54	11
40006	636	572	45	19
40007	527	466	41	20
40008	684	617	39	28
40009	422	366	41	15
40010	481	425	43	13
40011	554	486	44	24
40012	462	404	49	9
40013	844	765	58	21
40014	413	342	56	15
40015	453	387	52	14
40016	719	649	46	24
40017	427	383	33	11
40018	391	354	27	10
40019	586	514	56	16
40020	512	443	54	15
40021	588	531	43	14
40022	590	538	30	22
40023	633	574	45	14
40024	414	362	44	8
40025	630	580	29	21
40026	566	527	26	13
40027	721	629	63	29
40028	572	516	40	16
40029	485	420	56	9
40030	433	365	61	7
40031	591	551	28	12
40032	595	543	37	15
40033	536	505	23	8
40034	429	353	56	20
40035	349	292	43	14
40036	500	443	48	9
40037	477	444	27	6
40038	662	608	40	14
40039	190	170	15	5
41001	435	289	133	13
41002	445	285	147	13
41003	459	328	116	15
41004	483	354	118	11
41005	567	405	139	23
41006	572	395	158	19
41007	540	385	143	12
41008	466	316	138	12
41009	471	343	114	14
41010	506	378	116	12
41011	537	368	156	13
41012	468	340	123	5
41013	564	398	157	9
41014	547	392	139	16
41015	596	449	133	14
41016	445	323	110	12
41017	474	349	114	11
41018	456	326	117	13
41019	561	401	147	13
41020	360	243	105	12
41021	517	379	125	13
41022	535	353	171	11
41023	473	295	170	8
41024	416	270	132	14
41025	375	255	102	18
41026	471	333	125	13
41027	393	268	112	13
41028	473	355	104	14
41029	333	234	89	10
41030	490	358	121	11
41031	521	393	117	11
41032	396	285	94	17
41033	454	320	123	11
41034	424	301	109	14
41035	586	410	162	14
41036	478	347	120	11
41037	547	413	121	13
41038	454	322	120	12
41039	515	355	150	10
41040	514	333	162	19
41041	499	362	129	8
41042	466	321	138	7
41043	505	363	134	8
41044	499	313	173	13
41045	452	318	124	10
41046	501	359	132	10
41047	512	363	135	14
42001	538	419	111	8
42002	663	546	106	11
42003	631	501	99	31
42004	1194	911	264	19
42005	538	414	106	18
42006	588	458	118	12
42007	752	582	166	4
42008	544	443	87	14
42009	732	580	123	29
42010	831	660	139	32
42011	428	304	113	11
42012	537	420	109	8
42013	521	392	117	12
42014	802	609	172	21
42015	698	527	154	17
42016	645	503	117	25
42017	845	645	190	10
42018	691	518	148	25
42019	779	596	167	16
42020	719	513	179	27
42021	666	531	107	28
42022	329	246	73	10
42023	706	506	187	13
42024	639	498	131	10
42025	641	472	154	15
42026	849	629	186	34
42027	445	360	72	13
42028	666	527	127	12
42029	669	509	138	22
42030	527	397	117	13
42031	751	560	169	22
42032	695	491	182	22
42033	698	583	99	16
42034	530	402	119	9
42035	791	630	142	19
42036	1030	800	198	32
42037	465	354	99	12
42038	586	460	111	15
42039	891	695	167	29
42040	853	686	145	22
42041	647	512	106	29
42042	1035	813	190	32
43001	314	267	42	5
43002	674	508	134	32
43003	591	463	114	14
43004	716	540	153	23
43005	542	445	81	16
43006	491	375	98	18
43007	397	322	72	3
43008	450	348	93	9
43009	616	489	100	27
43010	741	563	163	15
43011	579	447	117	15
43012	435	339	83	13
43013	575	488	70	17
43014	624	472	132	20
43015	606	464	124	18
43016	739	563	143	33
43017	478	367	98	13
43018	709	546	144	19
43019	669	535	119	15
43020	686	554	110	22
43021	687	543	121	23
43022	428	345	68	15
43023	438	353	70	15
43024	467	364	83	20
43025	494	408	79	7
43026	401	326	60	15
43027	599	475	103	21
43028	775	616	135	24
43029	580	470	89	21
43030	661	534	107	20
43031	597	485	94	18
43032	632	513	106	13
43033	610	468	134	8
43034	443	358	72	13
43035	659	508	135	16
43036	339	285	44	10
43037	669	555	89	25
43038	501	377	116	8
43039	570	466	94	10
43040	444	355	74	15
43041	789	646	124	19
43042	576	474	89	13
43043	571	455	108	8
43044	596	472	110	14
43045	366	296	61	9
43046	360	300	53	7
44001	968	832	105	31
44002	634	533	80	21
44003	403	359	39	5
44004	577	484	84	9
44005	717	640	61	16
44006	799	690	84	25
44007	465	374	81	10
44008	899	785	91	23
44009	628	538	74	16
44010	647	527	101	19
44011	708	572	116	20
44012	670	572	86	12
44013	535	433	87	15
44014	593	499	73	21
44015	571	499	55	17
44016	743	608	111	24
44017	854	736	96	22
44018	714	590	105	19
44019	778	669	96	13
44020	686	592	77	17
44021	805	701	80	24
44022	679	561	102	16
44023	632	557	55	20
44024	473	403	59	11
44025	655	552	87	16
44026	769	658	85	26
44027	776	647	109	20
44028	591	516	58	17
44029	701	569	115	17
44030	788	664	101	23
44031	551	459	68	24
44032	725	598	110	17
44033	673	613	39	21
44034	678	608	57	13
44035	774	671	86	17
44036	667	576	73	18
44037	708	623	67	18
44038	648	516	110	22
44039	691	566	102	23
44040	627	481	119	27
44041	812	691	93	28
45001	398	356	29	13
45002	463	411	39	13
45003	449	384	48	17
45004	591	506	71	14
45005	495	426	51	18
45006	661	559	87	15
45007	711	581	114	16
45008	489	406	61	22
45009	454	370	71	13
45010	480	389	74	17
45011	331	279	36	16
45012	441	362	65	14
45013	407	325	74	8
45014	592	489	75	28
45015	561	490	60	11
45016	406	329	60	17
45017	538	418	96	24
45018	487	380	86	21
45019	247	203	36	8
45020	337	271	50	16
45021	425	315	95	15
45022	430	350	71	9
45023	414	321	82	11
45024	371	298	65	8
45025	292	221	68	3
45026	253	168	80	5
45027	451	316	128	7
45028	369	278	77	14
45029	308	230	65	13
45030	393	344	33	16
45031	375	315	55	5
45032	405	319	71	15
45033	348	283	45	20
45034	457	366	75	16
45035	498	389	91	18
45036	485	386	86	13
45037	452	356	84	12
45038	422	333	74	15
45039	461	353	95	13
45040	444	327	103	14
45041	430	312	93	25
45042	430	318	95	17
45043	448	317	122	9
45044	451	334	105	12
45045	314	208	96	10
45046	337	242	78	17
45047	329	246	75	8
45048	385	265	113	7
46001	434	393	23	18
46002	541	494	30	17
46003	706	624	68	14
46004	539	495	32	12
46005	781	674	83	24
46006	498	450	30	18
46007	639	546	85	8
46008	395	345	35	15
46009	655	596	31	28
46010	942	818	94	30
46011	574	490	71	13
46012	642	587	36	19
46013	570	510	41	19
46014	553	496	42	15
46015	588	511	61	16
46016	683	624	35	24
46017	666	586	67	13
46018	644	553	80	11
46019	422	370	38	14
46020	484	448	26	10
46021	405	349	45	11
46022	443	399	28	16
46023	466	437	20	9
46024	694	617	63	14
46025	557	511	25	21
46026	669	606	38	25
46027	780	678	74	28
46028	584	507	62	15
46029	503	439	51	13
46030	627	558	47	22
46031	592	543	38	11
46032	608	543	45	20
46033	694	615	63	16
46034	689	615	50	24
46035	667	605	44	18
46036	587	497	76	14
46037	531	477	37	17
46038	622	560	43	19
46039	596	504	75	17
46040	487	437	35	15
47001	417	349	54	14
47002	626	548	65	13
47003	586	507	57	22
47004	672	578	71	23
47005	655	584	52	19
47006	742	648	70	24
47007	548	486	49	13
47008	588	508	59	21
47009	585	485	75	25
47010	762	683	46	33
47011	607	506	82	19
47012	653	570	63	20
47013	580	512	50	18
47014	549	485	52	12
47015	734	683	38	13
47016	598	533	54	11
47017	600	520	60	20
47018	592	514	51	27
47019	763	711	37	15
47020	571	514	40	17
47021	581	511	50	20
47022	628	562	50	16
47023	671	618	32	21
47024	635	539	70	26
47025	719	622	61	36
47026	786	715	43	28
47027	573	492	64	17
47028	562	488	59	15
47029	671	589	67	15
47030	737	676	36	25
47031	605	535	49	21
47032	735	675	40	20
47033	575	475	85	15
47034	628	572	46	10
47035	633	531	81	21
47036	678	611	40	27
47037	600	527	57	16
47038	608	535	61	12
47039	613	534	60	19
47040	606	536	49	21
47041	681	607	57	17
47042	626	573	34	19
47043	568	478	71	19
47044	602	511	71	20
47045	585	522	49	14
47046	602	498	83	21
47047	707	589	93	25
47048	58	49	6	3
48001	526	491	21	14
48002	275	248	19	8
48003	624	556	46	22
48004	546	501	28	17
48005	344	313	24	7
48006	677	602	52	23
48007	569	526	29	14
48008	321	265	44	12
48009	364	288	65	11
48010	818	759	46	13
48011	512	462	31	19
48012	698	642	42	14
48013	710	626	71	13
48014	289	246	34	9
48015	400	357	32	11
48016	589	527	39	23
48017	511	463	39	9
48018	391	358	26	7
48019	384	355	19	10
48020	657	609	33	15
48021	718	639	56	23
48022	498	427	60	11
48023	628	555	60	13
48024	653	513	114	26
48025	520	476	30	14
48026	275	239	23	13
48027	813	748	42	23
48028	653	493	147	13
48029	305	276	25	4
48030	500	466	27	7
48031	726	656	47	23
48032	592	534	40	18
48033	317	275	37	5
48034	497	454	28	15
48035	396	329	57	10
48036	337	290	36	11
48037	588	548	21	19
48038	591	531	44	16
48039	456	401	49	6
48040	508	458	33	17
48041	716	658	43	15
48042	666	621	29	16
48043	617	562	40	15
48044	718	673	33	12
48045	436	402	28	6
48046	388	344	34	10
49001	361	346	6	9
49002	387	368	13	6
49003	618	578	25	15
49004	696	621	43	32
49005	561	530	14	17
49006	515	480	27	8
49007	617	543	54	20
49008	462	432	23	7
49009	608	550	36	22
49010	547	502	34	11
49011	655	615	30	10
49012	772	717	40	15
49013	651	597	39	15
49014	480	434	27	19
49015	401	372	17	12
49016	546	493	41	12
49017	406	355	42	9
49018	758	708	29	21
49019	522	489	18	15
49020	818	767	30	21
49021	334	308	20	6
49022	557	504	37	16
49023	752	694	34	24
49024	473	441	19	13
49025	740	677	39	24
49026	657	582	59	16
49027	645	597	38	10
49028	757	707	30	20
49029	695	625	43	27
49030	654	592	46	16
49031	457	423	24	10
49032	547	525	13	9
49033	463	431	18	14
50001	410	306	97	7
50002	270	197	67	6
50003	386	295	77	14
50004	464	386	64	14
50005	304	207	91	6
50006	478	406	60	12
50007	486	445	30	11
50008	435	394	34	7
50009	358	299	57	2
50010	393	310	74	9
50011	298	185	109	4
50012	181	135	42	4
50013	467	417	35	15
50014	150	111	39	0
50015	490	430	46	14
50016	144	109	34	1
50017	417	322	88	7
50018	116	89	26	1
50019	265	233	25	7
50020	413	346	54	13
50021	381	326	45	10
50022	357	263	88	6
50023	285	226	50	9
50024	345	219	122	4
50025	419	300	115	4
50026	388	320	63	5
50027	131	95	36	0
50028	471	396	65	10
50029	357	320	25	12
50030	280	254	21	5
50031	528	486	29	13
50032	453	423	19	11
50033	365	247	112	6
50034	594	475	106	13
50035	541	490	41	10
50036	398	340	51	7
50037	459	400	42	17
50038	188	147	37	4
50039	253	187	56	10
50040	443	277	155	11
