Precinct	total_votes	votes|Thomas J. Dart
13017	233	233
13018	216	216
13019	331	331
13020	164	164
13021	318	318
13022	311	311
13023	206	206
13024	290	290
13025	297	297
13026	266	266
13027	275	275
13028	230	230
13029	234	234
13030	241	241
13031	309	309
13032	219	219
13033	283	283
13034	332	332
13035	262	262
13036	189	189
13037	332	332
13038	232	232
13039	302	302
13040	296	296
13041	330	330
13042	270	270
13043	290	290
13044	274	274
13045	310	310
13046	359	359
13047	328	328
13048	248	248
14001	323	323
14002	406	406
14003	315	315
14004	290	290
14005	418	418
14006	141	141
14007	369	369
14008	344	344
14009	361	361
14010	213	213
14011	186	186
14012	347	347
14013	278	278
14014	287	287
14015	335	335
14016	220	220
14017	250	250
14018	132	132
14019	286	286
14020	229	229
14021	283	283
14022	413	413
14023	244	244
14024	357	357
14025	178	178
14026	240	240
14027	292	292
14028	240	240
14029	246	246
14030	178	178
14031	193	193
15001	279	279
15002	204	204
15003	221	221
15004	296	296
15005	271	271
15006	278	278
15007	221	221
15008	247	247
15009	361	361
15010	394	394
15011	333	333
15012	339	339
15013	279	279
15014	256	256
15015	233	233
15016	323	323
15017	246	246
15018	199	199
15019	259	259
15020	236	236
15021	201	201
15022	255	255
15023	244	244
15024	191	191
16001	352	352
16002	257	257
16003	221	221
16004	254	254
16005	180	180
16006	269	269
16007	238	238
16008	167	167
16009	264	264
16010	244	244
16011	258	258
16012	216	216
16013	248	248
16014	195	195
16015	281	281
16016	250	250
16017	307	307
16018	287	287
16019	227	227
16020	205	205
16021	225	225
16022	210	210
16023	290	290
16024	146	146
16025	300	300
16026	198	198
16027	221	221
16028	227	227
16029	248	248
16030	219	219
16031	269	269
16032	276	276
16033	240	240
16034	240	240
16035	317	317
16036	200	200
17001	313	313
17002	323	323
17003	320	320
17004	402	402
17005	237	237
17006	267	267
17007	245	245
17008	268	268
17009	257	257
17010	424	424
17011	244	244
17012	408	408
17013	278	278
17014	371	371
17015	339	339
17016	307	307
17017	289	289
17018	360	360
17019	182	182
17020	422	422
17021	422	422
17022	282	282
17023	205	205
17024	336	336
17025	241	241
17026	328	328
17027	307	307
17028	259	259
17029	317	317
17030	238	238
17031	200	200
17032	253	253
17033	216	216
17034	238	238
17035	219	219
17036	303	303
17037	265	265
17038	308	308
17039	305	305
17040	331	331
17041	401	401
18001	310	310
18002	300	300
18003	288	288
18004	370	370
18005	223	223
18006	275	275
18007	334	334
18008	358	358
18009	346	346
18010	462	462
18011	293	293
18012	343	343
18013	372	372
18014	376	376
18015	382	382
18016	336	336
18017	342	342
18018	289	289
18019	337	337
18020	284	284
18021	427	427
18022	427	427
18023	333	333
18024	315	315
18025	332	332
18026	446	446
18027	286	286
18028	314	314
18029	388	388
18030	383	383
18031	374	374
18032	357	357
18033	276	276
18034	423	423
18035	418	418
18036	368	368
18037	411	411
18038	332	332
18039	272	272
18040	382	382
18041	404	404
18042	310	310
18043	237	237
18044	286	286
18045	307	307
18046	357	357
18047	267	267
18048	296	296
18049	216	216
18050	263	263
19001	321	321
19002	548	548
19003	236	236
19004	366	366
19005	442	442
19006	351	351
19007	333	333
19008	357	357
19009	248	248
19010	484	484
19011	287	287
19012	261	261
19013	487	487
19014	478	478
19015	409	409
19016	329	329
19017	320	320
19018	370	370
19019	516	516
19020	344	344
19021	296	296
19022	427	427
19023	362	362
19024	235	235
19025	386	386
19026	393	393
19027	406	406
19028	466	466
19029	325	325
19030	328	328
19031	351	351
19032	321	321
19033	357	357
19034	366	366
19035	361	361
19036	562	562
19037	398	398
19038	354	354
19039	161	161
19040	410	410
19041	292	292
19042	328	328
19043	557	557
19044	361	361
19045	356	356
19046	376	376
19047	549	549
19048	461	461
19049	479	479
19050	302	302
19051	397	397
19052	342	342
19053	344	344
19054	255	255
19055	277	277
19056	438	438
19057	322	322
20001	341	341
20002	140	140
20003	302	302
20004	161	161
20005	402	402
20006	151	151
20007	365	365
20008	324	324
20009	507	507
20010	235	235
20011	471	471
20012	271	271
20013	379	379
20014	166	166
20015	272	272
20016	396	396
20017	186	186
20018	237	237
20019	355	355
20020	215	215
20021	244	244
20022	445	445
20023	377	377
20024	392	392
20025	241	241
20026	361	361
20027	175	175
20028	217	217
20029	401	401
20030	159	159
20031	408	408
20032	336	336
20033	201	201
20034	576	576
20035	249	249
20036	108	108
20037	103	103
20038	111	111
20039	20	20
21001	391	391
21002	273	273
21003	391	391
21004	331	331
21005	392	392
21006	293	293
21007	368	368
21008	369	369
21009	408	408
21010	313	313
21011	340	340
21012	318	318
21013	349	349
21014	371	371
21015	327	327
21016	330	330
21017	306	306
21018	398	398
21019	358	358
21020	307	307
21021	307	307
21022	306	306
21023	319	319
21024	360	360
21025	309	309
21026	349	349
21027	359	359
21028	433	433
21029	405	405
21030	282	282
21031	256	256
21032	308	308
21033	312	312
21034	320	320
21035	410	410
21036	330	330
21037	259	259
21038	324	324
21039	300	300
21040	321	321
21041	359	359
21042	390	390
21043	343	343
21044	348	348
21045	333	333
21046	385	385
21047	333	333
21048	347	347
21049	387	387
21050	284	284
21051	329	329
21052	340	340
21053	297	297
21054	306	306
22001	197	197
22002	358	358
22003	394	394
22004	224	224
22005	271	271
22006	271	271
22007	214	214
22008	413	413
22009	225	225
22010	363	363
22011	220	220
22012	271	271
22013	272	272
22014	215	215
22015	242	242
22016	259	259
22017	287	287
22018	251	251
22019	162	162
22020	267	267
22021	330	330
22022	267	267
22023	421	421
22024	304	304
22025	290	290
23001	257	257
23002	297	297
23003	283	283
23004	337	337
23005	319	319
23006	322	322
23007	253	253
23008	356	356
23009	249	249
23010	349	349
23011	323	323
23012	284	284
23013	269	269
23014	259	259
23015	265	265
23016	274	274
23017	205	205
23018	220	220
23019	262	262
23020	163	163
23021	270	270
23022	303	303
23023	262	262
23024	258	258
23025	257	257
23026	318	318
23027	234	234
23028	286	286
23029	252	252
23030	339	339
23031	246	246
23032	296	296
23033	321	321
23034	284	284
23035	188	188
23036	278	278
23037	293	293
23038	262	262
23039	321	321
24001	261	261
24002	275	275
24003	313	313
24004	241	241
24005	154	154
24006	297	297
24007	188	188
24008	147	147
24009	275	275
24010	135	135
24011	325	325
24012	172	172
24013	156	156
24014	269	269
24015	148	148
24016	345	345
24017	235	235
24018	324	324
24019	351	351
24020	249	249
24021	142	142
24022	351	351
24023	228	228
24024	309	309
24025	239	239
24026	417	417
24027	318	318
24028	199	199
24029	234	234
24030	170	170
24031	318	318
24032	151	151
24033	177	177
24034	275	275
24035	272	272
24036	353	353
24037	174	174
24038	238	238
24039	303	303
24040	338	338
24041	200	200
25001	311	311
25002	459	459
25003	661	661
25004	351	351
25005	421	421
25006	122	122
25007	416	416
25008	456	456
25009	366	366
25010	622	622
25011	427	427
25012	401	401
25013	457	457
25014	233	233
25015	346	346
25016	614	614
25017	449	449
25018	205	205
25019	413	413
25020	274	274
25021	756	756
25022	374	374
25023	471	471
25024	400	400
25025	401	401
25026	349	349
25027	521	521
25028	400	400
25029	332	332
25030	368	368
25031	764	764
25032	327	327
26001	354	354
26002	281	281
26003	393	393
26004	204	204
26005	289	289
26006	274	274
26007	343	343
26008	161	161
26009	223	223
26010	296	296
26011	290	290
26012	348	348
26013	171	171
26014	248	248
26015	182	182
26016	168	168
26017	251	251
26018	223	223
26019	202	202
26020	272	272
26021	390	390
26022	148	148
26023	207	207
26024	264	264
26025	295	295
26026	227	227
26027	386	386
26028	472	472
26029	197	197
26030	254	254
26031	133	133
26032	390	390
26033	365	365
26034	407	407
26035	268	268
26036	341	341
26037	351	351
26038	137	137
26039	358	358
26040	223	223
26041	367	367
26042	271	271
26043	165	165
26044	182	182
26045	141	141
26046	221	221
26047	199	199
26048	300	300
26049	174	174
27001	781	781
27002	396	396
27003	211	211
27004	208	208
27005	295	295
27006	425	425
27007	552	552
27008	288	288
27009	185	185
27010	397	397
27011	510	510
27012	287	287
27013	520	520
27014	186	186
27015	191	191
27016	437	437
27017	369	369
27018	259	259
27019	181	181
27020	286	286
27021	399	399
27022	170	170
27023	275	275
27024	261	261
27025	327	327
27026	291	291
27027	455	455
27028	361	361
27029	238	238
27030	176	176
27031	278	278
27032	326	326
27033	409	409
27034	258	258
27035	435	435
27036	308	308
27037	461	461
27038	568	568
27039	266	266
27040	516	516
27041	306	306
27042	267	267
27043	241	241
27044	248	248
27045	814	814
27046	316	316
27047	247	247
27048	726	726
27049	274	274
27050	345	345
28001	212	212
28002	272	272
28003	246	246
28004	289	289
28005	199	199
28006	176	176
28007	289	289
28008	373	373
28009	291	291
28010	392	392
28011	616	616
28012	301	301
28013	338	338
28014	237	237
28015	66	66
28016	189	189
28017	258	258
28018	278	278
28019	266	266
28020	281	281
28021	255	255
28022	267	267
28023	337	337
28024	248	248
28025	409	409
28026	291	291
28027	309	309
28028	383	383
28029	165	165
28030	49	49
28031	397	397
28032	277	277
28033	322	322
28034	515	515
28035	358	358
28036	170	170
28037	376	376
28038	139	139
28039	220	220
28040	408	408
28041	225	225
28042	295	295
28043	379	379
28044	219	219
28045	388	388
28046	578	578
29001	493	493
29002	488	488
29003	396	396
29004	394	394
29005	318	318
29006	309	309
29007	378	378
29008	323	323
29009	402	402
29010	489	489
29011	219	219
29012	460	460
29013	395	395
29014	346	346
29015	423	423
29016	359	359
29017	335	335
29018	359	359
29019	387	387
29020	449	449
29021	474	474
29022	257	257
29023	398	398
29024	331	331
29025	452	452
29026	358	358
29027	345	345
29028	450	450
29029	307	307
29030	501	501
29031	320	320
29032	314	314
29033	268	268
29034	269	269
29035	277	277
29036	337	337
29037	369	369
29038	357	357
29039	310	310
29040	426	426
29041	294	294
29042	421	421
29043	466	466
29044	474	474
30001	417	417
30002	350	350
30003	319	319
30004	333	333
30005	244	244
30006	300	300
30007	393	393
30008	460	460
30009	282	282
30010	375	375
30011	330	330
30012	303	303
30013	344	344
30014	229	229
30015	366	366
30016	163	163
30017	351	351
30018	465	465
30019	322	322
30020	398	398
30021	268	268
30022	503	503
30023	400	400
30024	478	478
30025	528	528
30026	214	214
30027	250	250
30028	381	381
30029	196	196
30030	158	158
30031	239	239
30032	287	287
31001	214	214
31002	197	197
31003	199	199
31004	344	344
31005	260	260
31006	172	172
31007	397	397
31008	202	202
31009	219	219
31010	217	217
31011	189	189
31012	218	218
31013	245	245
31014	203	203
31015	207	207
31016	301	301
31017	209	209
31018	219	219
31019	220	220
31020	218	218
31021	217	217
31022	214	214
31023	239	239
31024	226	226
31025	219	219
31026	269	269
31027	261	261
31028	197	197
31029	250	250
31030	192	192
31031	186	186
31032	191	191
31033	196	196
31034	221	221
31035	255	255
31036	252	252
31037	229	229
31038	189	189
31039	275	275
31040	274	274
31041	206	206
32001	537	537
32002	509	509
32003	554	554
32004	467	467
32005	497	497
32006	594	594
32007	528	528
32008	590	590
32009	461	461
32010	499	499
32011	460	460
32012	367	367
32013	508	508
32014	519	519
32015	480	480
32016	505	505
32017	506	506
32018	447	447
32019	505	505
32020	491	491
32021	530	530
32022	637	637
32023	540	540
32024	353	353
32025	505	505
32026	560	560
32027	474	474
32028	521	521
32029	563	563
32030	488	488
32031	529	529
32032	547	547
32033	511	511
32034	559	559
32035	507	507
32036	533	533
32037	499	499
32038	457	457
32039	526	526
32040	543	543
32041	513	513
32042	440	440
32043	495	495
33001	465	465
33002	596	596
33003	675	675
33004	636	636
33005	445	445
33006	420	420
33007	549	549
33008	662	662
33009	539	539
33010	460	460
33011	550	550
33012	472	472
33013	484	484
33014	254	254
33015	487	487
33016	627	627
33017	533	533
33018	663	663
33019	534	534
33020	582	582
33021	515	515
33022	435	435
33023	522	522
33024	653	653
33025	605	605
33026	415	415
33027	540	540
33028	494	494
34001	392	392
34002	294	294
34003	364	364
34004	277	277
34005	311	311
34006	408	408
34007	412	412
34008	297	297
34009	249	249
34010	344	344
34011	304	304
34012	402	402
34013	350	350
34014	274	274
34015	323	323
34016	289	289
34017	457	457
34018	276	276
34019	384	384
34020	411	411
34021	432	432
34022	362	362
34023	292	292
34024	322	322
34025	544	544
34026	383	383
34027	308	308
34028	235	235
34029	272	272
34030	345	345
34031	296	296
34032	356	356
34033	289	289
34034	381	381
34035	386	386
34036	329	329
34037	218	218
34038	167	167
34039	253	253
34040	392	392
34041	216	216
34042	353	353
34043	336	336
34044	371	371
34045	383	383
34046	242	242
34047	348	348
34048	374	374
34049	333	333
34050	285	285
34051	378	378
34052	276	276
34053	225	225
35001	436	436
35002	474	474
35003	388	388
35004	408	408
35005	389	389
35006	389	389
35007	431	431
35008	460	460
35009	349	349
35010	562	562
35011	473	473
35012	265	265
35013	275	275
35014	291	291
35015	494	494
35016	230	230
35017	476	476
35018	265	265
35019	217	217
35020	372	372
35021	363	363
35022	520	520
35023	427	427
35024	370	370
35025	485	485
35026	369	369
35027	351	351
35028	401	401
35029	357	357
35030	395	395
35031	434	434
36001	315	315
36002	298	298
36003	296	296
36004	295	295
36005	302	302
36006	270	270
36007	375	375
36008	228	228
36009	291	291
36010	384	384
36011	216	216
36012	198	198
36013	218	218
36014	347	347
36015	336	336
36016	347	347
36017	375	375
36018	330	330
36019	374	374
36020	350	350
36021	242	242
36022	248	248
36023	263	263
36024	309	309
36025	307	307
36026	300	300
36027	318	318
36028	279	279
36029	339	339
36030	321	321
37001	221	221
37002	272	272
37003	242	242
37004	255	255
37005	364	364
37006	378	378
37007	230	230
37008	229	229
37009	347	347
37010	380	380
37011	223	223
37012	242	242
37013	228	228
37014	340	340
37015	339	339
37016	361	361
37017	263	263
37018	285	285
37019	231	231
37020	277	277
37021	294	294
37022	279	279
37023	309	309
37024	351	351
37025	296	296
37026	426	426
37027	306	306
37028	277	277
37029	282	282
37030	316	316
37031	342	342
37032	290	290
37033	349	349
37034	303	303
37035	346	346
37036	322	322
37037	347	347
37038	321	321
37039	308	308
37040	335	335
37041	320	320
38001	341	341
38002	303	303
38003	330	330
38004	305	305
38005	328	328
38006	310	310
38007	288	288
38008	291	291
38009	356	356
38010	261	261
38011	297	297
38012	286	286
38013	326	326
38014	374	374
38015	300	300
38016	307	307
38017	400	400
38018	371	371
38019	398	398
38020	321	321
38021	293	293
38022	340	340
38023	364	364
38024	338	338
38025	312	312
38026	352	352
38027	333	333
38028	384	384
38029	328	328
38030	309	309
38031	356	356
38032	345	345
38033	334	334
38034	353	353
38035	360	360
38036	332	332
38037	348	348
38038	317	317
38039	387	387
38040	355	355
38041	341	341
39001	381	381
39002	318	318
39003	427	427
39004	331	331
39005	391	391
39006	367	367
39007	353	353
39008	387	387
39009	357	357
39010	202	202
39011	344	344
39012	522	522
39013	305	305
39014	408	408
39015	391	391
39016	294	294
39017	408	408
39018	376	376
39019	394	394
39020	428	428
39021	336	336
39022	312	312
39023	374	374
39024	439	439
39025	351	351
39026	330	330
39027	65	65
39028	488	488
39029	231	231
39030	485	485
39031	332	332
39032	304	304
39033	431	431
39034	416	416
39035	386	386
39036	115	115
39037	367	367
39038	232	232
39039	244	244
39040	334	334
39041	390	390
39042	383	383
39043	377	377
39044	276	276
39045	340	340
40001	351	351
40002	387	387
40003	581	581
40004	242	242
40005	469	469
40006	578	578
40007	469	469
40008	610	610
40009	351	351
40010	412	412
40011	486	486
40012	401	401
40013	757	757
40014	348	348
40015	392	392
40016	636	636
40017	375	375
40018	342	342
40019	498	498
40020	443	443
40021	516	516
40022	529	529
40023	572	572
40024	360	360
40025	563	563
40026	517	517
40027	618	618
40028	504	504
40029	411	411
40030	357	357
40031	541	541
40032	543	543
40033	483	483
40034	373	373
40035	292	292
40036	425	425
40037	414	414
40038	586	586
40039	167	167
41001	315	315
41002	321	321
41003	351	351
41004	369	369
41005	427	427
41006	436	436
41007	395	395
41008	338	338
41009	351	351
41010	394	394
41011	373	373
41012	361	361
41013	401	401
41014	408	408
41015	451	451
41016	341	341
41017	365	365
41018	324	324
41019	411	411
41020	253	253
41021	393	393
41022	384	384
41023	332	332
41024	289	289
41025	257	257
41026	348	348
41027	290	290
41028	359	359
41029	243	243
41030	360	360
41031	408	408
41032	295	295
41033	329	329
41034	319	319
41035	415	415
41036	344	344
41037	412	412
41038	327	327
41039	382	382
41040	343	343
41041	357	357
41042	326	326
41043	368	368
41044	327	327
41045	314	314
41046	379	379
41047	368	368
42001	433	433
42002	553	553
42003	537	537
42004	965	965
42005	438	438
42006	468	468
42007	610	610
42008	440	440
42009	599	599
42010	672	672
42011	313	313
42012	434	434
42013	427	427
42014	636	636
42015	536	536
42016	522	522
42017	655	655
42018	563	563
42019	622	622
42020	533	533
42021	548	548
42022	255	255
42023	524	524
42024	503	503
42025	481	481
42026	647	647
42027	357	357
42028	539	539
42029	539	539
42030	407	407
42031	580	580
42032	506	506
42033	603	603
42034	420	420
42035	640	640
42036	854	854
42037	374	374
42038	469	469
42039	699	699
42040	701	701
42041	529	529
42042	853	853
43001	275	275
43002	535	535
43003	482	482
43004	577	577
43005	445	445
43006	391	391
43007	329	329
43008	359	359
43009	504	504
43010	589	589
43011	448	448
43012	364	364
43013	484	484
43014	491	491
43015	486	486
43016	584	584
43017	382	382
43018	570	570
43019	563	563
43020	563	563
43021	553	553
43022	346	346
43023	358	358
43024	378	378
43025	409	409
43026	329	329
43027	488	488
43028	647	647
43029	480	480
43030	550	550
43031	483	483
43032	511	511
43033	483	483
43034	361	361
43035	538	538
43036	291	291
43037	567	567
43038	388	388
43039	472	472
43040	362	362
43041	675	675
43042	484	484
43043	450	450
43044	468	468
43045	302	302
43046	294	294
44001	848	848
44002	531	531
44003	339	339
44004	478	478
44005	644	644
44006	689	689
44007	372	372
44008	763	763
44009	553	553
44010	554	554
44011	586	586
44012	584	584
44013	438	438
44014	497	497
44015	496	496
44016	612	612
44017	739	739
44018	603	603
44019	673	673
44020	607	607
44021	695	695
44022	573	573
44023	552	552
44024	408	408
44025	550	550
44026	686	686
44027	646	646
44028	533	533
44029	558	558
44030	671	671
44031	465	465
44032	609	609
44033	618	618
44034	597	597
44035	659	659
44036	579	579
44037	616	616
44038	538	538
44039	571	571
44040	496	496
44041	702	702
45001	339	339
45002	409	409
45003	385	385
45004	507	507
45005	424	424
45006	551	551
45007	580	580
45008	417	417
45009	369	369
45010	394	394
45011	286	286
45012	359	359
45013	339	339
45014	498	498
45015	488	488
45016	337	337
45017	452	452
45018	397	397
45019	199	199
45020	276	276
45021	320	320
45022	348	348
45023	332	332
45024	291	291
45025	226	226
45026	179	179
45027	338	338
45028	289	289
45029	236	236
45030	337	337
45031	305	305
45032	322	322
45033	276	276
45034	375	375
45035	381	381
45036	387	387
45037	357	357
45038	329	329
45039	362	362
45040	348	348
45041	303	303
45042	338	338
45043	327	327
45044	348	348
45045	219	219
45046	251	251
45047	243	243
45048	282	282
46001	376	376
46002	469	469
46003	613	613
46004	479	479
46005	681	681
46006	438	438
46007	528	528
46008	335	335
46009	570	570
46010	816	816
46011	479	479
46012	568	568
46013	512	512
46014	470	470
46015	505	505
46016	612	612
46017	583	583
46018	566	566
46019	368	368
46020	420	420
46021	336	336
46022	376	376
46023	424	424
46024	617	617
46025	498	498
46026	578	578
46027	656	656
46028	498	498
46029	422	422
46030	547	547
46031	528	528
46032	520	520
46033	621	621
46034	615	615
46035	586	586
46036	509	509
46037	444	444
46038	554	554
46039	501	501
46040	434	434
47001	356	356
47002	513	513
47003	497	497
47004	577	577
47005	582	582
47006	637	637
47007	477	477
47008	509	509
47009	491	491
47010	681	681
47011	514	514
47012	557	557
47013	530	530
47014	473	473
47015	658	658
47016	515	515
47017	518	518
47018	502	502
47019	673	673
47020	513	513
47021	524	524
47022	551	551
47023	600	600
47024	557	557
47025	622	622
47026	705	705
47027	495	495
47028	492	492
47029	582	582
47030	671	671
47031	537	537
47032	663	663
47033	487	487
47034	555	555
47035	517	517
47036	618	618
47037	530	530
47038	515	515
47039	519	519
47040	535	535
47041	608	608
47042	557	557
47043	496	496
47044	498	498
47045	521	521
47046	508	508
47047	598	598
47048	43	43
48001	481	481
48002	242	242
48003	554	554
48004	496	496
48005	302	302
48006	615	615
48007	518	518
48008	270	270
48009	299	299
48010	737	737
48011	455	455
48012	626	626
48013	632	632
48014	249	249
48015	343	343
48016	523	523
48017	461	461
48018	349	349
48019	358	358
48020	597	597
48021	636	636
48022	445	445
48023	535	535
48024	535	535
48025	454	454
48026	243	243
48027	736	736
48028	501	501
48029	264	264
48030	456	456
48031	637	637
48032	530	530
48033	277	277
48034	446	446
48035	320	320
48036	295	295
48037	535	535
48038	520	520
48039	405	405
48040	454	454
48041	640	640
48042	598	598
48043	558	558
