Precinct	total_votes	votes|Kimberly Neely Dubuclet
11022	182	182
11023	130	130
11024	243	243
11025	204	204
11026	224	224
11027	62	62
11028	71	71
11029	222	222
11030	74	74
11031	178	178
11032	75	75
11033	169	169
11034	57	57
11035	40	40
11036	71	71
11037	39	39
11038	77	77
12001	162	162
12002	109	109
12003	222	222
12004	183	183
12005	165	165
12006	148	148
12007	131	131
12008	166	166
12009	135	135
12010	163	163
12011	142	142
12012	141	141
12013	165	165
12014	132	132
12015	128	128
12016	98	98
12017	145	145
12018	93	93
12019	129	129
12020	166	166
12021	141	141
12022	110	110
12023	169	169
13001	143	143
13002	157	157
13003	128	128
13004	160	160
13005	189	189
13006	172	172
13007	116	116
13008	126	126
13009	133	133
13010	150	150
13011	175	175
13012	129	129
13013	156	156
13014	132	132
13015	248	248
13016	98	98
13017	142	142
13018	129	129
13019	124	124
13020	99	99
13021	170	170
13022	180	180
13023	120	120
13024	155	155
13025	139	139
13026	142	142
13027	176	176
13028	126	126
13029	122	122
13030	135	135
13031	180	180
13032	133	133
13033	170	170
13034	196	196
13035	170	170
13036	100	100
13037	199	199
13038	137	137
13039	161	161
13040	161	161
13041	158	158
13042	156	156
13043	179	179
13044	178	178
13045	194	194
13046	182	182
13047	156	156
13048	164	164
14001	195	195
14002	196	196
14003	123	123
14004	173	173
14005	185	185
14006	64	64
14007	156	156
14008	146	146
14009	209	209
14010	100	100
14011	76	76
14012	175	175
14013	142	142
14014	160	160
14015	151	151
14016	109	109
14017	122	122
14018	71	71
14019	160	160
14020	96	96
14021	147	147
14022	191	191
14023	126	126
14024	206	206
14025	93	93
14026	126	126
14027	150	150
14028	110	110
14029	130	130
14030	92	92
14031	89	89
15001	131	131
15002	93	93
15003	102	102
15004	134	134
15005	125	125
15006	123	123
15007	92	92
15008	128	128
15009	159	159
15010	164	164
15011	149	149
15012	148	148
15013	121	121
15014	110	110
15015	93	93
15016	146	146
15017	110	110
15018	72	72
15019	132	132
15020	96	96
15021	103	103
15022	92	92
15023	116	116
15024	86	86
16001	151	151
16002	124	124
16003	100	100
16004	96	96
16005	88	88
16006	115	115
16007	106	106
16008	78	78
16009	141	141
16010	99	99
16011	90	90
16012	78	78
16013	96	96
16014	90	90
16015	133	133
16016	123	123
16017	118	118
16018	109	109
16019	86	86
16020	94	94
16021	90	90
16022	93	93
16023	101	101
16024	68	68
16025	142	142
16026	108	108
16027	97	97
16028	110	110
16029	97	97
16030	84	84
16031	130	130
16032	118	118
16033	104	104
16034	93	93
16035	150	150
16036	90	90
17001	139	139
17002	135	135
17003	141	141
17004	201	201
17005	115	115
17006	123	123
17007	101	101
17008	103	103
17009	121	121
17010	189	189
17011	111	111
17012	173	173
17013	124	124
17014	158	158
17015	150	150
17016	122	122
17017	132	132
17018	191	191
17019	96	96
17020	230	230
17021	225	225
17022	138	138
17023	101	101
17024	179	179
17025	110	110
17026	162	162
17027	153	153
17028	116	116
17029	131	131
17030	95	95
17031	81	81
17032	105	105
17033	89	89
17034	113	113
17035	101	101
17036	138	138
17037	131	131
17038	136	136
17039	162	162
17040	186	186
17041	223	223
18001	130	130
18002	107	107
18003	113	113
18004	211	211
18005	104	104
18006	138	138
18007	144	144
18008	177	177
18009	212	212
18010	268	268
18011	133	133
18012	165	165
18013	196	196
18014	182	182
18015	186	186
18016	158	158
18017	166	166
18018	187	187
18019	198	198
18020	144	144
18021	210	210
18022	238	238
18023	149	149
18024	131	131
18025	148	148
18026	236	236
18027	131	131
18028	124	124
18029	176	176
18030	135	135
18031	184	184
18032	198	198
18033	144	144
18034	225	225
18035	233	233
18036	165	165
18037	219	219
18038	172	172
18039	130	130
18040	192	192
18041	212	212
18042	131	131
18043	107	107
18044	137	137
18045	119	119
18046	175	175
18047	117	117
18048	142	142
18049	96	96
18050	118	118
19001	188	188
19002	305	305
19003	109	109
19004	188	188
19005	254	254
19006	187	187
19007	187	187
19008	163	163
19009	155	155
19010	266	266
19011	148	148
19012	134	134
19013	293	293
19014	217	217
19015	185	185
19016	178	178
19017	161	161
19018	192	192
19019	245	245
19020	215	215
19021	138	138
19022	213	213
19023	195	195
19024	133	133
19025	190	190
19026	205	205
19027	231	231
19028	249	249
19029	151	151
19030	152	152
19031	177	177
19032	162	162
19033	148	148
19034	183	183
19035	207	207
19036	259	259
19037	221	221
19038	202	202
19039	58	58
19040	208	208
19041	149	149
19042	157	157
19043	285	285
19044	170	170
19045	191	191
19046	189	189
19047	351	351
19048	237	237
19049	301	301
19050	138	138
19051	228	228
19052	167	167
19053	183	183
19054	109	109
19055	129	129
19056	227	227
19057	186	186
20001	181	181
20002	62	62
20003	135	135
20004	58	58
20005	183	183
20006	65	65
20007	137	137
20008	158	158
20009	220	220
20010	117	117
20011	183	183
20012	93	93
20013	167	167
20014	85	85
20015	95	95
20016	183	183
20017	80	80
20018	113	113
20019	126	126
20020	95	95
20021	94	94
20022	215	215
20023	143	143
20024	153	153
20025	102	102
20026	194	194
20027	78	78
20028	109	109
20029	215	215
20030	76	76
20031	161	161
20032	123	123
20033	131	131
20034	193	193
20035	64	64
20036	40	40
20037	51	51
20038	45	45
20039	19	19
21001	199	199
21002	131	131
21003	195	195
21004	167	167
21005	213	213
21006	146	146
21007	198	198
21008	187	187
21009	214	214
21010	160	160
21011	163	163
21012	150	150
21013	171	171
21014	236	236
21015	155	155
21016	155	155
21017	138	138
21018	193	193
21019	197	197
21020	136	136
21021	169	169
21022	161	161
21023	160	160
21024	200	200
21025	177	177
21026	155	155
21027	157	157
21028	216	216
21029	192	192
21030	145	145
21031	155	155
21032	155	155
21033	157	157
21034	157	157
21035	226	226
21036	175	175
21037	148	148
21038	148	148
21039	117	117
21040	162	162
21041	168	168
21042	194	194
21043	182	182
21044	178	178
21045	150	150
21046	201	201
21047	140	140
21048	172	172
21049	234	234
21050	146	146
21051	185	185
21052	184	184
21053	139	139
21054	171	171
22001	113	113
22002	199	199
22003	195	195
22004	109	109
22005	105	105
22006	115	115
22007	92	92
22008	211	211
22009	91	91
22010	147	147
22011	111	111
22012	148	148
22013	134	134
22014	116	116
22015	98	98
22016	97	97
22017	137	137
22018	106	106
22019	55	55
22020	125	125
22021	164	164
22022	112	112
22023	217	217
22024	129	129
22025	130	130
23001	151	151
23002	139	139
23003	151	151
23004	178	178
23005	148	148
23006	146	146
23007	118	118
23008	176	176
23009	126	126
23010	173	173
23011	142	142
23012	150	150
23013	111	111
23014	132	132
23015	122	122
23016	166	166
23017	70	70
23018	126	126
23019	128	128
23020	76	76
23021	171	171
23022	138	138
23023	137	137
23024	112	112
23025	132	132
23026	146	146
23027	146	146
23028	144	144
23029	137	137
23030	170	170
23031	106	106
23032	140	140
23033	136	136
23034	128	128
23035	94	94
23036	143	143
23037	161	161
23038	121	121
23039	132	132
24001	119	119
24002	119	119
24003	105	105
24004	95	95
24005	61	61
24006	125	125
24007	71	71
24008	56	56
24009	95	95
24010	60	60
24011	111	111
24012	60	60
24013	54	54
24014	89	89
24015	49	49
24016	161	161
24017	104	104
24018	143	143
24019	153	153
24020	99	99
24021	51	51
24022	142	142
24023	96	96
24024	130	130
24025	93	93
24026	199	199
24027	140	140
24028	102	102
24029	108	108
24030	75	75
24031	127	127
24032	65	65
24033	74	74
24034	108	108
24035	105	105
24036	151	151
24037	69	69
24038	110	110
24039	172	172
24040	116	116
24041	98	98
25001	159	159
25002	171	171
25003	160	160
25004	135	135
25005	186	186
25006	51	51
25007	159	159
25008	179	179
25009	157	157
25010	160	160
25011	189	189
25012	147	147
25013	164	164
25014	77	77
25015	135	135
25016	143	143
25017	186	186
25018	59	59
25019	178	178
25020	99	99
25021	252	252
25022	147	147
25023	214	214
25024	173	173
25025	133	133
25026	145	145
25027	126	126
25028	185	185
25029	163	163
25030	161	161
25031	155	155
25032	128	128
26001	144	144
26002	124	124
26003	159	159
26004	83	83
26005	121	121
26006	103	103
26007	127	127
26008	59	59
26009	110	110
26010	116	116
26011	120	120
26012	114	114
26013	62	62
26014	90	90
26015	60	60
26016	66	66
26017	88	88
26018	77	77
26019	73	73
26020	115	115
26021	142	142
26022	49	49
26023	74	74
26024	121	121
26025	109	109
26026	70	70
26027	160	160
26028	175	175
26029	70	70
26030	94	94
26031	62	62
26032	127	127
26033	131	131
26034	164	164
26035	118	118
26036	107	107
26037	120	120
26038	52	52
26039	125	125
26040	87	87
26041	136	136
26042	99	99
26043	58	58
26044	87	87
26045	41	41
26046	78	78
26047	66	66
26048	120	120
26049	53	53
27001	137	137
27002	130	130
27003	81	81
27004	82	82
27005	109	109
27006	125	125
27007	185	185
27008	110	110
27009	60	60
27010	192	192
27011	108	108
27012	71	71
27013	244	244
27014	74	74
27015	64	64
27016	84	84
27017	125	125
27018	105	105
27019	61	61
27020	68	68
27021	115	115
27022	88	88
27023	122	122
27024	87	87
27025	142	142
27026	138	138
27027	152	152
27028	87	87
27029	82	82
27030	74	74
27031	124	124
27032	120	120
27033	118	118
27034	94	94
27035	131	131
27036	113	113
27037	151	151
27038	258	258
27039	122	122
27040	146	146
27041	155	155
27042	93	93
27043	92	92
27044	92	92
27045	185	185
27046	82	82
27047	110	110
27048	191	191
27049	115	115
27050	137	137
28001	85	85
28002	98	98
28003	99	99
28004	78	78
28005	92	92
28006	81	81
28007	105	105
28008	88	88
28009	110	110
28010	161	161
28011	186	186
28012	117	117
28013	120	120
28014	117	117
28015	29	29
28016	82	82
28017	93	93
28018	103	103
28019	109	109
28020	110	110
28021	100	100
28022	114	114
28023	138	138
28024	104	104
28025	181	181
28026	124	124
28027	111	111
28028	160	160
28029	48	48
28030	32	32
28031	208	208
28032	109	109
28033	133	133
28034	167	167
28035	118	118
28036	61	61
28037	158	158
28038	55	55
28039	79	79
28040	171	171
28041	103	103
28042	128	128
28043	151	151
28044	91	91
28045	99	99
28046	193	193
29001	249	249
29002	259	259
29003	174	174
29004	211	211
29005	114	114
29006	133	133
29007	188	188
29008	126	126
29009	210	210
29010	230	230
29011	101	101
29012	207	207
29013	162	162
29014	176	176
29015	204	204
29016	208	208
29017	190	190
29018	178	178
29019	197	197
29020	194	194
29021	174	174
29022	138	138
29023	162	162
29024	178	178
29025	213	213
29026	188	188
29027	150	150
29028	219	219
29029	130	130
29030	218	218
29031	116	116
29032	95	95
29033	157	157
29034	97	97
29035	127	127
29036	163	163
29037	175	175
29038	118	118
29039	130	130
29040	210	210
29041	125	125
29042	166	166
29043	233	233
29044	209	209
30001	167	167
30002	99	99
30003	122	122
30004	107	107
30005	78	78
30006	100	100
30007	131	131
30008	186	186
30009	90	90
30010	108	108
30011	100	100
30012	83	83
30013	108	108
30014	68	68
30015	170	170
30016	38	38
30017	148	148
30018	146	146
30019	109	109
30020	137	137
30021	91	91
30022	175	175
30023	116	116
30024	174	174
30025	197	197
30026	82	82
30027	73	73
30028	172	172
30029	69	69
30030	38	38
30031	78	78
30032	111	111
31001	65	65
31002	81	81
31003	71	71
31004	138	138
31005	110	110
31006	67	67
31007	168	168
31008	68	68
31009	96	96
31010	81	81
31011	63	63
31012	71	71
31013	95	95
31014	85	85
31015	79	79
31016	135	135
31017	85	85
31018	86	86
31019	74	74
31020	79	79
31021	86	86
31022	72	72
31023	79	79
31024	110	110
31025	79	79
31026	96	96
31027	92	92
31028	66	66
31029	97	97
31030	69	69
31031	66	66
31032	53	53
31033	65	65
31034	84	84
31035	80	80
31036	100	100
31037	79	79
31038	56	56
31039	108	108
31040	98	98
31041	76	76
32001	206	206
32002	136	136
32003	233	233
32004	154	154
32005	172	172
32006	177	177
32007	161	161
32008	152	152
32009	145	145
32010	155	155
32011	223	223
32012	157	157
32013	149	149
32014	199	199
32015	155	155
32016	164	164
32017	204	204
32018	119	119
32019	147	147
32020	213	213
32021	186	186
32022	278	278
32023	139	139
32024	81	81
32025	172	172
32026	228	228
32027	134	134
32028	214	214
32029	205	205
32030	113	113
32031	170	170
32032	173	173
32033	173	173
32034	155	155
32035	140	140
32036	164	164
32037	128	128
32038	132	132
32039	164	164
32040	173	173
32041	156	156
32042	129	129
32043	192	192
33001	209	209
33002	244	244
33003	262	262
33004	239	239
33005	131	131
33006	169	169
33007	208	208
33008	305	305
33009	233	233
33010	183	183
33011	193	193
33012	182	182
33013	191	191
33014	82	82
33015	229	229
33016	280	280
33017	198	198
33018	230	230
33019	196	196
33020	214	214
33021	230	230
33022	195	195
33023	224	224
33024	332	332
33025	230	230
33026	142	142
33027	192	192
33028	180	180
34001	213	213
34002	146	146
34003	167	167
34004	115	115
34005	165	165
34006	208	208
34007	217	217
34008	141	141
34009	123	123
34010	199	199
34011	122	122
34012	175	175
34013	185	185
34014	136	136
34015	132	132
34016	159	159
34017	225	225
34018	136	136
34019	161	161
34020	215	215
34021	244	244
34022	187	187
34023	153	153
34024	156	156
34025	302	302
34026	218	218
34027	148	148
34028	103	103
34029	151	151
34030	210	210
34031	139	139
34032	159	159
34033	133	133
34034	205	205
34035	193	193
34036	183	183
34037	101	101
34038	77	77
34039	125	125
34040	193	193
34041	124	124
34042	212	212
34043	206	206
34044	209	209
34045	183	183
34046	141	141
34047	158	158
34048	235	235
34049	193	193
34050	134	134
34051	222	222
34052	160	160
34053	101	101
35001	159	159
35002	225	225
35003	167	167
35004	147	147
35005	143	143
35006	160	160
35007	181	181
35008	181	181
35009	133	133
35010	246	246
35011	163	163
35012	110	110
35013	104	104
35014	120	120
35015	191	191
35016	98	98
35017	172	172
35018	112	112
35019	64	64
35020	138	138
35021	156	156
35022	205	205
35023	165	165
35024	134	134
35025	186	186
35026	137	137
35027	149	149
35028	144	144
35029	109	109
35030	137	137
35031	190	190
36001	121	121
36002	102	102
36003	102	102
36004	91	91
36005	108	108
36006	92	92
36007	160	160
36008	89	89
36009	100	100
36010	132	132
36011	75	75
36012	64	64
36013	66	66
36014	138	138
36015	164	164
36016	148	148
36017	163	163
36018	130	130
36019	138	138
36020	125	125
36021	94	94
36022	73	73
36023	78	78
36024	101	101
36025	92	92
36026	88	88
36027	116	116
36028	83	83
36029	112	112
36030	114	114
37001	99	99
37002	91	91
37003	103	103
37004	98	98
37005	168	168
37006	147	147
37007	103	103
37008	85	85
37009	152	152
37010	158	158
37011	78	78
37012	80	80
37013	104	104
37014	163	163
37015	164	164
37016	146	146
37017	117	117
37018	146	146
37019	111	111
37020	112	112
37021	117	117
37022	107	107
37023	154	154
37024	162	162
37025	143	143
37026	195	195
37027	146	146
37028	113	113
37029	141	141
37030	125	125
37031	139	139
37032	144	144
37033	178	178
37034	124	124
37035	181	181
37036	126	126
37037	187	187
37038	193	193
37039	121	121
37040	174	174
37041	122	122
38001	127	127
38002	137	137
38003	109	109
38004	132	132
38005	128	128
38006	109	109
38007	107	107
38008	117	117
38009	136	136
38010	104	104
38011	151	151
38012	115	115
38013	137	137
38014	143	143
38015	120	120
38016	133	133
38017	145	145
38018	146	146
38019	165	165
38020	127	127
38021	129	129
38022	161	161
38023	161	161
38024	120	120
38025	121	121
38026	132	132
38027	124	124
38028	142	142
38029	141	141
38030	120	120
38031	164	164
38032	119	119
38033	134	134
38034	141	141
38035	147	147
38036	128	128
38037	140	140
38038	125	125
38039	175	175
38040	161	161
38041	169	169
39001	163	163
39002	167	167
39003	207	207
39004	166	166
39005	158	158
39006	161	161
39007	140	140
39008	141	141
39009	134	134
39010	89	89
39011	133	133
39012	208	208
39013	121	121
39014	135	135
39015	154	154
39016	100	100
39017	191	191
39018	176	176
39019	172	172
39020	186	186
39021	136	136
39022	104	104
39023	172	172
39024	176	176
39025	136	136
39026	137	137
39027	39	39
39028	245	245
39029	93	93
39030	198	198
39031	146	146
39032	131	131
39033	174	174
39034	163	163
39035	140	140
39036	54	54
39037	190	190
39038	112	112
39039	95	95
39040	145	145
39041	174	174
39042	180	180
39043	176	176
39044	118	118
39045	153	153
40001	137	137
40002	161	161
40003	247	247
40004	90	90
40005	213	213
40006	230	230
40007	232	232
40008	256	256
40009	123	123
40010	142	142
40011	199	199
40012	148	148
40013	324	324
40014	116	116
40015	161	161
40016	252	252
40017	168	168
40018	131	131
40019	209	209
40020	166	166
40021	253	253
40022	210	210
40023	246	246
40024	126	126
40025	249	249
40026	206	206
40027	249	249
40028	231	231
40029	186	186
40030	168	168
40031	249	249
40032	265	265
40033	259	259
40034	129	129
40035	110	110
40036	172	172
40037	177	177
40038	280	280
40039	41	41
41001	115	115
41002	138	138
41003	151	151
41004	167	167
41005	146	146
41006	183	183
41007	152	152
41008	142	142
41009	138	138
41010	183	183
41011	153	153
41012	135	135
41013	127	127
41014	180	180
41015	185	185
41016	113	113
41017	157	157
41018	120	120
41019	160	160
41020	112	112
41021	145	145
41022	183	183
41023	113	113
41024	105	105
41025	70	70
41026	161	161
41027	91	91
41028	108	108
41029	72	72
41030	142	142
41031	172	172
41032	128	128
41033	127	127
41034	126	126
41035	188	188
41036	142	142
41037	164	164
41038	139	139
41039	180	180
41040	162	162
41041	114	114
41042	121	121
41043	138	138
41044	142	142
41045	117	117
41046	160	160
41047	145	145
42001	158	158
42002	122	122
42003	153	153
42004	209	209
42005	110	110
42006	217	217
42007	174	174
42008	143	143
42009	148	148
42010	166	166
42011	122	122
42012	149	149
42013	174	174
42014	121	121
42015	112	112
42016	158	158
42017	180	180
42018	96	96
42019	180	180
42020	108	108
42021	126	126
42022	51	51
42023	140	140
42024	139	139
42025	130	130
42026	163	163
42027	135	135
42028	206	206
42029	136	136
42030	156	156
42031	163	163
42032	98	98
42033	140	140
42034	127	127
42035	209	209
42036	191	191
42037	85	85
42038	123	123
42039	132	132
42040	174	174
42041	136	136
42042	190	190
43001	89	89
43002	132	132
43003	139	139
43004	161	161
43005	135	135
43006	90	90
43007	115	115
43008	128	128
43009	189	189
43010	193	193
43011	85	85
43012	113	113
43013	164	164
43014	158	158
43015	135	135
43016	106	106
43017	118	118
43018	170	170
43019	168	168
43020	138	138
43021	164	164
43022	98	98
43023	113	113
43024	109	109
43025	147	147
43026	110	110
43027	152	152
43028	173	173
43029	126	126
43030	138	138
43031	179	179
43032	173	173
43033	182	182
43034	130	130
43035	189	189
43036	64	64
43037	152	152
43038	117	117
43039	99	99
43040	107	107
43041	216	216
43042	167	167
43043	170	170
43044	142	142
43045	112	112
43046	70	70
44001	288	288
44002	177	177
44003	157	157
44004	168	168
44005	195	195
44006	214	214
44007	135	135
44008	242	242
44009	135	135
44010	140	140
44011	174	174
44012	218	218
44013	117	117
44014	133	133
44015	170	170
44016	188	188
44017	257	257
44018	175	175
44019	229	229
44020	174	174
44021	194	194
44022	226	226
44023	176	176
44024	147	147
44025	160	160
44026	201	201
44027	202	202
44028	187	187
44029	154	154
44030	192	192
44031	133	133
44032	180	180
44033	186	186
44034	203	203
44035	248	248
44036	157	157
44037	203	203
44038	124	124
44039	161	161
44040	110	110
44041	201	201
45001	146	146
45002	172	172
45003	166	166
45004	203	203
45005	193	193
45006	220	220
45007	267	267
45008	152	152
45009	156	156
45010	154	154
45011	106	106
45012	173	173
45013	151	151
45014	201	201
45015	245	245
45016	167	167
45017	161	161
45018	144	144
45019	76	76
45020	117	117
45021	143	143
45022	132	132
45023	137	137
45024	130	130
45025	103	103
45026	78	78
45027	125	125
45028	108	108
45029	94	94
45030	163	163
45031	127	127
45032	120	120
45033	105	105
45034	173	173
45035	172	172
45036	174	174
45037	150	150
45038	122	122
45039	137	137
45040	165	165
45041	131	131
45042	141	141
45043	154	154
45044	135	135
45045	82	82
45046	102	102
45047	100	100
45048	91	91
46001	165	165
46002	195	195
46003	247	247
46004	198	198
46005	173	173
46006	152	152
46007	254	254
46008	148	148
46009	230	230
46010	229	229
46011	164	164
46012	245	245
46013	182	182
46014	205	205
46015	185	185
46016	231	231
46017	244	244
46018	207	207
46019	162	162
46020	164	164
46021	131	131
46022	106	106
46023	157	157
46024	226	226
46025	184	184
46026	205	205
46027	245	245
46028	236	236
46029	163	163
46030	189	189
46031	174	174
46032	192	192
46033	211	211
46034	211	211
46035	184	184
46036	201	201
46037	161	161
46038	162	162
46039	191	191
46040	206	206
47001	92	92
47002	189	189
47003	230	230
47004	220	220
47005	240	240
47006	196	196
47007	177	177
47008	213	213
47009	181	181
47010	300	300
47011	169	169
47012	235	235
47013	244	244
47014	201	201
47015	307	307
47016	221	221
47017	196	196
47018	191	191
47019	272	272
47020	205	205
47021	218	218
47022	246	246
47023	273	273
47024	187	187
47025	211	211
47026	260	260
47027	183	183
47028	211	211
47029	212	212
47030	270	270
47031	193	193
47032	276	276
47033	157	157
47034	240	240
47035	199	199
47036	263	263
47037	214	214
47038	214	214
47039	219	219
47040	253	253
47041	262	262
47042	232	232
47043	179	179
47044	150	150
47045	214	214
47046	195	195
47047	199	199
47048	25	25
48001	227	227
48002	107	107
48003	236	236
48004	218	218
48005	154	154
48006	277	277
48007	233	233
48008	126	126
48009	144	144
48010	329	329
48011	213	213
48012	271	271
48013	295	295
48014	125	125
48015	116	116
48016	223	223
48017	224	224
48018	173	173
48019	213	213
48020	293	293
48021	234	234
48022	254	254
48023	238	238
48024	210	210
48025	243	243
48026	95	95
48027	233	233
48028	242	242
48029	155	155
48030	208	208
48031	240	240
48032	211	211
48033	140	140
48034	200	200
48035	140	140
48036	152	152
48037	227	227
48038	259	259
48039	193	193
48040	223	223
48041	231	231
48042	313	313
