Precinct	total_votes	votes|Susana A. Mendoza
07011	208	208
07012	170	170
07013	165	165
07014	191	191
07015	230	230
07016	152	152
07017	137	137
07018	156	156
07019	187	187
07020	134	134
07021	147	147
07022	178	178
07023	232	232
07024	202	202
07025	173	173
07026	182	182
07027	187	187
07028	147	147
07029	181	181
07030	146	146
07031	127	127
07032	334	334
07033	314	314
07034	269	269
07035	204	204
07036	281	281
07037	255	255
07038	152	152
07039	183	183
07040	203	203
07041	190	190
07042	177	177
07043	192	192
07044	175	175
07045	184	184
07046	112	112
08001	148	148
08002	196	196
08003	288	288
08004	263	263
08005	297	297
08006	235	235
08007	286	286
08008	258	258
08009	163	163
08010	323	323
08011	217	217
08012	203	203
08013	247	247
08014	116	116
08015	182	182
08016	59	59
08017	206	206
08018	172	172
08019	296	296
08020	237	237
08021	240	240
08022	207	207
08023	184	184
08024	147	147
08025	200	200
08026	195	195
08027	258	258
08028	237	237
08029	248	248
08030	239	239
08031	184	184
08032	203	203
08033	209	209
08034	224	224
08035	269	269
08036	248	248
08037	225	225
08038	148	148
08039	233	233
08040	173	173
08041	209	209
08042	263	263
08043	108	108
08044	153	153
08045	147	147
08046	169	169
08047	196	196
08048	190	190
08049	227	227
08050	259	259
08051	242	242
08052	321	321
08053	128	128
08054	152	152
08055	143	143
08056	245	245
09001	204	204
09002	185	185
09003	113	113
09004	168	168
09005	207	207
09006	213	213
09007	143	143
09008	163	163
09009	246	246
09010	168	168
09011	139	139
09012	238	238
09013	264	264
09014	300	300
09015	113	113
09016	193	193
09017	148	148
09018	130	130
09019	188	188
09020	239	239
09021	178	178
09022	228	228
09023	231	231
09024	228	228
09025	221	221
09026	117	117
09027	191	191
09028	114	114
09029	172	172
09030	168	168
09031	163	163
09032	184	184
09033	141	141
09034	154	154
09035	239	239
09036	182	182
09037	274	274
09038	196	196
09039	226	226
09040	239	239
09041	190	190
09042	261	261
09043	169	169
09044	201	201
09045	160	160
09046	219	219
09047	270	270
09048	224	224
09049	191	191
09050	306	306
09051	241	241
10001	203	203
10002	275	275
10003	264	264
10004	157	157
10005	214	214
10006	205	205
10007	171	171
10008	109	109
10009	275	275
10010	289	289
10011	308	308
10012	174	174
10013	261	261
10014	368	368
10015	402	402
10016	165	165
10017	347	347
10018	123	123
10019	284	284
10020	285	285
10021	277	277
10022	132	132
10023	239	239
10024	286	286
10025	67	67
10026	140	140
10027	187	187
10028	310	310
10029	215	215
10030	216	216
10031	197	197
10032	237	237
10033	177	177
10034	133	133
10035	319	319
10036	57	57
11001	268	268
11002	28	28
11003	151	151
11004	228	228
11005	224	224
11006	205	205
11007	146	146
11008	206	206
11009	217	217
11010	231	231
11011	242	242
11012	449	449
11013	403	403
11014	131	131
11015	99	99
11016	170	170
11017	245	245
11018	211	211
11019	281	281
11020	201	201
11021	419	419
11022	318	318
11023	171	171
11024	405	405
11025	265	265
11026	331	331
11027	82	82
11028	162	162
11029	323	323
11030	107	107
11031	295	295
11032	154	154
11033	176	176
11034	89	89
11035	96	96
11036	112	112
11037	66	66
11038	85	85
12001	235	235
12002	171	171
12003	262	262
12004	208	208
12005	193	193
12006	207	207
12007	166	166
12008	216	216
12009	175	175
12010	154	154
12011	201	201
12012	170	170
12013	205	205
12014	160	160
12015	179	179
12016	164	164
12017	204	204
12018	157	157
12019	180	180
12020	210	210
12021	206	206
12022	141	141
12023	205	205
13001	207	207
13002	221	221
13003	123	123
13004	269	269
13005	247	247
13006	250	250
13007	178	178
13008	177	177
13009	175	175
13010	225	225
13011	262	262
13012	169	169
13013	219	219
13014	193	193
13015	323	323
13016	149	149
13017	207	207
13018	182	182
13019	214	214
13020	146	146
13021	264	264
13022	243	243
13023	153	153
13024	191	191
13025	220	220
13026	249	249
13027	200	200
13028	169	169
13029	169	169
13030	146	146
13031	244	244
13032	220	220
13033	205	205
13034	265	265
13035	195	195
13036	125	125
13037	261	261
13038	213	213
13039	218	218
13040	175	175
13041	216	216
13042	232	232
13043	258	258
13044	354	354
13045	258	258
13046	232	232
13047	208	208
13048	206	206
14001	302	302
14002	294	294
14003	188	188
14004	210	210
14005	264	264
14006	107	107
14007	203	203
14008	181	181
14009	259	259
14010	134	134
14011	127	127
14012	198	198
14013	170	170
14014	177	177
14015	181	181
14016	162	162
14017	205	205
14018	80	80
14019	181	181
14020	120	120
14021	198	198
14022	189	189
14023	195	195
14024	297	297
14025	128	128
14026	112	112
14027	172	172
14028	128	128
14029	169	169
14030	73	73
14031	105	105
15001	212	212
15002	112	112
15003	131	131
15004	198	198
15005	169	169
15006	193	193
15007	148	148
15008	195	195
15009	249	249
15010	227	227
15011	218	218
15012	237	237
15013	166	166
15014	126	126
15015	140	140
15016	189	189
15017	145	145
15018	119	119
15019	186	186
15020	135	135
15021	127	127
15022	130	130
15023	131	131
15024	111	111
16001	174	174
16002	169	169
16003	135	135
16004	137	137
16005	114	114
16006	154	154
16007	134	134
16008	90	90
16009	164	164
16010	150	150
16011	138	138
16012	96	96
16013	130	130
16014	125	125
16015	160	160
16016	157	157
16017	123	123
16018	152	152
16019	130	130
16020	120	120
16021	117	117
16022	114	114
16023	124	124
16024	96	96
16025	172	172
16026	138	138
16027	114	114
16028	131	131
16029	129	129
16030	137	137
16031	164	164
16032	139	139
16033	178	178
16034	152	152
16035	125	125
16036	124	124
17001	187	187
17002	168	168
17003	178	178
17004	229	229
17005	176	176
17006	149	149
17007	121	121
17008	152	152
17009	188	188
17010	200	200
17011	141	141
17012	181	181
17013	146	146
17014	178	178
17015	182	182
17016	139	139
17017	158	158
17018	226	226
17019	104	104
17020	261	261
17021	280	280
17022	166	166
17023	128	128
17024	239	239
17025	135	135
17026	234	234
17027	181	181
17028	161	161
17029	202	202
17030	147	147
17031	120	120
17032	139	139
17033	118	118
17034	142	142
17035	173	173
17036	214	214
17037	154	154
17038	210	210
17039	196	196
17040	186	186
17041	244	244
18001	159	159
18002	172	172
18003	191	191
18004	243	243
18005	151	151
18006	180	180
18007	220	220
18008	226	226
18009	239	239
18010	310	310
18011	171	171
18012	199	199
18013	239	239
18014	209	209
18015	237	237
18016	219	219
18017	205	205
18018	223	223
18019	229	229
18020	195	195
18021	286	286
18022	293	293
18023	162	162
18024	183	183
18025	189	189
18026	298	298
18027	162	162
18028	204	204
18029	205	205
18030	197	197
18031	224	224
18032	231	231
18033	165	165
18034	309	309
18035	278	278
18036	205	205
18037	260	260
18038	225	225
18039	138	138
18040	261	261
18041	255	255
18042	168	168
18043	158	158
18044	211	211
18045	192	192
18046	210	210
18047	138	138
18048	169	169
18049	137	137
18050	142	142
19001	255	255
19002	360	360
19003	186	186
19004	311	311
19005	311	311
19006	263	263
19007	262	262
19008	264	264
19009	216	216
19010	309	309
19011	259	259
19012	204	204
19013	304	304
19014	293	293
19015	337	337
19016	266	266
19017	224	224
19018	241	241
19019	319	319
19020	224	224
19021	297	297
19022	286	286
19023	275	275
19024	206	206
19025	270	270
19026	253	253
19027	253	253
19028	300	300
19029	231	231
19030	218	218
19031	243	243
19032	243	243
19033	260	260
19034	262	262
19035	242	242
19036	291	291
19037	262	262
19038	247	247
19039	73	73
19040	279	279
19041	231	231
19042	208	208
19043	321	321
19044	284	284
19045	285	285
19046	282	282
19047	391	391
19048	255	255
19049	338	338
19050	199	199
19051	315	315
19052	266	266
19053	256	256
19054	204	204
19055	220	220
19056	317	317
19057	233	233
20001	143	143
20002	82	82
20003	148	148
20004	68	68
20005	188	188
20006	72	72
20007	149	149
20008	197	197
20009	214	214
20010	133	133
20011	213	213
20012	99	99
20013	197	197
20014	131	131
20015	129	129
20016	210	210
20017	112	112
20018	146	146
20019	166	166
20020	113	113
20021	133	133
20022	244	244
20023	189	189
20024	169	169
20025	148	148
20026	183	183
20027	113	113
20028	144	144
20029	228	228
20030	95	95
20031	175	175
20032	176	176
20033	112	112
20034	215	215
20035	106	106
20036	70	70
20037	58	58
20038	73	73
20039	25	25
21001	228	228
21002	150	150
21003	223	223
21004	200	200
21005	251	251
21006	204	204
21007	260	260
21008	232	232
21009	260	260
21010	216	216
21011	203	203
21012	204	204
21013	175	175
21014	272	272
21015	175	175
21016	204	204
21017	186	186
21018	234	234
21019	235	235
21020	196	196
21021	181	181
21022	213	213
21023	210	210
21024	223	223
21025	211	211
21026	187	187
21027	231	231
21028	252	252
21029	217	217
21030	153	153
21031	168	168
21032	208	208
21033	199	199
21034	209	209
21035	244	244
21036	225	225
21037	186	186
21038	178	178
21039	163	163
21040	183	183
21041	225	225
21042	245	245
21043	214	214
21044	211	211
21045	204	204
21046	222	222
21047	193	193
21048	207	207
21049	238	238
21050	188	188
21051	240	240
21052	225	225
21053	159	159
21054	169	169
22001	134	134
22002	230	230
22003	247	247
22004	161	161
22005	177	177
22006	215	215
22007	136	136
22008	242	242
22009	164	164
22010	260	260
22011	169	169
22012	192	192
22013	194	194
22014	156	156
22015	145	145
22016	159	159
22017	183	183
22018	151	151
22019	77	77
22020	164	164
22021	218	218
22022	160	160
22023	256	256
22024	227	227
22025	194	194
23001	287	287
23002	217	217
23003	259	259
23004	306	306
23005	178	178
23006	242	242
23007	153	153
23008	275	275
23009	166	166
23010	226	226
23011	205	205
23012	291	291
23013	147	147
23014	240	240
23015	150	150
23016	254	254
23017	106	106
23018	222	222
23019	154	154
23020	121	121
23021	281	281
23022	239	239
23023	242	242
23024	164	164
23025	180	180
23026	237	237
23027	280	280
23028	264	264
23029	210	210
23030	226	226
23031	150	150
23032	213	213
23033	176	176
23034	173	173
23035	193	193
23036	306	306
23037	262	262
23038	223	223
23039	177	177
24001	161	161
24002	152	152
24003	146	146
24004	133	133
24005	98	98
24006	156	156
24007	90	90
24008	99	99
24009	140	140
24010	73	73
24011	145	145
24012	91	91
24013	90	90
24014	131	131
24015	95	95
24016	159	159
24017	105	105
24018	177	177
24019	166	166
24020	139	139
24021	98	98
24022	201	201
24023	136	136
24024	171	171
24025	156	156
24026	228	228
24027	163	163
24028	132	132
24029	120	120
24030	79	79
24031	170	170
24032	97	97
24033	85	85
24034	136	136
24035	167	167
24036	206	206
24037	87	87
24038	137	137
24039	209	209
24040	136	136
24041	124	124
25001	191	191
25002	200	200
25003	160	160
25004	155	155
25005	211	211
25006	64	64
25007	219	219
25008	226	226
25009	231	231
25010	148	148
25011	236	236
25012	207	207
25013	227	227
25014	104	104
25015	222	222
25016	142	142
25017	246	246
25018	106	106
25019	216	216
25020	141	141
25021	208	208
25022	216	216
25023	265	265
25024	220	220
25025	202	202
25026	233	233
25027	141	141
25028	235	235
25029	197	197
25030	197	197
25031	151	151
25032	209	209
26001	128	128
26002	136	136
26003	137	137
26004	124	124
26005	118	118
26006	141	141
26007	95	95
26008	76	76
26009	139	139
26010	127	127
26011	145	145
26012	139	139
26013	100	100
26014	93	93
26015	74	74
26016	80	80
26017	122	122
26018	134	134
26019	83	83
26020	123	123
26021	177	177
26022	93	93
26023	86	86
26024	133	133
26025	127	127
26026	63	63
26027	150	150
26028	178	178
26029	74	74
26030	107	107
26031	84	84
26032	129	129
26033	126	126
26034	148	148
26035	150	150
26036	117	117
26037	120	120
26038	76	76
26039	138	138
26040	60	60
26041	188	188
26042	105	105
26043	86	86
26044	91	91
26045	51	51
26046	80	80
26047	102	102
26048	124	124
26049	79	79
27001	123	123
27002	195	195
27003	92	92
27004	90	90
27005	129	129
27006	131	131
27007	165	165
27008	140	140
27009	79	79
27010	201	201
27011	109	109
27012	97	97
27013	274	274
27014	90	90
27015	112	112
27016	115	115
27017	174	174
27018	136	136
27019	111	111
27020	114	114
27021	130	130
27022	116	116
27023	149	149
27024	126	126
27025	142	142
27026	168	168
27027	160	160
27028	100	100
27029	122	122
27030	104	104
27031	128	128
27032	127	127
27033	128	128
27034	166	166
27035	139	139
27036	119	119
27037	208	208
27038	278	278
27039	142	142
27040	182	182
27041	169	169
27042	119	119
27043	122	122
27044	136	136
27045	160	160
27046	104	104
27047	148	148
27048	179	179
27049	111	111
27050	144	144
28001	100	100
28002	122	122
28003	105	105
28004	106	106
28005	114	114
28006	106	106
28007	136	136
28008	75	75
28009	150	150
28010	157	157
28011	209	209
28012	145	145
28013	149	149
28014	157	157
28015	63	63
28016	90	90
28017	124	124
28018	135	135
28019	136	136
28020	138	138
28021	132	132
28022	126	126
28023	172	172
28024	127	127
28025	188	188
28026	146	146
28027	144	144
28028	170	170
28029	60	60
28030	30	30
28031	210	210
28032	136	136
28033	158	158
28034	223	223
28035	151	151
28036	101	101
28037	174	174
28038	87	87
28039	100	100
28040	172	172
28041	126	126
28042	135	135
28043	161	161
28044	103	103
28045	107	107
28046	235	235
29001	285	285
29002	311	311
29003	215	215
29004	219	219
29005	189	189
29006	154	154
29007	204	204
29008	118	118
29009	284	284
29010	303	303
29011	106	106
29012	235	235
29013	180	180
29014	223	223
29015	241	241
29016	248	248
29017	182	182
29018	191	191
29019	212	212
29020	258	258
29021	196	196
29022	155	155
29023	212	212
29024	169	169
29025	240	240
29026	216	216
29027	193	193
29028	252	252
29029	172	172
29030	289	289
29031	178	178
29032	169	169
29033	179	179
29034	139	139
29035	147	147
29036	194	194
29037	180	180
29038	150	150
29039	159	159
29040	246	246
29041	198	198
29042	205	205
29043	258	258
29044	258	258
30001	157	157
30002	183	183
30003	127	127
30004	148	148
30005	107	107
30006	139	139
30007	148	148
30008	177	177
30009	132	132
30010	158	158
30011	130	130
30012	138	138
30013	133	133
30014	87	87
30015	175	175
30016	73	73
30017	178	178
30018	144	144
30019	134	134
30020	182	182
30021	150	150
30022	165	165
30023	121	121
30024	135	135
30025	167	167
30026	93	93
30027	95	95
30028	175	175
30029	79	79
30030	55	55
30031	116	116
30032	113	113
31001	117	117
31002	113	113
31003	126	126
31004	141	141
31005	146	146
31006	115	115
31007	109	109
31008	87	87
31009	124	124
31010	100	100
31011	87	87
31012	114	114
31013	118	118
31014	110	110
31015	102	102
31016	155	155
31017	150	150
31018	133	133
31019	110	110
31020	112	112
31021	122	122
31022	112	112
31023	113	113
31024	166	166
31025	93	93
31026	147	147
31027	132	132
31028	97	97
31029	160	160
31030	79	79
31031	126	126
31032	113	113
31033	109	109
31034	115	115
31035	141	141
31036	152	152
31037	122	122
31038	105	105
31039	119	119
31040	120	120
31041	97	97
32001	153	153
32002	124	124
32003	229	229
32004	160	160
32005	163	163
32006	133	133
32007	155	155
32008	122	122
32009	169	169
32010	154	154
32011	179	179
32012	154	154
32013	140	140
32014	171	171
32015	155	155
32016	156	156
32017	188	188
32018	133	133
32019	135	135
32020	215	215
32021	192	192
32022	214	214
32023	153	153
32024	80	80
32025	149	149
32026	199	199
32027	141	141
32028	190	190
32029	193	193
32030	121	121
32031	143	143
32032	149	149
32033	155	155
32034	129	129
32035	145	145
32036	144	144
32037	116	116
32038	141	141
32039	138	138
32040	166	166
32041	159	159
32042	140	140
32043	163	163
33001	226	226
33002	273	273
33003	253	253
33004	241	241
33005	177	177
33006	212	212
33007	256	256
33008	362	362
33009	251	251
33010	265	265
33011	230	230
33012	247	247
33013	217	217
33014	92	92
33015	278	278
33016	350	350
33017	261	261
33018	257	257
33019	198	198
33020	242	242
33021	249	249
33022	297	297
33023	259	259
33024	390	390
33025	288	288
33026	153	153
33027	179	179
33028	174	174
34001	263	263
34002	207	207
34003	222	222
34004	165	165
34005	200	200
34006	271	271
34007	257	257
34008	152	152
34009	153	153
34010	214	214
34011	170	170
34012	234	234
34013	219	219
34014	173	173
34015	151	151
34016	165	165
34017	265	265
34018	162	162
34019	200	200
34020	278	278
34021	305	305
34022	232	232
34023	174	174
34024	178	178
34025	264	264
34026	245	245
34027	185	185
34028	128	128
34029	165	165
34030	250	250
34031	154	154
34032	205	205
34033	167	167
34034	248	248
34035	228	228
34036	213	213
34037	131	131
34038	127	127
34039	163	163
34040	225	225
34041	154	154
34042	241	241
34043	211	211
34044	218	218
34045	234	234
34046	156	156
34047	198	198
34048	262	262
34049	276	276
34050	176	176
34051	270	270
34052	198	198
34053	114	114
35001	195	195
35002	236	236
35003	158	158
35004	209	209
35005	156	156
35006	159	159
35007	172	172
35008	151	151
35009	219	219
35010	200	200
35011	200	200
35012	118	118
35013	121	121
35014	146	146
35015	195	195
35016	113	113
35017	150	150
35018	169	169
35019	115	115
35020	130	130
35021	166	166
35022	190	190
35023	182	182
35024	153	153
35025	174	174
35026	143	143
35027	159	159
35028	163	163
35029	151	151
35030	175	175
35031	200	200
36001	189	189
36002	153	153
36003	174	174
36004	181	181
36005	179	179
36006	151	151
36007	262	262
36008	127	127
36009	132	132
36010	186	186
36011	119	119
36012	104	104
36013	125	125
36014	198	198
36015	229	229
36016	200	200
36017	208	208
36018	192	192
36019	192	192
36020	192	192
36021	148	148
36022	102	102
36023	145	145
36024	185	185
36025	133	133
36026	160	160
36027	160	160
36028	184	184
36029	225	225
36030	196	196
37001	145	145
37002	107	107
37003	113	113
37004	152	152
37005	210	210
37006	192	192
37007	119	119
37008	102	102
37009	168	168
37010	204	204
37011	123	123
37012	128	128
37013	135	135
37014	163	163
37015	192	192
37016	204	204
37017	125	125
37018	171	171
37019	115	115
37020	127	127
37021	141	141
37022	169	169
37023	205	205
37024	152	152
37025	182	182
37026	237	237
37027	172	172
37028	147	147
37029	186	186
37030	155	155
37031	209	209
37032	171	171
37033	175	175
37034	162	162
37035	207	207
37036	148	148
37037	161	161
37038	204	204
37039	152	152
37040	189	189
37041	187	187
38001	191	191
38002	296	296
38003	200	200
38004	254	254
38005	231	231
38006	215	215
38007	245	245
38008	211	211
38009	273	273
38010	183	183
38011	179	179
38012	259	259
38013	259	259
38014	229	229
38015	185	185
38016	233	233
38017	279	279
38018	232	232
38019	229	229
38020	216	216
38021	186	186
38022	204	204
38023	246	246
38024	283	283
38025	172	172
38026	234	234
38027	230	230
38028	280	280
38029	202	202
38030	222	222
38031	231	231
38032	192	192
38033	192	192
38034	180	180
38035	214	214
38036	185	185
38037	225	225
38038	197	197
38039	234	234
38040	215	215
38041	220	220
39001	214	214
39002	263	263
39003	198	198
39004	223	223
39005	237	237
39006	206	206
39007	203	203
39008	237	237
39009	210	210
39010	108	108
39011	213	213
39012	226	226
39013	167	167
39014	163	163
39015	263	263
39016	134	134
39017	237	237
39018	206	206
39019	214	214
39020	263	263
39021	198	198
39022	133	133
39023	238	238
39024	299	299
39025	134	134
39026	216	216
39027	45	45
39028	241	241
39029	94	94
39030	233	233
39031	176	176
39032	185	185
39033	198	198
39034	205	205
39035	217	217
39036	89	89
39037	235	235
39038	152	152
39039	136	136
39040	191	191
39041	267	267
39042	233	233
39043	244	244
39044	190	190
39045	221	221
40001	183	183
40002	185	185
40003	216	216
40004	138	138
40005	204	204
40006	217	217
40007	229	229
40008	252	252
40009	178	178
40010	199	199
40011	255	255
40012	137	137
40013	230	230
40014	154	154
40015	190	190
40016	239	239
40017	191	191
40018	153	153
40019	264	264
40020	174	174
40021	251	251
40022	182	182
40023	266	266
40024	162	162
40025	220	220
40026	236	236
40027	282	282
40028	240	240
40029	239	239
40030	251	251
40031	239	239
40032	234	234
40033	225	225
40034	205	205
40035	159	159
40036	195	195
40037	216	216
40038	227	227
40039	48	48
41001	265	265
41002	284	284
41003	255	255
41004	283	283
41005	253	253
41006	259	259
41007	313	313
41008	263	263
41009	231	231
41010	276	276
41011	270	270
41012	253	253
41013	271	271
41014	305	305
41015	286	286
41016	248	248
41017	242	242
41018	225	225
41019	265	265
41020	232	232
41021	275	275
41022	267	267
41023	249	249
41024	246	246
41025	113	113
41026	270	270
41027	159	159
41028	147	147
41029	121	121
41030	267	267
41031	319	319
41032	200	200
41033	238	238
41034	221	221
41035	281	281
41036	225	225
41037	259	259
41038	231	231
41039	273	273
41040	299	299
41041	269	269
41042	249	249
41043	249	249
41044	263	263
41045	225	225
41046	274	274
41047	237	237
42001	234	234
42002	144	144
42003	142	142
42004	264	264
42005	112	112
42006	290	290
42007	223	223
42008	198	198
42009	150	150
42010	149	149
42011	177	177
42012	148	148
42013	275	275
42014	111	111
42015	102	102
42016	163	163
42017	146	146
42018	123	123
42019	205	205
42020	112	112
42021	116	116
42022	79	79
42023	144	144
42024	169	169
42025	177	177
42026	188	188
42027	184	184
42028	279	279
42029	150	150
42030	214	214
42031	153	153
42032	115	115
42033	150	150
42034	205	205
42035	246	246
42036	159	159
42037	91	91
42038	138	138
42039	98	98
42040	166	166
42041	159	159
42042	187	187
43001	130	130
43002	174	174
43003	201	201
43004	165	165
43005	155	155
43006	116	116
43007	156	156
43008	181	181
43009	256	256
43010	192	192
43011	132	132
43012	127	127
43013	199	199
43014	222	222
43015	185	185
43016	177	177
43017	145	145
43018	216	216
43019	208	208
43020	225	225
43021	206	206
43022	102	102
43023	92	92
43024	157	157
43025	192	192
43026	166	166
43027	195	195
43028	214	214
43029	175	175
43030	166	166
43031	222	222
43032	219	219
43033	245	245
43034	149	149
43035	256	256
43036	63	63
43037	143	143
43038	191	191
43039	160	160
43040	114	114
43041	232	232
43042	162	162
43043	260	260
43044	185	185
43045	156	156
43046	84	84
44001	310	310
44002	154	154
44003	206	206
44004	242	242
44005	171	171
44006	161	161
44007	188	188
44008	217	217
44009	129	129
44010	125	125
44011	168	168
44012	211	211
44013	130	130
44014	141	141
44015	160	160
44016	183	183
44017	246	246
44018	163	163
44019	226	226
44020	118	118
44021	177	177
44022	227	227
44023	131	131
44024	227	227
44025	157	157
44026	172	172
44027	186	186
44028	208	208
44029	147	147
44030	159	159
44031	144	144
44032	199	199
44033	172	172
44034	218	218
44035	293	293
44036	157	157
44037	210	210
44038	154	154
44039	134	134
44040	161	161
44041	192	192
45001	160	160
45002	166	166
45003	190	190
45004	279	279
45005	264	264
45006	293	293
45007	323	323
45008	224	224
45009	226	226
45010	237	237
45011	167	167
45012	217	217
45013	232	232
45014	285	285
45015	347	347
45016	213	213
45017	257	257
45018	242	242
45019	137	137
45020	152	152
45021	225	225
45022	232	232
45023	248	248
45024	212	212
45025	178	178
45026	132	132
45027	209	209
45028	192	192
45029	150	150
45030	202	202
45031	197	197
45032	206	206
45033	137	137
45034	244	244
45035	259	259
45036	271	271
45037	218	218
45038	203	203
45039	240	240
45040	246	246
45041	234	234
45042	272	272
45043	259	259
45044	249	249
45045	174	174
45046	166	166
45047	192	192
45048	179	179
46001	213	213
46002	194	194
46003	263	263
46004	241	241
46005	178	178
46006	189	189
46007	321	321
46008	170	170
46009	212	212
46010	184	184
46011	207	207
46012	213	213
46013	190	190
46014	271	271
46015	210	210
46016	219	219
46017	278	278
46018	191	191
46019	165	165
46020	222	222
46021	147	147
46022	167	167
46023	179	179
46024	233	233
46025	197	197
46026	182	182
46027	188	188
46028	255	255
46029	189	189
46030	213	213
46031	170	170
46032	248	248
46033	255	255
46034	212	212
46035	243	243
46036	211	211
46037	158	158
46038	182	182
46039	183	183
46040	217	217
47001	94	94
47002	267	267
47003	303	303
47004	239	239
47005	216	216
47006	192	192
47007	172	172
47008	236	236
47009	154	154
47010	230	230
47011	144	144
47012	236	236
47013	230	230
47014	211	211
47015	233	233
47016	248	248
47017	193	193
47018	182	182
47019	219	219
47020	237	237
47021	200	200
47022	272	272
47023	197	197
47024	169	169
47025	188	188
47026	214	214
47027	185	185
47028	249	249
47029	216	216
47030	227	227
47031	197	197
47032	238	238
47033	178	178
47034	261	261
47035	182	182
47036	248	248
47037	240	240
47038	199	199
47039	233	233
47040	249	249
47041	234	234
47042	178	178
47043	174	174
47044	204	204
47045	232	232
47046	206	206
47047	193	193
47048	33	33
48001	171	171
48002	101	101
48003	206	206
48004	182	182
48005	161	161
48006	218	218
48007	178	178
48008	138	138
48009	171	171
48010	270	270
48011	192	192
48012	234	234
48013	309	309
48014	153	153
48015	143	143
48016	204	204
48017	225	225
48018	210	210
48019	147	147
48020	232	232
48021	250	250
48022	278	278
48023	306	306
48024	224	224
48025	218	218
48026	109	109
48027	167	167
48028	282	282
48029	187	187
48030	195	195
48031	250	250
48032	165	165
48033	186	186
48034	184	184
48035	170	170
48036	183	183
48037	196	196
48038	265	265
48039	195	195
48040	176	176
48041	197	197
48042	221	221
48043	227	227
