Precinct	total_votes	votes|Richard J. Durbin	votes|Mark C. Curran Jr.	votes|Willie L. Wilson	votes|David F. Black	votes|Danny Malouf
45035	651	443	139	49	10	10
45036	635	409	156	60	5	5
45037	593	356	164	57	9	7
45038	603	394	151	36	10	12
45039	600	354	185	48	6	7
45040	548	318	162	47	9	12
45041	554	319	153	64	7	11
45042	551	308	176	60	3	4
45043	611	305	229	61	8	8
45044	574	305	187	75	5	2
45045	408	197	162	40	4	5
45046	471	260	165	32	3	11
45047	438	238	146	44	6	4
45048	508	237	190	74	3	4
46001	512	415	50	32	9	6
46002	669	567	51	29	15	7
46003	823	679	104	23	13	4
46004	649	548	47	35	12	7
46005	942	767	122	22	16	15
46006	653	559	48	23	18	5
46007	732	589	114	20	7	2
46008	519	429	46	29	8	7
46009	769	667	64	15	16	7
46010	1233	1037	143	23	18	12
46011	738	559	127	36	8	8
46012	752	662	52	17	12	9
46013	750	626	81	24	10	9
46014	796	657	75	55	6	3
46015	748	623	98	8	5	14
46016	751	654	56	18	16	7
46017	776	616	108	34	11	7
46018	833	655	135	19	12	12
46019	499	395	79	14	4	7
46020	597	498	37	50	6	6
46021	545	419	80	21	14	11
46022	519	434	36	33	14	2
46023	615	534	34	40	5	2
46024	891	742	108	12	13	16
46025	663	575	37	36	12	3
46026	985	835	82	31	27	10
46027	916	763	99	24	17	13
46028	661	544	90	19	6	2
46029	585	470	72	25	11	7
46030	764	643	77	32	8	4
46031	734	638	66	16	5	9
46032	700	571	58	54	10	7
46033	774	653	93	10	12	6
46034	883	757	77	21	12	16
46035	808	689	68	33	10	8
46036	679	534	118	12	8	7
46037	592	503	46	31	8	4
46038	847	732	64	23	16	12
46039	699	558	113	12	10	6
46040	580	489	50	29	9	3
47001	508	409	77	7	6	9
47002	737	587	114	20	11	5
47003	682	544	104	20	4	10
47004	875	711	121	29	13	1
47005	770	644	76	25	20	5
47006	883	745	105	18	10	5
47007	695	557	100	21	11	6
47008	729	590	98	27	6	8
47009	733	578	112	18	14	11
47010	868	750	73	22	15	8
47011	771	619	113	25	7	7
47012	783	660	77	18	14	14
47013	696	570	79	16	21	10
47014	664	542	93	13	7	9
47015	853	771	50	9	17	6
47016	710	579	85	23	17	6
47017	729	577	112	20	14	6
47018	728	574	109	22	13	10
47019	1115	996	73	17	24	5
47020	729	623	73	16	8	9
47021	686	582	69	11	17	7
47022	769	634	91	28	9	7
47023	791	704	54	10	20	3
47024	795	675	85	15	14	6
47025	902	755	102	23	13	9
47026	954	853	58	17	13	13
47027	648	529	93	10	8	8
47028	678	561	85	14	11	7
47029	838	671	125	17	13	12
47030	885	779	68	21	10	7
47031	753	649	58	19	15	12
47032	865	764	62	14	17	8
47033	757	605	116	18	12	6
47034	742	626	71	17	21	7
47035	743	594	116	17	9	7
47036	810	701	77	9	15	8
47037	696	592	74	13	10	7
47038	743	609	81	18	20	15
47039	721	613	71	14	15	8
47040	681	581	61	21	12	6
47041	793	690	79	7	10	7
47042	682	590	53	20	14	5
47043	679	539	105	21	7	7
47044	712	556	100	36	9	11
47045	653	564	54	21	8	6
47046	768	586	138	25	10	9
47047	900	734	127	20	8	11
47048	59	43	8	7	0	1
48001	667	588	44	16	11	8
48002	308	255	36	10	4	3
48003	791	654	72	37	18	10
48004	664	597	40	7	18	2
48005	383	322	44	5	9	3
48006	832	694	78	35	15	10
48007	705	641	41	8	10	5
48008	362	293	55	5	7	2
48009	478	354	98	16	3	7
48010	922	843	50	11	16	2
48011	547	498	34	5	7	3
48012	839	728	63	33	10	5
48013	879	708	120	38	7	6
48014	338	264	55	14	2	3
48015	440	347	59	22	5	7
48016	744	609	69	51	7	8
48017	595	494	54	31	12	4
48018	489	378	57	42	5	7
48019	467	409	32	16	7	3
48020	705	620	49	18	15	3
48021	908	731	92	54	18	13
48022	544	434	84	14	10	2
48023	653	527	92	23	6	5
48024	829	596	169	43	16	5
48025	550	478	45	12	12	3
48026	336	274	44	10	6	2
48027	659	557	55	16	21	10
48028	847	597	186	43	16	5
48029	314	268	32	11	1	2
48030	563	499	40	15	4	5
48031	967	801	85	50	24	7
48032	739	624	63	31	13	8
48033	369	312	48	5	1	3
48034	587	509	42	19	11	6
48035	451	329	64	48	6	4
48036	384	317	54	8	2	3
48037	720	616	51	30	18	5
48038	679	581	66	19	8	5
48039	530	430	79	11	7	3
48040	585	523	37	8	9	8
48041	869	754	59	25	23	8
48042	724	665	25	12	17	5
48043	784	662	70	28	17	7
48044	823	746	55	5	15	2
48045	487	429	27	14	12	5
48046	444	371	56	13	4	0
49001	445	378	13	43	8	3
49002	418	376	16	13	11	2
49003	823	719	47	35	17	5
49004	867	742	49	32	31	13
49005	632	534	37	40	13	8
49006	598	512	40	22	18	6
49007	564	478	54	17	9	6
49008	605	512	43	40	4	6
49009	702	591	59	24	15	13
49010	749	625	64	31	18	11
49011	865	766	47	34	11	7
49012	819	702	64	23	22	8
49013	793	683	63	27	13	7
49014	556	477	39	27	10	3
49015	515	444	37	23	10	1
49016	655	543	48	34	22	8
49017	561	436	72	40	10	3
49018	838	732	47	32	23	4
49019	647	560	32	39	11	5
49020	1002	868	61	35	32	6
49021	431	361	40	24	1	5
49022	727	583	61	48	24	11
49023	877	730	69	37	28	13
49024	559	489	28	27	12	3
49025	859	745	71	22	13	8
49026	805	668	75	30	23	9
49027	773	663	53	31	15	11
49028	956	822	60	26	30	18
49029	820	696	58	36	23	7
49030	741	619	63	33	18	8
49031	514	415	34	52	7	6
49032	650	551	31	51	12	5
49033	531	449	32	35	8	7
50001	584	302	246	23	5	8
50002	367	215	129	9	6	8
50003	516	287	214	9	4	2
50004	648	456	153	28	6	5
50005	434	200	218	11	3	2
50006	600	445	115	25	7	8
50007	616	522	60	22	7	5
50008	549	447	59	32	8	3
50009	479	338	115	16	5	5
50010	655	350	261	26	10	8
50011	425	143	264	13	2	3
50012	260	149	94	10	2	5
50013	667	517	88	41	11	10
50014	198	104	82	8	1	3
50015	634	498	94	34	5	3
50016	196	113	76	2	3	2
50017	627	396	192	25	8	6
50018	111	55	49	2	2	3
50019	437	349	60	18	8	2
50020	572	431	118	13	7	3
50021	506	374	108	17	5	2
50022	546	314	206	15	7	4
50023	438	265	146	18	7	2
50024	483	195	264	17	3	4
50025	604	269	306	26	2	1
50026	635	439	157	34	2	3
50027	211	125	75	8	1	2
50028	589	456	82	37	9	5
50029	580	471	79	17	10	3
50030	451	368	51	20	6	6
50031	735	594	73	47	13	8
50032	664	546	76	26	6	10
50033	460	206	238	6	3	7
50034	742	489	208	25	9	11
50035	706	578	85	25	11	7
50036	557	420	105	18	12	2
50037	579	458	64	45	9	3
50038	236	148	74	7	3	4
50039	404	237	143	18	4	2
50040	593	218	355	15	3	2
