Precinct	total_votes	votes|Herb Schumann	votes|Martin J. Durkan	votes|Christopher Anthony
Schaumburg 69	483	249	193	41
Schaumburg 70	516	299	172	45
Schaumburg 71	601	233	306	62
Schaumburg 72	614	250	292	72
Schaumburg 73	748	327	330	91
Schaumburg 74	497	249	207	41
Schaumburg 75	535	285	193	57
Schaumburg 76	574	287	233	54
Schaumburg 77	819	320	416	83
Schaumburg 78	581	190	332	59
Stickney 1	299	114	145	40
Stickney 2	463	104	297	62
Stickney 3	894	292	508	94
Stickney 4	720	252	393	75
Stickney 5	780	273	423	84
Stickney 6	898	332	486	80
Stickney 7	374	94	235	45
Stickney 8	582	209	302	71
Stickney 9	582	209	310	63
Stickney 10	786	206	488	92
Stickney 11	667	226	360	81
Stickney 12	660	224	360	76
Stickney 13	512	153	300	59
Stickney 14	765	284	402	79
Stickney 15	707	211	413	83
Stickney 16	690	206	389	95
Stickney 17	463	147	258	58
Stickney 18	360	121	210	29
Stickney 19	539	145	340	54
Stickney 20	503	146	324	33
Thornton 1	316	12	283	21
Thornton 2	291	15	251	25
Thornton 3	588	47	492	49
Thornton 4	737	31	667	39
Thornton 5	530	44	465	21
Thornton 6	711	29	653	29
Thornton 7	514	12	477	25
Thornton 8	685	28	633	24
Thornton 9	313	11	285	17
Thornton 10	575	68	472	35
Thornton 11	373	30	319	24
Thornton 12	460	42	382	36
Thornton 13	537	140	359	38
Thornton 14	580	113	415	52
Thornton 15	541	28	478	35
Thornton 16	570	174	332	64
Thornton 17	676	124	505	47
Thornton 18	885	333	458	94
Thornton 19	773	169	556	48
Thornton 20	411	173	196	42
Thornton 21	793	119	623	51
Thornton 22	584	19	549	16
Thornton 26	593	121	424	48
Thornton 27	751	64	645	42
Thornton 28	502	42	435	25
Thornton 29	357	7	331	19
Thornton 30	394	11	369	14
Thornton 31	228	24	196	8
Thornton 32	518	19	478	21
Thornton 33	559	20	510	29
Thornton 34	851	31	771	49
Thornton 35	763	42	662	59
Thornton 36	365	14	340	11
Thornton 37	731	233	456	42
Thornton 38	817	67	698	52
Thornton 39	431	10	399	22
Thornton 40	443	17	400	26
Thornton 41	383	46	320	17
Thornton 42	394	6	368	20
Thornton 43	473	188	239	46
Thornton 44	435	18	392	25
Thornton 45	485	10	464	11
Thornton 46	667	24	606	37
Thornton 47	458	153	275	30
Thornton 48	516	20	465	31
Thornton 49	349	9	327	13
Thornton 50	482	86	369	27
Thornton 51	460	167	249	44
Thornton 52	604	16	563	25
Thornton 53	390	12	362	16
Thornton 54	829	96	688	45
Thornton 55	393	23	344	26
Thornton 56	594	94	451	49
Thornton 57	428	178	190	60
Thornton 58	659	88	532	39
Thornton 59	466	36	407	23
Thornton 60	369	17	331	21
Thornton 61	395	36	340	19
Thornton 62	214	61	129	24
Thornton 63	347	41	284	22
Thornton 64	473	11	441	21
Thornton 65	750	259	415	76
Thornton 66	811	87	679	45
Thornton 68	633	184	406	43
Thornton 69	455	11	420	24
Thornton 70	322	12	292	18
Thornton 71	346	10	318	18
Thornton 72	585	14	557	14
Thornton 73	868	95	717	56
Thornton 74	666	17	618	31
Thornton 75	563	20	511	32
Thornton 76	645	64	551	30
Thornton 77	916	32	840	44
Thornton 78	638	15	592	31
Thornton 79	791	91	639	61
Thornton 80	500	53	409	38
Thornton 81	546	40	475	31
Thornton 82	543	229	256	58
Thornton 83	787	31	720	36
Thornton 84	741	30	671	40
Thornton 85	484	16	447	21
Thornton 86	441	27	394	20
Thornton 87	784	14	738	32
Thornton 88	554	19	514	21
Thornton 89	790	54	692	44
Thornton 90	586	57	494	35
Thornton 91	552	72	457	23
Thornton 92	666	94	534	38
Thornton 93	404	12	368	24
Thornton 94	652	52	559	41
Thornton 95	466	12	430	24
Thornton 96	504	20	465	19
Thornton 97	336	60	244	32
Thornton 98	239	13	217	9
Thornton 99	511	38	448	25
Thornton 100	407	22	366	19
Thornton 101	538	9	506	23
Thornton 102	392	13	354	25
Thornton 103	364	14	340	10
Thornton 104	271	8	253	10
Thornton 105	530	20	488	22
Thornton 106	454	17	418	19
Thornton 107	747	44	664	39
Thornton 108	382	16	351	15
Thornton 109	517	14	480	23
Thornton 110	409	15	372	22
Thornton 111	445	9	411	25
Thornton 112	375	34	314	27
Thornton 113	338	6	315	17
Thornton 114	573	128	403	42
Thornton 115	563	20	520	23
Thornton 116	695	57	597	41
Thornton 117	651	190	420	41
Thornton 119	654	22	602	30
Thornton 120	860	55	757	48
Thornton 121	472	18	426	28
Thornton 122	788	120	623	45
Thornton 123	416	46	352	18
Wheeling 1	641	280	302	59
Wheeling 2	465	246	179	40
Wheeling 3	612	317	213	82
Wheeling 4	497	188	265	44
Wheeling 5	560	265	231	64
Wheeling 6	413	177	184	52
Wheeling 7	837	407	321	109
Wheeling 8	435	243	150	42
Wheeling 9	568	189	321	58
Wheeling 10	750	428	251	71
Wheeling 11	895	415	390	90
Wheeling 12	945	490	361	94
Wheeling 13	584	336	188	60
Wheeling 14	509	290	163	56
Wheeling 15	546	287	199	60
Wheeling 16	271	80	158	33
Wheeling 17	650	251	344	55
Wheeling 18	580	305	223	52
Wheeling 19	826	438	298	90
Wheeling 20	704	388	246	70
Wheeling 21	451	291	123	37
Wheeling 22	668	305	279	84
Wheeling 23	584	371	168	45
Wheeling 24	529	371	126	32
Wheeling 25	757	310	351	96
Wheeling 26	889	477	319	93
Wheeling 27	989	496	407	86
Wheeling 28	866	478	288	100
Wheeling 29	385	178	170	37
Wheeling 30	891	549	272	70
Wheeling 31	463	228	180	55
Wheeling 32	447	261	146	40
Wheeling 33	433	134	252	47
Wheeling 34	794	422	287	85
Wheeling 35	615	326	247	42
Wheeling 36	920	503	335	82
Wheeling 37	775	220	482	73
Wheeling 38	731	315	326	90
Wheeling 39	690	303	310	77
Wheeling 40	645	337	229	79
Wheeling 41	1,001	589	330	82
Wheeling 42	859	421	355	83
Wheeling 43	641	274	302	65
Wheeling 44	782	468	259	55
Wheeling 45	497	226	218	53
Wheeling 46	1,047	538	374	135
Wheeling 47	593	255	271	67
Wheeling 48	563	283	229	51
Wheeling 49	788	256	455	77
Wheeling 50	532	170	310	52
Wheeling 51	784	397	317	70
Wheeling 52	524	255	218	51
Wheeling 53	701	434	218	49
Wheeling 54	736	452	223	61
Wheeling 55	625	269	281	75
Wheeling 56	572	282	229	61
Wheeling 57	684	410	214	60
Wheeling 58	539	289	197	53
Wheeling 59	722	334	308	80
Wheeling 60	464	210	221	33
Wheeling 61	774	455	216	103
Wheeling 62	743	377	310	56
Wheeling 63	509	199	250	60
Wheeling 64	882	387	393	102
Wheeling 65	831	457	301	73
Wheeling 66	806	389	333	84
Wheeling 67	376	167	195	14
Wheeling 68	393	237	112	44
Wheeling 69	594	294	221	79
Wheeling 70	866	399	392	75
Wheeling 71	997	540	374	83
Wheeling 72	649	281	288	80
Wheeling 73	645	317	259	69
Wheeling 74	493	181	256	56
Wheeling 75	674	352	262	60
Wheeling 76	841	317	430	94
Wheeling 77	303	83	183	37
Wheeling 78	954	477	350	127
Wheeling 79	602	235	289	78
Wheeling 80	621	202	344	75
Wheeling 81	502	282	181	39
Wheeling 82	829	396	334	99
Wheeling 83	943	538	336	69
Wheeling 84	889	320	472	97
Wheeling 85	528	245	228	55
Wheeling 86	717	379	264	74
Wheeling 87	620	328	240	52
Wheeling 88	679	256	359	64
Wheeling 89	417	168	203	46
Wheeling 90	624	347	223	54
Wheeling 91	759	354	347	58
Wheeling 92	1,018	547	393	78
Worth 1	346	120	193	33
Worth 2	700	284	344	72
Worth 3	615	260	289	66
Worth 4	892	223	581	88
Worth 5	682	294	318	70
Worth 6	699	304	302	93
Worth 7	641	400	198	43
Worth 8	689	176	441	72
Worth 9	704	238	395	71
Worth 10	724	209	439	76
Worth 11	641	245	331	65
Worth 12	422	152	228	42
Worth 13	680	246	379	55
Worth 14	590	126	398	66
Worth 15	870	256	533	81
Worth 16	828	344	397	87
Worth 17	706	141	467	98
Worth 18	506	338	120	48
Worth 19	624	204	341	79
Worth 20	435	109	280	46
Worth 21	884	291	471	122
Worth 22	482	198	244	40
Worth 23	659	351	251	57
Worth 24	370	61	274	35
Worth 25	728	277	361	90
Worth 26	482	179	255	48
Worth 27	511	221	226	64
Worth 28	402	115	249	38
Worth 29	507	108	356	43
Worth 30	658	263	333	62
Worth 31	785	219	486	80
Worth 32	412	168	220	24
Worth 33	595	207	312	76
Worth 34	602	138	406	58
Worth 35	694	308	315	71
Worth 36	630	199	379	52
Worth 37	490	78	356	56
Worth 38	610	170	382	58
Worth 39	594	234	308	52
Worth 40	693	202	427	64
Worth 41	329	127	180	22
Worth 42	548	210	284	54
Worth 43	439	10	404	25
Worth 44	422	161	224	37
Worth 45	491	186	265	40
Worth 46	743	286	372	85
Worth 47	348	135	182	31
Worth 48	441	193	204	44
Worth 49	375	131	202	42
Worth 50	681	311	305	65
Worth 51	461	214	191	56
Worth 52	395	164	185	46
Worth 53	629	221	327	81
Worth 54	675	188	437	50
Worth 55	381	109	230	42
Worth 56	635	312	260	63
Worth 57	633	227	356	50
Worth 58	694	253	361	80
Worth 59	765	121	591	53
Worth 60	395	197	169	29
Worth 61	544	217	257	70
Worth 62	354	141	178	35
Worth 63	625	175	392	58
Worth 64	882	502	305	75
Worth 65	907	549	284	74
Worth 66	437	186	196	55
Worth 67	415	211	156	48
Worth 68	476	85	341	50
Worth 69	717	177	452	88
Worth 70	729	282	367	80
Worth 71	494	196	242	56
Worth 72	678	216	403	59
Worth 73	379	113	226	40
Worth 74	314	127	149	38
Worth 75	748	290	385	73
Worth 76	301	91	172	38
Worth 77	619	225	339	55
Worth 78	749	271	390	88
Worth 79	435	234	150	51
Worth 80	713	145	495	73
Worth 81	461	230	191	40
Worth 82	594	243	282	69
Worth 83	288	62	194	32
Worth 84	623	255	293	75
Worth 85	612	259	282	71
Worth 86	611	251	286	74
Worth 87	543	205	283	55
Worth 88	380	117	227	36
Worth 89	807	467	271	69
Worth 90	662	204	374	84
Worth 91	349	144	167	38
Worth 92	647	279	309	59
Worth 93	364	133	190	41
Worth 94	722	273	358	91
Worth 95	639	404	179	56
Worth 96	742	204	464	74
Worth 97	492	77	377	38
Worth 98	710	301	344	65
Worth 99	403	180	173	50
Worth 100	660	274	338	48
