Precinct	total_votes	votes|Leslie Geissler Munger	votes|Susana Mendoza	votes|Claire Ball	votes|Tim Curtin
Berwyn Ward 5 Precinct 2	553	110	407	18	18
Berwyn Ward 5 Precinct 3	477	71	371	17	18
Berwyn Ward 6 Precinct 1	325	64	231	13	17
Berwyn Ward 6 Precinct 2	414	69	312	17	16
Berwyn Ward 6 Precinct 3	567	94	435	19	19
Berwyn Ward 6 Precinct 4	663	110	503	28	22
Berwyn Ward 7 Precinct 1	536	90	406	20	20
Berwyn Ward 7 Precinct 2	521	90	407	7	17
Berwyn Ward 7 Precinct 3	676	170	446	26	34
Berwyn Ward 7 Precinct 4	698	119	520	25	34
Berwyn Ward 8 Precinct 1	929	204	641	50	34
Berwyn Ward 8 Precinct 2	596	121	410	28	37
Berwyn Ward 8 Precinct 3	356	54	272	14	16
Bloom 1	698	278	402	11	7
Bloom 2	702	265	381	29	27
Bloom 3	523	105	387	22	9
Bloom 4	606	80	498	19	9
Bloom 5	444	192	231	11	10
Bloom 6	351	16	319	9	7
Bloom 7	677	234	406	13	24
Bloom 8	624	238	326	38	22
Bloom 9	620	250	321	21	28
Bloom 10	312	13	287	7	5
Bloom 11	426	177	212	16	21
Bloom 12	675	128	518	12	17
Bloom 13	962	172	718	45	27
Bloom 14	849	295	501	33	20
Bloom 15	551	182	335	22	12
Bloom 16	618	140	442	20	16
Bloom 17	501	66	416	12	7
Bloom 18	544	200	309	18	17
Bloom 19	607	163	417	12	15
Bloom 20	601	245	312	29	15
Bloom 21	195	14	176	3	2
Bloom 22	539	108	398	18	15
Bloom 23	680	67	582	21	10
Bloom 24	1133	234	830	41	28
Bloom 25	528	80	416	21	11
Bloom 26	498	110	352	18	18
Bloom 27	643	96	516	13	18
Bloom 28	579	215	335	21	8
Bloom 29	321	12	291	11	7
Bloom 30	761	216	506	20	19
Bloom 31	615	274	314	14	13
Bloom 32	470	67	384	11	8
Bloom 33	526	80	427	8	11
Bloom 34	383	78	286	10	9
Bloom 35	338	52	270	13	3
Bloom 36	787	83	664	28	12
Bloom 37	359	40	308	4	7
Bloom 38	1361	167	1119	43	32
Bloom 39	516	57	433	17	9
Bloom 40	393	107	270	6	10
Bloom 41	731	89	605	20	17
Bloom 42	532	113	394	19	6
Bloom 43	558	57	477	16	8
Bloom 44	743	283	414	34	12
Bloom 45	877	149	681	16	31
Bloom 46	533	93	408	15	17
Bloom 47	765	303	407	26	29
Bloom 48	447	105	330	6	6
Bloom 49	598	30	552	7	9
Bloom 50	559	177	352	21	9
Bloom 51	333	31	282	13	7
Bloom 52	542	36	483	14	9
Bloom 53	368	92	254	12	10
Bloom 54	621	189	399	15	18
Bloom 55	538	65	449	9	15
Bloom 56	522	217	278	12	15
Bloom 57	618	205	384	18	11
Bloom 58	438	71	341	18	8
Bloom 59	471	119	325	14	13
Bloom 60	514	44	450	12	8
Bloom 61	580	233	315	15	17
Bremen 1	572	32	516	14	10
Bremen 2	659	310	279	36	34
Bremen 3	550	257	261	18	14
Bremen 4	588	263	281	21	23
Bremen 5	442	168	246	13	15
Bremen 6	449	148	259	22	20
Bremen 7	402	29	353	8	12
Bremen 8	491	37	431	14	9
Bremen 9	509	264	206	24	15
Bremen 10	746	395	296	30	25
Bremen 11	667	300	307	34	26
Bremen 12	498	49	423	17	9
Bremen 13	666	265	362	20	19
Bremen 14	500	137	332	13	18
Bremen 15	460	118	316	19	7
Bremen 16	602	338	218	17	29
Bremen 17	528	20	480	20	8
Bremen 18	899	405	422	43	29
Bremen 19	206	12	187	3	4
Bremen 20	465	223	203	25	14
Bremen 21	724	171	513	21	19
Bremen 22	507	252	201	35	19
Bremen 23	252	10	235	3	4
Bremen 24	502	300	168	16	18
Bremen 25	809	347	381	38	43
Bremen 26	528	113	390	16	9
Bremen 27	672	239	380	36	17
Bremen 28	464	177	236	21	30
Bremen 29	835	64	732	24	15
Bremen 30	642	346	250	24	22
Bremen 31	616	61	519	23	13
Bremen 32	538	56	459	14	9
Bremen 33	566	292	215	37	22
Bremen 34	830	491	257	47	35
Bremen 35	407	20	359	16	12
Bremen 36	439	259	145	20	15
Bremen 37	400	47	308	30	15
Bremen 38	529	22	477	19	11
Bremen 39	433	39	365	18	11
Bremen 40	881	122	724	19	16
Bremen 41	386	169	183	13	21
Bremen 42	806	412	327	32	35
Bremen 43	500	101	370	13	16
Bremen 44	449	36	387	17	9
Bremen 45	357	28	310	8	11
Bremen 46	586	330	220	16	20
Bremen 47	493	39	430	14	10
Bremen 48	506	52	435	10	9
Bremen 49	479	36	420	19	4
Bremen 50	669	374	254	24	17
Bremen 51	753	70	644	22	17
Bremen 52	532	218	260	24	30
Bremen 53	398	170	198	15	15
Bremen 54	497	262	204	18	13
Bremen 55	489	81	379	15	14
Bremen 56	664	65	574	14	11
Bremen 57	655	369	232	36	18
Bremen 58	770	399	316	30	25
Bremen 59	555	279	248	13	15
Bremen 60	513	243	235	15	20
Bremen 61	593	276	260	23	34
Bremen 62	653	261	346	28	18
Bremen 63	785	63	683	24	15
Bremen 64	687	365	279	28	15
Bremen 65	293	15	263	10	5
Bremen 66	442	23	397	12	10
Bremen 67	830	458	310	35	27
Bremen 68	417	240	145	14	18
Bremen 69	592	229	325	23	15
Bremen 70	408	32	363	8	5
Bremen 71	433	39	374	15	5
Bremen 72	390	199	169	9	13
Bremen 73	637	280	310	22	25
Bremen 74	703	263	392	28	20
Bremen 75	686	188	466	17	15
Bremen 76	488	262	189	19	18
Bremen 77	946	438	415	47	46
Bremen 78	530	45	463	7	15
Bremen 79	625	347	238	23	17
Bremen 80	537	27	489	11	10
Calumet 1	655	82	528	30	15
Calumet 2	624	110	464	24	26
Calumet 3	623	42	555	17	9
Calumet 4	625	38	557	13	17
Calumet 5	492	28	444	11	9
Calumet 6	859	102	699	28	30
Calumet 7	697	86	559	32	20
Calumet 8	454	60	366	15	13
Calumet 9	481	25	442	5	9
Calumet 10	660	26	604	18	12
Calumet 11	863	49	785	15	14
Calumet 12	453	25	414	6	8
Cicero 1	806	64	692	21	29
Cicero 2	351	19	313	10	9
Cicero 3	494	64	401	14	15
Cicero 4	610	67	511	20	12
Cicero 5	709	139	527	15	28
Cicero 6	598	108	448	28	14
Cicero 7	446	37	376	18	15
Cicero 8	339	37	273	12	17
Cicero 9	679	44	590	28	17
Cicero 10	735	93	586	27	29
Cicero 11	624	117	462	13	32
Cicero 12	487	104	353	19	11
Cicero 13	526	134	357	16	19
Cicero 14	523	99	389	16	19
Cicero 15	611	94	473	24	20
Cicero 16	473	54	390	8	21
Cicero 17	725	70	608	15	32
Cicero 18	429	51	353	14	11
Cicero 19	812	122	648	24	18
Cicero 20	459	66	374	10	9
Cicero 21	609	88	475	22	24
Cicero 22	485	45	407	18	15
Cicero 23	761	108	604	25	24
Cicero 24	707	72	602	13	20
Cicero 25	543	73	440	17	13
Cicero 26	428	46	343	15	24
Cicero 27	643	85	511	22	25
Cicero 28	648	63	545	15	25
Cicero 29	579	54	485	16	24
Cicero 30	521	46	445	15	15
Cicero 31	491	62	400	12	17
Cicero 32	496	62	403	15	16
Elk Grove 1	550	284	225	20	21
Elk Grove 2	538	181	305	30	22
Elk Grove 3	754	372	331	25	26
Elk Grove 4	691	278	347	33	33
Elk Grove 5	910	477	380	34	19
Elk Grove 6	483	230	215	16	22
Elk Grove 7	723	379	304	28	12
Elk Grove 8	596	342	216	22	16
Elk Grove 9	635	360	244	22	9
Elk Grove 10	937	545	346	22	24
Elk Grove 11	742	447	257	17	21
Elk Grove 12	438	275	144	11	8
Elk Grove 13	624	277	294	28	25
Elk Grove 14	745	407	289	29	20
Elk Grove 15	544	283	212	26	23
Elk Grove 16	735	420	272	23	20
Elk Grove 17	627	252	316	28	31
Elk Grove 18	857	409	379	41	28
Elk Grove 19	814	499	278	22	15
Elk Grove 20	716	356	311	21	28
Elk Grove 21	570	241	272	29	28
Elk Grove 22	660	246	365	22	27
Elk Grove 23	1004	562	389	34	19
Elk Grove 24	599	300	260	19	20
Elk Grove 25	591	384	184	14	9
Elk Grove 26	547	288	217	17	25
Elk Grove 27	819	506	269	25	19
Elk Grove 28	648	261	342	25	20
Elk Grove 29	627	356	232	17	22
Elk Grove 30	612	333	246	13	20
Elk Grove 31	420	148	243	17	12
Elk Grove 32	487	196	260	13	18
Elk Grove 33	424	231	169	13	11
Elk Grove 34	1107	583	452	39	33
Elk Grove 35	600	265	292	18	25
Elk Grove 36	456	114	304	17	21
Elk Grove 37	818	392	379	26	21
Elk Grove 38	473	108	326	23	16
Elk Grove 39	890	368	458	38	26
Elk Grove 40	642	249	324	32	37
Elk Grove 41	502	296	180	13	13
Elk Grove 42	600	188	358	26	28
Elk Grove 43	562	305	222	19	16
Elk Grove 44	561	325	199	20	17
Elk Grove 45	582	345	199	19	19
Elk Grove 46	503	345	140	10	8
Elk Grove 47	792	449	296	30	17
Elk Grove 48	443	292	140	4	7
Elk Grove 49	811	312	436	29	34
Elk Grove 50	396	156	216	11	13
Elk Grove 51	910	553	300	32	25
Elk Grove 52	321	108	187	17	9
Evanston Ward 1 Precinct 1	664	73	551	18	22
Evanston Ward 1 Precinct 2	755	193	534	13	15
Evanston Ward 1 Precinct 3	718	186	499	17	16
Evanston Ward 1 Precinct 4	1052	309	700	24	19
Evanston Ward 2 Precinct 1	1340	292	972	35	41
Evanston Ward 2 Precinct 2	545	65	436	17	27
Evanston Ward 2 Precinct 3	724	44	650	17	13
Evanston Ward 2 Precinct 4	912	63	798	26	25
Evanston Ward 2 Precinct 5	613	56	521	17	19
Evanston Ward 3 Precinct 1	791	218	523	22	28
Evanston Ward 3 Precinct 2	913	201	655	28	29
Evanston Ward 3 Precinct 3	824	164	593	25	42
Evanston Ward 3 Precinct 4	438	96	303	14	25
Evanston Ward 3 Precinct 5	795	198	538	33	26
Evanston Ward 3 Precinct 6	738	149	548	21	20
Evanston Ward 3 Precinct 7	644	121	474	24	25
Evanston Ward 4 Precinct 1	429	57	340	12	20
Evanston Ward 4 Precinct 2	677	108	515	31	23
Evanston Ward 4 Precinct 3	524	131	368	19	6
Evanston Ward 4 Precinct 4	1075	214	804	26	31
Evanston Ward 4 Precinct 5	410	74	314	10	12
Evanston Ward 4 Precinct 6	994	237	686	31	40
Evanston Ward 5 Precinct 1	675	29	603	22	21
Evanston Ward 5 Precinct 2	995	186	754	26	29
Evanston Ward 5 Precinct 3	715	58	614	18	25
Evanston Ward 5 Precinct 4	435	23	392	8	12
Evanston Ward 6 Precinct 1	1114	357	715	19	23
Evanston Ward 6 Precinct 2	574	163	374	20	17
Evanston Ward 6 Precinct 3	630	183	406	20	21
Evanston Ward 6 Precinct 4	784	190	561	16	17
Evanston Ward 6 Precinct 5	978	298	638	26	16
Evanston Ward 6 Precinct 6	590	248	316	15	11
Evanston Ward 6 Precinct 7	913	253	626	20	14
Evanston Ward 7 Precinct 1	1106	289	739	43	35
Evanston Ward 7 Precinct 2	1154	304	780	33	37
Evanston Ward 7 Precinct 3	463	93	334	24	12
Evanston Ward 7 Precinct 4	528	97	409	5	17
Evanston Ward 7 Precinct 5	1000	329	631	19	21
Evanston Ward 7 Precinct 6	151	12	123	9	7
Evanston Ward 8 Precinct 1	870	128	686	22	34
Evanston Ward 8 Precinct 2	689	90	551	24	24
Evanston Ward 8 Precinct 3	612	72	489	26	25
Evanston Ward 8 Precinct 4	740	128	558	18	36
Evanston Ward 8 Precinct 5	947	137	748	27	35
Evanston Ward 9 Precinct 1	599	83	461	14	41
Evanston Ward 9 Precinct 2	644	71	526	21	26
Evanston Ward 9 Precinct 3	1007	193	741	37	36
Evanston Ward 9 Precinct 4	820	118	641	21	40
Evanston Ward 9 Precinct 5	520	100	375	20	25
Evanston Ward 9 Precinct 6	716	122	548	22	24
Hanover 1	994	431	501	36	26
Hanover 2	770	355	366	29	20
Hanover 3	339	86	222	16	15
Hanover 4	744	308	394	23	19
Hanover 5	713	287	379	26	21
Hanover 6	617	225	330	32	30
Hanover 7	729	289	378	36	26
Hanover 8	632	283	294	24	31
Hanover 9	690	377	269	29	15
Hanover 10	407	145	245	8	9
Hanover 11	687	238	403	31	15
Hanover 12	529	131	347	24	27
Hanover 13	496	191	269	16	20
Hanover 14	839	362	420	36	21
Hanover 15	565	155	365	27	18
Hanover 16	915	466	412	18	19
Hanover 17	538	224	281	23	10
Hanover 18	660	216	400	25	19
Hanover 19	591	333	232	13	13
Hanover 20	1089	489	516	54	30
Hanover 21	467	242	198	13	14
Hanover 22	654	275	339	20	20
Hanover 23	716	320	339	35	22
Hanover 24	702	193	463	26	20
Hanover 25	592	281	268	25	18
Hanover 26	956	444	440	40	32
Hanover 27	1951	971	893	50	37
Hanover 28	918	418	443	37	20
Hanover 29	457	116	313	16	12
Hanover 30	741	309	378	35	19
Hanover 31	561	329	204	19	9
Hanover 32	530	157	336	16	21
Hanover 33	695	261	372	38	24
Hanover 34	850	320	468	31	31
Hanover 35	723	230	431	36	26
Hanover 36	510	223	242	24	21
Hanover 37	963	378	503	44	38
Hanover 38	777	376	364	26	11
Hanover 39	801	298	450	25	28
Hanover 40	782	333	399	29	21
Hanover 41	1003	455	489	40	19
Hanover 42	703	361	308	17	17
Hanover 43	750	305	392	26	27
Hanover 44	893	475	356	41	21
Lemont 1	754	504	194	40	16
Lemont 2	549	354	161	23	11
Lemont 3	802	545	206	24	27
Lemont 4	738	486	195	31	26
Lemont 5	725	397	262	38	28
Lemont 6	765	461	252	25	27
Lemont 7	585	325	198	32	30
Lemont 8	811	455	287	43	26
Lemont 9	503	389	89	16	9
Lemont 10	514	270	200	31	13
Lemont 11	980	668	264	31	17
Lemont 12	1178	814	307	30	27
Lemont 13	976	663	260	26	27
Lemont 14	707	503	162	23	19
Leyden 1	472	166	274	16	16
Leyden 2	372	145	204	14	9
Leyden 3	782	329	394	30	29
Leyden 4	587	177	359	25	26
Leyden 5	616	223	354	19	20
Leyden 6	791	285	453	30	23
Leyden 7	348	103	213	14	18
Leyden 8	729	294	389	25	21
Leyden 9	850	447	351	24	28
Leyden 10	808	311	440	39	18
Leyden 11	680	302	323	27	28
Leyden 12	749	593	137	8	11
Leyden 13	676	238	389	23	26
Leyden 14	520	224	261	18	17
Leyden 15	695	256	386	31	22
Leyden 16	730	273	411	22	24
Leyden 17	564	232	291	24	17
Leyden 18	432	158	253	10	11
Leyden 19	666	255	338	32	41
Leyden 20	356	163	168	10	15
Leyden 21	453	81	349	14	9
Leyden 22	496	310	163	17	6
Leyden 23	1079	633	388	31	27
Leyden 24	747	214	481	31	21
Leyden 25	447	197	220	19	11
Leyden 26	982	469	462	28	23
Leyden 27	177	64	95	15	3
Leyden 28	330	93	208	13	16
Leyden 29	434	106	301	17	10
Leyden 30	772	378	346	21	27
Leyden 31	697	226	406	40	25
Leyden 32	728	250	418	29	31
Leyden 33	693	252	398	23	20
Leyden 34	506	199	278	22	7
Leyden 35	322	105	186	20	11
Leyden 36	638	223	358	32	25
Leyden 37	468	176	241	24	27
Leyden 38	260	134	104	7	15
Leyden 39	449	186	229	17	17
Leyden 40	617	196	374	28	19
Leyden 41	351	91	245	6	9
Leyden 42	679	343	294	24	18
Leyden 43	481	174	266	28	13
Leyden 44	585	253	296	25	11
Leyden 45	556	239	276	21	20
Leyden 46	558	192	320	22	24
Leyden 47	614	237	342	20	15
Leyden 48	743	244	447	28	24
Leyden 49	943	418	447	40	38
Leyden 50	805	329	417	31	28
Lyons 1	78	43	32	2	1
Lyons 2	532	210	270	24	28
Lyons 3	587	222	319	20	26
Lyons 4	965	375	508	41	41
Lyons 5	691	305	332	29	25
Lyons 6	446	200	217	14	15
Lyons 7	585	126	422	20	17
Lyons 8	365	134	203	18	10
Lyons 9	769	363	364	27	15
Lyons 10	563	247	263	32	21
Lyons 11	481	271	179	15	16
Lyons 12	465	336	103	11	15
Lyons 13	274	17	243	9	5
Lyons 14	813	495	276	28	14
Lyons 15	740	427	276	15	22
Lyons 16	1099	559	477	37	26
Lyons 17	434	271	147	11	5
Lyons 18	584	334	222	20	8
Lyons 19	687	217	423	22	25
Lyons 20	1042	652	342	28	20
Lyons 21	1047	658	346	30	13
Lyons 22	433	121	273	22	17
Lyons 23	773	429	284	42	18
Lyons 24	564	365	175	9	15
Lyons 25	645	349	244	26	26
Lyons 26	442	293	119	13	17
Lyons 27	606	460	130	12	4
Lyons 28	785	474	259	25	27
Lyons 29	572	275	257	15	25
Lyons 30	117	53	54	5	5
Lyons 31	650	406	207	17	20
Lyons 32	277	145	112	8	12
Lyons 33	246	108	111	10	17
Lyons 34	316	141	146	20	9
Lyons 35	626	341	243	18	24
Lyons 36	670	461	181	15	13
Lyons 37	462	170	256	19	17
Lyons 38	303	115	162	14	12
Lyons 39	672	444	206	12	10
Lyons 40	554	352	178	15	9
Lyons 41	456	289	138	10	19
Lyons 42	635	426	174	15	20
Lyons 43	562	358	180	13	11
Lyons 44	1044	725	267	38	14
Lyons 45	907	368	437	50	52
Lyons 46	555	318	207	21	9
Lyons 47	646	386	227	20	13
Lyons 48	609	216	347	29	17
Lyons 49	439	246	149	20	24
Lyons 50	740	353	340	27	20
Lyons 51	544	223	265	29	27
Lyons 52	698	366	273	28	31
Lyons 53	664	387	239	28	10
Lyons 54	355	174	149	13	19
Lyons 55	725	494	204	14	13
Lyons 56	904	224	612	35	33
Lyons 57	705	131	526	27	21
Lyons 58	548	234	276	18	20
Lyons 59	572	193	316	27	36
Lyons 60	977	112	799	34	32
Lyons 61	658	418	205	21	14
Lyons 62	323	242	66	8	7
Lyons 63	968	634	280	37	17
Lyons 64	609	203	359	17	30
Lyons 65	803	352	386	31	34
Lyons 66	426	146	255	14	11
Lyons 67	710	257	391	36	26
Lyons 68	496	191	260	24	21
Lyons 69	861	545	278	24	14
Lyons 70	576	23	527	15	11
Lyons 71	336	106	194	21	15
Lyons 72	829	496	300	18	15
Lyons 73	606	332	230	26	18
Lyons 74	365	145	186	13	21
Lyons 75	479	195	241	22	21
Lyons 76	491	212	235	24	20
Lyons 77	534	223	278	20	13
Lyons 78	450	265	159	13	13
Maine 1	528	213	281	17	17
Maine 2	572	187	342	28	15
Maine 3	369	164	174	19	12
Maine 4	645	333	267	25	20
Maine 5	912	309	555	16	32
Maine 6	946	395	469	39	43
Maine 7	496	207	243	20	26
Maine 8	736	367	323	26	20
Maine 9	1009	393	528	55	33
Maine 10	473	215	221	19	18
Maine 11	452	226	197	13	16
Maine 12	450	226	189	15	20
Maine 13	642	295	295	27	25
Maine 14	808	372	369	37	30
Maine 15	389	137	227	15	10
Maine 16	466	206	221	18	21
Maine 17	651	283	323	24	21
Maine 18	559	233	277	31	18
Maine 19	421	220	177	10	14
Maine 20	362	182	155	15	10
Maine 21	850	492	313	31	14
Maine 22	821	473	312	23	13
Maine 23	670	276	345	26	23
Maine 24	862	478	344	16	24
Maine 25	718	394	282	21	21
Maine 26	544	277	234	15	18
Maine 27	447	246	184	10	7
Maine 28	388	108	258	12	10
Maine 29	969	589	320	29	31
Maine 30	1458	922	465	41	30
Maine 31	652	308	312	12	20
Maine 32	405	226	155	8	16
Maine 33	546	120	390	11	25
Maine 34	781	330	387	34	30
Maine 35	543	215	296	14	18
Maine 36	624	363	230	14	17
Maine 37	687	440	211	23	13
Maine 38	519	246	245	19	9
Maine 39	695	330	313	31	21
Maine 40	676	307	326	19	24
Maine 41	540	235	255	30	20
Maine 42	920	563	309	26	22
Maine 43	543	382	138	14	9
Maine 44	439	235	178	14	12
Maine 45	309	98	198	8	5
Maine 46	697	364	284	25	24
Maine 47	677	256	364	31	26
Maine 48	755	350	347	22	36
Maine 49	634	265	336	14	19
Maine 50	578	348	204	18	8
Maine 51	672	255	371	30	16
Maine 52	578	280	267	18	13
Maine 53	592	222	322	26	22
Maine 54	658	373	244	22	19
Maine 55	557	300	231	15	11
Maine 56	840	329	450	23	38
Maine 57	518	155	341	10	12
Maine 58	761	413	296	23	29
Maine 59	636	330	264	19	23
Maine 60	1149	720	375	32	22
Maine 61	385	170	184	20	11
Maine 62	368	146	204	11	7
Maine 63	474	219	228	15	12
Maine 64	495	238	226	20	11
Maine 65	482	289	163	18	12
Maine 66	351	200	131	8	12
Maine 67	937	606	290	25	16
Maine 68	462	196	224	14	28
Maine 69	683	330	327	15	11
Maine 70	767	239	477	27	24
Maine 71	339	151	168	9	11
Maine 72	525	280	202	25	18
Maine 73	261	117	126	9	9
Maine 74	522	245	245	16	16
Maine 75	597	324	241	24	8
Maine 76	354	190	144	9	11
Maine 77	969	487	423	35	24
Maine 78	607	183	374	25	25
Maine 79	649	172	427	20	30
Maine 80	555	304	218	17	16
Maine 81	489	200	265	15	9
Maine 82	561	261	260	14	26
Maine 83	461	262	179	11	9
Maine 84	390	172	195	11	12
Maine 85	349	197	135	9	8
Maine 86	549	159	355	18	17
Maine 87	407	233	151	11	12
Maine 88	440	291	129	10	10
Maine 89	503	203	262	15	23
Maine 90	390	212	155	11	12
Maine 91	905	458	395	31	21
Maine 92	557	239	274	23	21
New Trier 1	1079	525	527	12	15
New Trier 2	1143	501	600	23	19
New Trier 3	739	313	380	26	20
New Trier 4	942	444	463	13	22
New Trier 5	619	265	334	10	10
New Trier 6	551	279	254	9	9
New Trier 7	735	401	311	14	9
New Trier 8	624	389	217	12	6
New Trier 9	815	536	254	12	13
New Trier 10	737	496	226	8	7
New Trier 11	956	623	298	24	11
New Trier 12	864	534	303	15	12
New Trier 13	989	491	442	20	36
New Trier 14	879	555	299	18	7
New Trier 15	1010	592	374	21	23
New Trier 16	1066	683	353	20	10
New Trier 17	718	301	397	7	13
New Trier 18	582	353	214	6	9
New Trier 19	582	441	125	11	5
New Trier 20	1029	540	440	29	20
New Trier 21	824	319	451	30	24
New Trier 22	749	513	212	17	7
New Trier 23	814	622	169	17	6
New Trier 24	910	311	541	32	26
New Trier 25	659	404	235	12	8
New Trier 26	559	231	312	8	8
New Trier 27	742	330	366	30	16
New Trier 28	640	324	275	24	17
New Trier 29	696	377	290	15	14
New Trier 30	966	587	354	18	7
New Trier 31	778	331	418	14	15
New Trier 32	668	327	315	13	13
New Trier 33	873	367	468	21	17
New Trier 34	604	260	309	22	13
New Trier 35	458	238	208	11	1
New Trier 36	963	467	455	21	20
New Trier 37	758	339	388	18	13
New Trier 38	758	347	377	16	18
New Trier 39	524	241	263	12	8
New Trier 40	465	283	164	12	6
New Trier 41	627	391	213	10	13
Niles 1	738	386	302	27	23
Niles 2	821	334	417	29	41
Niles 3	1087	635	414	19	19
Niles 4	620	262	332	10	16
Niles 5	423	192	211	11	9
Niles 6	663	415	228	9	11
Niles 7	1011	327	624	32	28
Niles 8	318	135	168	5	10
Niles 9	475	248	196	21	10
Niles 10	764	293	424	24	23
Niles 11	381	194	165	13	9
Niles 12	530	129	376	15	10
Niles 13	781	379	351	28	23
Niles 14	832	249	546	18	19
Niles 15	773	209	508	29	27
Niles 16	933	324	549	30	30
Niles 17	790	240	502	25	23
Niles 18	434	134	275	19	6
Niles 19	729	368	336	13	12
Niles 20	641	242	356	24	19
Niles 21	968	260	660	26	22
Niles 22	663	210	412	22	19
Niles 23	720	246	445	15	14
Niles 24	841	242	543	31	25
Niles 25	439	151	260	15	13
Niles 26	813	318	446	27	22
Niles 27	643	141	452	26	24
Niles 28	737	329	366	23	19
Niles 29	463	153	289	11	10
Niles 30	581	234	318	17	12
Niles 31	745	228	478	12	27
Niles 32	325	123	184	11	7
Niles 33	844	209	590	23	22
Niles 34	723	250	443	15	15
Niles 35	779	276	452	27	24
Niles 36	464	96	340	19	9
Niles 37	717	204	465	23	25
Niles 38	1146	460	606	46	34
Niles 39	794	278	467	19	30
Niles 40	383	194	165	10	14
Niles 41	800	239	509	26	26
Niles 42	678	187	458	16	17
Niles 43	898	392	442	29	35
Niles 44	815	219	559	20	17
Niles 45	524	175	315	17	17
Niles 46	776	318	421	21	16
Niles 47	398	136	249	8	5
Niles 48	693	204	459	20	10
Niles 49	866	247	584	17	18
Niles 50	818	329	443	26	20
Niles 51	415	165	233	12	5
Niles 52	580	226	323	12	19
Niles 53	966	337	571	32	26
Niles 54	437	180	221	22	14
Niles 55	428	113	289	15	11
Niles 56	892	422	433	16	21
Niles 57	872	361	452	20	39
Niles 58	798	309	438	27	24
Niles 59	1027	434	532	28	33
Niles 60	993	342	605	20	26
Niles 61	965	301	603	36	25
Niles 62	454	133	297	14	10
Niles 63	823	256	527	16	24
Niles 64	964	331	580	18	35
Northfield 1	871	340	476	24	31
Northfield 2	691	379	276	19	17
Northfield 3	491	208	252	11	20
Northfield 4	725	406	278	23	18
Northfield 5	543	286	210	26	21
Northfield 6	765	526	214	14	11
Northfield 7	986	546	408	20	12
Northfield 8	803	529	246	12	16
Northfield 9	543	353	165	14	11
Northfield 10	641	312	297	21	11
Northfield 11	414	223	171	11	9
Northfield 12	1157	690	418	37	12
Northfield 13	647	350	272	11	14
Northfield 14	574	307	243	10	14
Northfield 15	566	273	269	16	8
Northfield 16	854	447	384	15	8
Northfield 17	627	295	307	15	10
Northfield 18	962	490	440	16	16
Northfield 19	741	421	283	19	18
Northfield 20	698	364	317	11	6
Northfield 21	1043	584	405	26	28
Northfield 22	775	359	394	17	5
Northfield 23	556	393	144	14	5
Northfield 24	657	369	255	15	18
Northfield 25	655	332	288	22	13
Northfield 26	630	257	322	24	27
Northfield 27	693	271	378	19	25
Northfield 28	1092	534	508	27	23
Northfield 29	616	322	270	12	12
Northfield 30	782	466	280	24	12
Northfield 31	926	578	309	21	18
Northfield 32	1031	534	460	16	21
Northfield 33	488	206	248	13	21
Northfield 34	557	355	179	13	10
Northfield 35	758	486	251	10	11
Northfield 36	517	267	231	6	13
Northfield 37	852	529	284	31	8
Northfield 38	593	303	247	17	26
Northfield 39	428	208	197	12	11
Northfield 40	469	247	200	13	9
Northfield 41	644	317	308	11	8
Northfield 42	640	378	232	20	10
Northfield 43	739	332	386	12	9
Northfield 44	556	295	236	16	9
Northfield 45	881	479	371	21	10
Northfield 46	955	490	424	25	16
Northfield 47	936	456	459	14	7
Northfield 48	713	408	266	24	15
Northfield 49	559	266	270	18	5
Northfield 50	892	493	364	19	16
Northfield 51	1629	941	631	36	21
Northfield 52	647	378	245	12	12
Northfield 53	729	354	359	12	4
Northfield 54	562	230	321	7	4
Northfield 55	620	217	372	16	15
Northfield 56	948	546	357	31	14
Northfield 57	499	249	217	10	23
Northfield 58	414	237	171	4	2
Northfield 59	710	325	348	23	14
Northfield 60	803	371	408	11	13
Northfield 61	533	338	181	10	4
Northfield 62	803	431	340	18	14
Norwood Park 1	703	270	371	35	27
Norwood Park 2	688	316	309	35	28
Norwood Park 3	730	396	293	18	23
Norwood Park 4	780	412	325	16	27
Norwood Park 5	580	302	248	13	17
Norwood Park 6	888	514	308	34	32
Norwood Park 7	570	294	235	26	15
Norwood Park 8	471	259	173	24	15
Norwood Park 9	447	231	181	15	20
Norwood Park 10	462	295	145	15	7
Norwood Park 11	913	519	341	29	24
Norwood Park 12	543	222	266	32	23
Norwood Park 13	559	308	205	20	26
Norwood Park 14	561	296	230	19	16
Norwood Park 15	521	225	247	25	24
Norwood Park 16	491	231	223	12	25
Norwood Park 17	622	324	261	18	19
Oak Park 1	607	79	482	21	25
Oak Park 2	988	322	616	29	21
Oak Park 3	1049	223	745	40	41
Oak Park 4	929	339	543	27	20
Oak Park 5	918	297	561	30	30
Oak Park 6	1016	179	768	38	31
Oak Park 7	621	155	443	16	7
Oak Park 8	775	118	607	21	29
Oak Park 9	543	113	389	16	25
Oak Park 10	795	163	595	18	19
Oak Park 11	749	137	576	21	15
Oak Park 12	440	96	302	15	27
Oak Park 13	818	136	617	30	35
Oak Park 14	880	306	532	23	19
Oak Park 15	1038	148	810	30	50
Oak Park 16	1152	314	763	34	41
Oak Park 17	1158	272	794	37	55
