Precinct	total_votes	votes|Donald J. Trump & Michael R. Pence	votes|Hillary R. Clinton & Timothy M. Kaine	votes|Gary Johnson & Bill Weld	votes|Jill Stein & Ajamu Baraka
Berwyn Ward 1 Precinct 5	454	100	326	22	6
Berwyn Ward 2 Precinct 1	340	79	241	10	10
Berwyn Ward 2 Precinct 2	577	130	435	4	8
Berwyn Ward 2 Precinct 3	746	167	536	24	19
Berwyn Ward 2 Precinct 4	998	195	762	22	19
Berwyn Ward 3 Precinct 1	599	135	436	15	13
Berwyn Ward 3 Precinct 2	420	112	287	14	7
Berwyn Ward 3 Precinct 3	473	125	323	16	9
Berwyn Ward 3 Precinct 4	622	136	460	14	12
Berwyn Ward 3 Precinct 5	746	148	549	27	22
Berwyn Ward 4 Precinct 1	402	74	315	7	6
Berwyn Ward 4 Precinct 2	649	150	478	11	10
Berwyn Ward 4 Precinct 3	811	131	636	29	15
Berwyn Ward 4 Precinct 4	424	94	312	9	9
Berwyn Ward 5 Precinct 1	939	116	800	7	16
Berwyn Ward 5 Precinct 2	564	80	458	15	11
Berwyn Ward 5 Precinct 3	493	61	418	8	6
Berwyn Ward 6 Precinct 1	338	67	254	10	7
Berwyn Ward 6 Precinct 2	427	71	338	7	11
Berwyn Ward 6 Precinct 3	576	60	488	14	14
Berwyn Ward 6 Precinct 4	690	86	568	19	17
Berwyn Ward 7 Precinct 1	547	78	441	16	12
Berwyn Ward 7 Precinct 2	542	76	456	3	7
Berwyn Ward 7 Precinct 3	699	135	525	16	23
Berwyn Ward 7 Precinct 4	716	89	582	22	23
Berwyn Ward 8 Precinct 1	954	159	755	29	11
Berwyn Ward 8 Precinct 2	612	101	489	14	8
Berwyn Ward 8 Precinct 3	364	38	308	9	9
Bloom 1	711	190	479	32	10
Bloom 2	704	196	464	32	12
Bloom 3	544	99	425	12	8
Bloom 4	630	63	555	5	7
Bloom 5	448	184	250	9	5
Bloom 6	354	10	337	1	6
Bloom 7	697	240	430	16	11
Bloom 8	642	244	368	23	7
Bloom 9	642	280	338	14	10
Bloom 10	316	4	309	2	1
Bloom 11	442	180	235	18	9
Bloom 12	688	118	555	7	8
Bloom 13	984	123	830	22	9
Bloom 14	877	278	562	25	12
Bloom 15	564	167	379	11	7
Bloom 16	632	138	481	8	5
Bloom 17	514	37	467	6	4
Bloom 18	563	175	358	16	14
Bloom 19	609	96	481	22	10
Bloom 20	604	177	393	25	9
Bloom 21	205	4	196	3	2
Bloom 22	555	127	405	14	9
Bloom 23	683	57	612	7	7
Bloom 24	1138	193	909	25	11
Bloom 25	541	77	450	7	7
Bloom 26	510	114	385	8	3
Bloom 27	664	74	566	14	10
Bloom 28	586	198	369	16	3
Bloom 29	325	2	323	0	0
Bloom 30	765	133	596	26	10
Bloom 31	628	242	361	21	4
Bloom 32	478	56	418	2	2
Bloom 33	540	56	470	7	7
Bloom 34	391	38	345	5	3
Bloom 35	353	44	303	3	3
Bloom 36	795	57	722	11	5
Bloom 37	362	32	326	1	3
Bloom 38	1393	124	1243	14	12
Bloom 39	536	43	479	8	6
Bloom 40	400	62	319	15	4
Bloom 41	738	65	652	11	10
Bloom 42	541	71	461	6	3
Bloom 43	568	38	526	2	2
Bloom 44	758	252	484	18	4
Bloom 45	885	107	750	20	8
Bloom 46	545	61	473	5	6
Bloom 47	780	239	496	33	12
Bloom 48	451	57	384	8	2
Bloom 49	603	22	574	2	5
Bloom 50	568	124	425	12	7
Bloom 51	338	20	314	1	3
Bloom 52	553	9	532	5	7
Bloom 53	385	98	281	5	1
Bloom 54	645	182	441	15	7
Bloom 55	551	51	489	6	5
Bloom 56	547	198	331	12	6
Bloom 57	630	166	442	17	5
Bloom 58	448	57	384	5	2
Bloom 59	481	89	372	11	9
Bloom 60	522	22	492	2	6
Bloom 61	618	214	381	12	11
Bremen 1	573	15	551	2	5
Bremen 2	677	318	306	40	13
Bremen 3	560	256	285	13	6
Bremen 4	604	256	317	22	9
Bremen 5	446	157	268	12	9
Bremen 6	457	147	280	22	8
Bremen 7	403	30	362	3	8
Bremen 8	495	23	463	4	5
Bremen 9	517	253	234	22	8
Bremen 10	750	359	349	23	19
Bremen 11	683	304	343	26	10
Bremen 12	508	42	459	4	3
Bremen 13	684	269	390	16	9
Bremen 14	493	141	337	6	9
Bremen 15	471	93	356	17	5
Bremen 16	624	361	238	22	3
Bremen 17	558	6	545	3	4
Bremen 18	941	400	480	43	18
Bremen 19	214	3	211	0	0
Bremen 20	479	218	237	18	6
Bremen 21	739	156	560	13	10
Bremen 22	513	250	230	26	7
Bremen 23	256	1	253	2	0
Bremen 24	516	280	202	27	7
Bremen 25	819	370	405	31	13
Bremen 26	543	80	434	18	11
Bremen 27	703	260	411	25	7
Bremen 28	476	196	248	22	10
Bremen 29	835	36	794	3	2
Bremen 30	663	327	298	24	14
Bremen 31	621	39	574	5	3
Bremen 32	550	26	513	4	7
Bremen 33	585	289	259	28	9
Bremen 34	863	454	353	40	16
Bremen 35	415	12	397	0	6
Bremen 36	443	254	166	18	5
Bremen 37	410	46	351	5	8
Bremen 38	546	5	535	2	4
Bremen 39	447	25	413	6	3
Bremen 40	891	80	793	11	7
Bremen 41	397	169	208	12	8
Bremen 42	839	415	375	36	13
Bremen 43	515	107	397	8	3
Bremen 44	469	26	430	5	8
Bremen 45	371	15	344	5	7
Bremen 46	617	342	245	18	12
Bremen 47	493	18	467	3	5
Bremen 48	508	32	472	3	1
Bremen 49	507	12	485	6	4
Bremen 50	689	344	312	26	7
Bremen 51	764	43	710	8	3
Bremen 52	536	225	279	20	12
Bremen 53	409	186	203	13	7
Bremen 54	503	233	237	27	6
Bremen 55	507	86	404	10	7
Bremen 56	665	29	625	7	4
Bremen 57	663	350	267	34	12
Bremen 58	774	364	367	31	12
Bremen 59	578	249	301	20	8
Bremen 60	528	265	232	19	12
Bremen 61	613	285	286	28	14
Bremen 62	668	272	374	16	6
Bremen 63	800	43	744	6	7
Bremen 64	717	346	337	24	10
Bremen 65	301	4	290	4	3
Bremen 66	448	8	435	3	2
Bremen 67	857	437	379	35	6
Bremen 68	433	254	158	17	4
Bremen 69	612	223	363	14	12
Bremen 70	412	25	380	2	5
Bremen 71	441	26	411	3	1
Bremen 72	401	203	185	9	4
Bremen 73	653	260	363	23	7
Bremen 74	723	276	422	21	4
Bremen 75	689	116	548	17	8
Bremen 76	502	237	235	27	3
Bremen 77	971	447	476	32	16
Bremen 78	538	23	507	4	4
Bremen 79	657	333	294	19	11
Bremen 80	553	16	529	2	6
Calumet 1	667	57	586	12	12
Calumet 2	631	96	502	8	25
Calumet 3	635	31	587	8	9
Calumet 4	648	14	623	4	7
Calumet 5	513	18	486	5	4
Calumet 6	862	71	770	8	13
Calumet 7	704	97	586	12	9
Calumet 8	469	57	394	7	11
Calumet 9	492	14	472	2	4
Calumet 10	672	14	654	3	1
Calumet 11	886	17	860	4	5
Calumet 12	470	9	452	4	5
Cicero 1	839	68	742	9	20
Cicero 2	358	15	332	7	4
Cicero 3	505	54	430	12	9
Cicero 4	631	53	560	11	7
Cicero 5	717	147	542	8	20
Cicero 6	618	118	477	14	9
Cicero 7	466	32	419	7	8
Cicero 8	355	35	295	10	15
Cicero 9	726	51	658	11	6
Cicero 10	746	83	631	10	22
Cicero 11	655	130	492	18	15
Cicero 12	528	104	405	11	8
Cicero 13	538	144	371	10	13
Cicero 14	549	79	441	17	12
Cicero 15	634	76	531	14	13
Cicero 16	496	56	422	6	12
Cicero 17	763	71	672	8	12
Cicero 18	447	50	378	6	13
Cicero 19	826	130	663	16	17
Cicero 20	469	69	394	2	4
Cicero 21	649	85	538	14	12
Cicero 22	499	43	434	11	11
Cicero 23	761	86	649	11	15
Cicero 24	720	60	639	7	14
Cicero 25	555	69	468	8	10
Cicero 26	444	52	370	8	14
Cicero 27	661	72	561	14	14
Cicero 28	666	45	601	7	13
Cicero 29	611	50	531	12	18
Cicero 30	541	33	480	15	13
Cicero 31	527	49	451	11	16
Cicero 32	521	55	441	9	16
Elk Grove 1	557	153	363	28	13
Elk Grove 2	566	181	354	21	10
Elk Grove 3	783	322	431	25	5
Elk Grove 4	707	238	428	28	13
Elk Grove 5	925	339	539	40	7
Elk Grove 6	496	166	304	19	7
Elk Grove 7	740	238	451	45	6
Elk Grove 8	604	267	307	23	7
Elk Grove 9	652	305	323	22	2
Elk Grove 10	942	346	527	59	10
Elk Grove 11	744	313	387	36	8
Elk Grove 12	445	239	176	26	4
Elk Grove 13	636	223	373	27	13
Elk Grove 14	779	321	421	29	8
Elk Grove 15	568	244	282	32	10
Elk Grove 16	765	313	418	26	8
Elk Grove 17	643	228	383	21	11
Elk Grove 18	885	379	468	32	6
Elk Grove 19	819	341	430	42	6
Elk Grove 20	727	311	371	34	11
Elk Grove 21	591	200	361	20	10
Elk Grove 22	676	199	448	17	12
Elk Grove 23	1030	426	549	42	13
Elk Grove 24	625	244	354	22	5
Elk Grove 25	590	244	314	27	5
Elk Grove 26	561	231	300	18	12
Elk Grove 27	840	398	398	29	15
Elk Grove 28	662	209	418	19	16
Elk Grove 29	645	290	321	27	7
Elk Grove 30	638	280	320	29	9
Elk Grove 31	444	141	287	13	3
Elk Grove 32	526	178	323	12	13
Elk Grove 33	432	199	213	15	5
Elk Grove 34	1106	372	661	61	12
Elk Grove 35	634	263	341	16	14
Elk Grove 36	529	129	384	13	3
Elk Grove 37	853	348	471	20	14
Elk Grove 38	487	99	363	12	13
Elk Grove 39	918	293	576	24	25
Elk Grove 40	667	221	407	29	10
Elk Grove 41	512	229	256	20	7
Elk Grove 42	630	173	418	26	13
Elk Grove 43	579	233	323	20	3
Elk Grove 44	592	268	302	16	6
Elk Grove 45	591	260	294	30	7
Elk Grove 46	510	253	231	21	5
Elk Grove 47	816	349	417	40	10
Elk Grove 48	459	177	251	27	4
Elk Grove 49	857	314	496	30	17
Elk Grove 50	413	129	264	10	10
Elk Grove 51	915	438	428	34	15
Elk Grove 52	331	90	222	12	7
Evanston Ward 1 Precinct 1	705	25	657	15	8
Evanston Ward 1 Precinct 2	790	76	691	16	7
Evanston Ward 1 Precinct 3	739	59	655	22	3
Evanston Ward 1 Precinct 4	1108	102	957	39	10
Evanston Ward 2 Precinct 1	1375	104	1211	44	16
Evanston Ward 2 Precinct 2	542	17	499	11	15
Evanston Ward 2 Precinct 3	742	23	705	3	11
Evanston Ward 2 Precinct 4	929	28	877	13	11
Evanston Ward 2 Precinct 5	632	30	577	10	15
Evanston Ward 3 Precinct 1	810	64	704	30	12
Evanston Ward 3 Precinct 2	936	85	806	33	12
Evanston Ward 3 Precinct 3	830	66	732	15	17
Evanston Ward 3 Precinct 4	454	35	399	12	8
Evanston Ward 3 Precinct 5	813	67	698	33	15
Evanston Ward 3 Precinct 6	762	65	665	15	17
Evanston Ward 3 Precinct 7	654	47	575	21	11
Evanston Ward 4 Precinct 1	431	21	385	12	13
Evanston Ward 4 Precinct 2	687	40	611	16	20
Evanston Ward 4 Precinct 3	551	39	487	17	8
Evanston Ward 4 Precinct 4	1078	73	963	29	13
Evanston Ward 4 Precinct 5	433	36	379	13	5
Evanston Ward 4 Precinct 6	1020	86	880	29	25
Evanston Ward 5 Precinct 1	700	17	660	11	12
Evanston Ward 5 Precinct 2	1052	69	930	32	21
Evanston Ward 5 Precinct 3	743	19	695	12	17
Evanston Ward 5 Precinct 4	444	11	423	4	6
Evanston Ward 6 Precinct 1	1126	116	954	41	15
Evanston Ward 6 Precinct 2	588	54	503	26	5
Evanston Ward 6 Precinct 3	639	71	530	27	11
Evanston Ward 6 Precinct 4	784	57	692	23	12
Evanston Ward 6 Precinct 5	1003	91	867	27	18
Evanston Ward 6 Precinct 6	618	109	487	22	0
Evanston Ward 6 Precinct 7	940	75	824	30	11
Evanston Ward 7 Precinct 1	1115	90	976	29	20
Evanston Ward 7 Precinct 2	1175	115	1002	37	21
Evanston Ward 7 Precinct 3	498	35	430	24	9
Evanston Ward 7 Precinct 4	536	31	489	11	5
Evanston Ward 7 Precinct 5	1021	82	888	40	11
Evanston Ward 7 Precinct 6	169	5	153	9	2
Evanston Ward 8 Precinct 1	894	67	805	8	14
Evanston Ward 8 Precinct 2	713	50	634	12	17
Evanston Ward 8 Precinct 3	636	39	572	10	15
Evanston Ward 8 Precinct 4	748	57	665	11	15
Evanston Ward 8 Precinct 5	971	63	868	16	24
Evanston Ward 9 Precinct 1	616	46	542	8	20
Evanston Ward 9 Precinct 2	654	29	600	14	11
Evanston Ward 9 Precinct 3	1020	72	899	32	17
Evanston Ward 9 Precinct 4	825	52	727	17	29
Evanston Ward 9 Precinct 5	533	39	475	11	8
Evanston Ward 9 Precinct 6	720	59	635	8	18
Hanover 1	1030	339	649	30	12
Hanover 2	821	319	473	23	6
Hanover 3	348	87	242	12	7
Hanover 4	777	264	475	29	9
Hanover 5	742	269	432	24	17
Hanover 6	635	198	406	28	3
Hanover 7	741	244	460	26	11
Hanover 8	642	254	348	23	17
Hanover 9	701	275	390	30	6
Hanover 10	415	134	261	12	8
Hanover 11	702	194	470	29	9
Hanover 12	542	112	399	19	12
Hanover 13	514	171	324	13	6
Hanover 14	870	316	508	36	10
Hanover 15	598	143	428	20	7
Hanover 16	938	393	500	30	15
Hanover 17	558	218	311	21	8
Hanover 18	695	202	463	20	10
Hanover 19	614	272	321	14	7
Hanover 20	1139	433	651	50	5
Hanover 21	474	195	258	17	4
Hanover 22	681	242	397	32	10
Hanover 23	730	284	402	27	17
Hanover 24	715	158	521	22	14
Hanover 25	600	228	339	25	8
Hanover 26	996	395	544	41	16
Hanover 27	2018	755	1183	58	22
Hanover 28	957	357	565	29	6
Hanover 29	473	104	357	8	4
Hanover 30	748	249	447	37	15
Hanover 31	569	271	272	23	3
Hanover 32	571	161	386	17	7
Hanover 33	711	223	448	25	15
Hanover 34	875	285	539	36	15
Hanover 35	745	180	528	22	15
Hanover 36	533	178	320	21	14
Hanover 37	984	350	557	55	22
Hanover 38	803	290	462	42	9
Hanover 39	826	273	514	23	16
Hanover 40	808	298	454	36	20
Hanover 41	1000	344	605	39	12
Hanover 42	726	302	382	29	13
Hanover 43	778	283	459	27	9
Hanover 44	909	392	455	42	20
Lemont 1	772	475	255	34	8
Lemont 2	579	325	228	20	6
Lemont 3	847	540	259	38	10
Lemont 4	760	461	265	30	4
Lemont 5	744	360	335	33	16
Lemont 6	791	436	312	30	13
Lemont 7	599	303	259	28	9
Lemont 8	834	415	369	37	13
Lemont 9	517	346	141	23	7
Lemont 10	531	254	232	30	15
Lemont 11	1006	589	365	46	6
Lemont 12	1201	708	436	47	10
Lemont 13	996	623	329	38	6
Lemont 14	732	457	239	32	4
Leyden 1	500	175	303	11	11
Leyden 2	400	155	233	9	3
Leyden 3	829	331	474	13	11
Leyden 4	596	167	404	15	10
Leyden 5	636	200	402	28	6
Leyden 6	829	286	515	16	12
Leyden 7	358	116	223	10	9
Leyden 8	754	268	452	23	11
Leyden 9	878	396	450	24	8
Leyden 10	831	302	496	27	6
Leyden 11	714	304	374	23	13
Leyden 12	760	503	232	20	5
Leyden 13	708	232	447	20	9
Leyden 14	535	220	293	16	6
Leyden 15	713	250	428	21	14
Leyden 16	759	254	474	17	14
Leyden 17	605	251	331	13	10
Leyden 18	442	156	261	18	7
Leyden 19	692	247	405	22	18
Leyden 20	365	159	188	14	4
Leyden 21	466	68	388	4	6
Leyden 22	516	258	231	22	5
Leyden 23	1120	475	593	43	9
Leyden 24	765	207	530	17	11
Leyden 25	482	218	249	5	10
Leyden 26	1019	405	572	29	13
Leyden 27	185	72	104	7	2
Leyden 28	344	96	234	7	7
Leyden 29	450	92	333	18	7
Leyden 30	821	375	396	33	17
Leyden 31	714	203	469	25	17
Leyden 32	762	250	479	21	12
Leyden 33	713	242	440	21	10
Leyden 34	541	191	333	11	6
Leyden 35	326	96	211	17	2
Leyden 36	672	227	410	19	16
Leyden 37	507	205	274	12	16
Leyden 38	276	114	146	10	6
Leyden 39	461	167	270	14	10
Leyden 40	630	195	405	23	7
Leyden 41	363	85	267	6	5
Leyden 42	710	377	303	21	9
Leyden 43	492	166	303	15	8
Leyden 44	624	260	339	20	5
Leyden 45	596	231	333	21	11
Leyden 46	598	189	375	27	7
Leyden 47	632	225	388	12	7
Leyden 48	775	222	516	26	11
Leyden 49	968	380	552	22	14
Leyden 50	826	272	507	32	15
Lyons 1	78	21	52	5	0
Lyons 2	555	183	344	20	8
Lyons 3	596	228	341	16	11
Lyons 4	981	297	610	50	24
Lyons 5	703	271	402	23	7
Lyons 6	459	167	268	15	9
Lyons 7	583	60	489	15	19
Lyons 8	377	144	221	9	3
Lyons 9	763	170	553	32	8
Lyons 10	572	175	362	27	8
Lyons 11	487	136	313	33	5
Lyons 12	469	243	198	22	6
Lyons 13	284	9	272	3	0
Lyons 14	806	243	500	52	11
Lyons 15	740	205	481	45	9
Lyons 16	1103	274	760	52	17
Lyons 17	433	196	222	13	2
Lyons 18	577	174	355	41	7
Lyons 19	702	230	440	22	10
Lyons 20	1057	364	602	73	18
Lyons 21	1018	313	627	70	8
Lyons 22	448	134	298	9	7
Lyons 23	789	426	331	26	6
Lyons 24	557	205	292	42	18
Lyons 25	658	285	331	34	8
Lyons 26	443	181	225	28	9
Lyons 27	596	316	234	37	9
Lyons 28	790	395	352	39	4
Lyons 29	609	318	275	9	7
Lyons 30	125	63	52	7	3
Lyons 31	667	290	324	44	9
Lyons 32	286	149	126	7	4
Lyons 33	258	131	114	10	3
Lyons 34	328	128	184	13	3
Lyons 35	645	360	265	12	8
Lyons 36	673	372	260	32	9
Lyons 37	477	167	277	22	11
Lyons 38	329	118	199	7	5
Lyons 39	671	198	422	42	9
Lyons 40	546	175	327	41	3
Lyons 41	469	252	185	27	5
Lyons 42	633	242	334	50	7
Lyons 43	572	203	320	43	6
Lyons 44	1026	424	536	55	11
Lyons 45	917	303	552	36	26
Lyons 46	579	306	249	20	4
Lyons 47	649	232	371	35	11
Lyons 48	638	254	356	18	10
Lyons 49	460	241	177	25	17
Lyons 50	753	268	437	36	12
Lyons 51	557	239	292	17	9
Lyons 52	712	305	372	23	12
Lyons 53	689	343	306	30	10
Lyons 54	368	143	198	19	8
Lyons 55	720	319	351	41	9
Lyons 56	930	235	663	20	12
Lyons 57	719	126	565	13	15
Lyons 58	593	283	288	9	13
Lyons 59	586	191	362	17	16
Lyons 60	982	102	856	9	15
Lyons 61	663	292	326	26	19
Lyons 62	320	192	104	18	6
Lyons 63	977	519	411	39	8
Lyons 64	627	237	359	17	14
Lyons 65	827	393	402	22	10
Lyons 66	436	132	283	16	5
Lyons 67	728	245	453	21	9
Lyons 68	512	189	301	10	12
Lyons 69	863	360	459	36	8
Lyons 70	592	20	561	2	9
Lyons 71	349	111	220	12	6
Lyons 72	830	288	481	51	10
Lyons 73	623	256	341	18	8
Lyons 74	372	155	200	10	7
Lyons 75	493	207	268	10	8
Lyons 76	518	227	270	13	8
Lyons 77	576	281	274	14	7
Lyons 78	459	238	199	17	5
Maine 1	570	194	360	11	5
Maine 2	616	194	400	8	14
Maine 3	382	150	213	11	8
Maine 4	665	238	391	30	6
Maine 5	964	295	647	15	7
Maine 6	969	317	608	28	16
Maine 7	528	186	301	32	9
Maine 8	765	309	418	30	8
Maine 9	1028	298	666	43	21
Maine 10	482	158	285	35	4
Maine 11	464	179	264	18	3
Maine 12	457	157	265	24	11
Maine 13	652	250	367	28	7
Maine 14	815	281	482	35	17
Maine 15	409	130	271	3	5
Maine 16	471	170	274	18	9
Maine 17	678	251	391	29	7
Maine 18	579	195	348	26	10
Maine 19	438	172	251	11	4
Maine 20	368	118	221	21	8
Maine 21	860	317	493	40	10
Maine 22	843	311	480	41	11
Maine 23	700	253	409	21	17
Maine 24	861	305	509	38	9
Maine 25	738	221	466	38	13
Maine 26	560	210	320	20	10
Maine 27	455	157	281	14	3
Maine 28	405	90	295	14	6
Maine 29	1008	439	502	43	24
Maine 30	1472	550	843	58	21
Maine 31	686	259	399	19	9
Maine 32	431	212	203	13	3
Maine 33	588	127	452	7	2
Maine 34	811	256	515	26	14
Maine 35	562	143	384	29	6
Maine 36	637	284	321	25	7
Maine 37	701	319	346	34	2
Maine 38	542	212	300	19	11
Maine 39	729	298	394	28	9
Maine 40	717	249	450	15	3
Maine 41	557	228	293	23	13
Maine 42	939	340	542	50	7
Maine 43	545	268	243	28	6
Maine 44	442	156	256	25	5
Maine 45	330	96	225	4	5
Maine 46	724	337	364	17	6
Maine 47	700	218	446	25	11
Maine 48	770	264	455	36	15
Maine 49	651	237	397	13	4
Maine 50	582	239	311	25	7
Maine 51	723	262	434	22	5
Maine 52	597	187	375	28	7
Maine 53	607	180	392	21	14
Maine 54	660	240	380	32	8
Maine 55	587	276	290	17	4
Maine 56	866	311	508	29	18
Maine 57	581	176	391	9	5
Maine 58	796	365	400	16	15
Maine 59	672	299	346	17	10
Maine 60	1188	547	577	52	12
Maine 61	402	170	214	12	6
Maine 62	380	120	253	6	1
Maine 63	491	189	289	8	5
Maine 64	523	214	287	17	5
Maine 65	492	214	247	19	12
Maine 66	347	157	174	12	4
Maine 67	945	472	419	40	14
Maine 68	467	165	271	16	15
Maine 69	729	293	406	18	12
Maine 70	809	237	549	14	9
Maine 71	374	133	227	10	4
Maine 72	542	242	268	28	4
Maine 73	289	140	144	3	2
Maine 74	541	183	336	16	6
Maine 75	625	282	313	25	5
Maine 76	366	157	196	8	5
Maine 77	1010	410	533	47	20
Maine 78	680	183	482	11	4
Maine 79	692	155	506	15	16
Maine 80	571	227	313	23	8
Maine 81	529	208	312	8	1
Maine 82	584	217	332	21	14
Maine 83	480	220	247	11	2
Maine 84	426	158	256	8	4
Maine 85	363	149	200	9	5
Maine 86	589	145	421	17	6
Maine 87	419	162	234	18	5
Maine 88	440	232	185	18	5
Maine 89	539	209	312	6	12
Maine 90	415	209	194	8	4
Maine 91	955	350	553	33	19
Maine 92	601	237	341	14	9
New Trier 1	1092	198	836	51	7
New Trier 2	1158	211	909	30	8
New Trier 3	759	150	566	32	11
New Trier 4	955	161	740	44	10
New Trier 5	618	112	476	27	3
New Trier 6	555	100	432	19	4
New Trier 7	738	192	508	35	3
New Trier 8	622	201	378	37	6
New Trier 9	817	231	520	53	13
New Trier 10	727	207	469	45	6
New Trier 11	928	291	550	75	12
New Trier 12	841	248	525	58	10
New Trier 13	1009	294	653	45	17
New Trier 14	869	257	542	61	9
New Trier 15	1011	292	649	57	13
New Trier 16	1044	302	652	81	9
New Trier 17	731	155	541	26	9
New Trier 18	576	137	397	27	15
New Trier 19	567	235	265	59	8
New Trier 20	1034	330	632	52	20
New Trier 21	851	191	626	29	5
New Trier 22	734	288	383	52	11
New Trier 23	791	316	406	60	9
New Trier 24	949	211	707	16	15
New Trier 25	642	152	423	60	7
New Trier 26	558	104	437	14	3
New Trier 27	765	142	573	40	10
New Trier 28	644	184	424	29	7
New Trier 29	698	193	457	45	3
New Trier 30	956	236	636	74	10
New Trier 31	791	147	599	36	9
New Trier 32	673	120	516	31	6
New Trier 33	887	150	679	50	8
New Trier 34	639	170	448	16	5
New Trier 35	461	129	313	17	2
New Trier 36	956	168	731	53	4
New Trier 37	755	140	566	45	4
New Trier 38	763	129	584	39	11
New Trier 39	535	143	376	13	3
New Trier 40	464	134	302	24	4
New Trier 41	613	202	363	42	6
Niles 1	764	338	388	28	10
Niles 2	873	325	508	23	17
Niles 3	1082	391	619	63	9
Niles 4	654	250	389	7	8
Niles 5	446	176	260	5	5
Niles 6	670	295	341	28	6
Niles 7	1063	262	770	21	10
Niles 8	316	76	231	6	3
Niles 9	514	213	289	11	1
Niles 10	799	231	523	23	22
Niles 11	384	122	236	22	4
Niles 12	560	121	425	8	6
Niles 13	814	342	432	26	14
Niles 14	879	172	672	22	13
Niles 15	830	225	569	15	21
Niles 16	975	234	712	16	13
Niles 17	816	176	604	25	11
Niles 18	452	75	356	12	9
Niles 19	742	229	473	33	7
Niles 20	672	208	433	25	6
Niles 21	990	147	801	30	12
Niles 22	718	210	480	15	13
Niles 23	755	184	544	19	8
Niles 24	917	240	657	13	7
Niles 25	474	117	330	19	8
Niles 26	864	293	531	27	13
Niles 27	684	121	535	9	19
Niles 28	742	144	563	27	8
Niles 29	515	117	390	6	2
Niles 30	620	197	404	7	12
Niles 31	774	147	584	23	20
Niles 32	354	99	246	6	3
Niles 33	884	147	693	21	23
Niles 34	750	187	539	15	9
Niles 35	827	225	568	20	14
Niles 36	481	77	387	10	7
Niles 37	747	169	548	20	10
Niles 38	1232	370	798	47	17
Niles 39	854	238	588	15	13
Niles 40	406	160	228	15	3
Niles 41	848	207	616	16	9
Niles 42	724	155	545	16	8
Niles 43	957	378	545	19	15
Niles 44	841	171	657	2	11
Niles 45	548	121	407	11	9
Niles 46	843	249	565	17	12
Niles 47	413	74	320	15	4
Niles 48	727	157	551	10	9
Niles 49	878	90	757	22	9
Niles 50	860	274	548	25	13
Niles 51	450	147	288	11	4
Niles 52	615	192	405	6	12
Niles 53	1011	256	715	30	10
Niles 54	455	131	295	24	5
Niles 55	442	74	351	11	6
Niles 56	935	333	576	19	7
Niles 57	907	281	583	27	16
Niles 58	833	250	541	30	12
Niles 59	1050	317	690	24	19
Niles 60	1086	291	773	12	10
Niles 61	1025	276	724	16	9
Niles 62	476	118	343	4	11
Niles 63	855	167	659	21	8
Niles 64	999	248	718	22	11
Northfield 1	949	314	612	17	6
Northfield 2	690	202	442	33	13
Northfield 3	518	153	344	17	4
Northfield 4	747	270	433	39	5
Northfield 5	552	245	278	26	3
Northfield 6	769	302	405	59	3
Northfield 7	1009	302	660	39	8
Northfield 8	808	320	430	44	14
Northfield 9	548	203	299	38	8
Northfield 10	677	194	444	32	7
Northfield 11	432	144	272	11	5
Northfield 12	1155	423	655	63	14
Northfield 13	658	238	388	22	10
Northfield 14	589	196	369	19	5
Northfield 15	562	149	377	29	7
Northfield 16	867	249	578	34	6
Northfield 17	652	180	451	15	6
Northfield 18	973	247	672	43	11
Northfield 19	761	242	471	37	11
Northfield 20	701	227	447	21	6
Northfield 21	1030	314	651	49	16
Northfield 22	793	204	559	22	8
Northfield 23	546	227	278	37	4
Northfield 24	678	222	408	40	8
Northfield 25	659	222	409	21	7
Northfield 26	654	184	435	24	11
Northfield 27	748	231	490	17	10
Northfield 28	1109	330	720	46	13
Northfield 29	627	177	413	30	7
Northfield 30	772	228	487	51	6
Northfield 31	928	370	493	55	10
Northfield 32	1055	321	679	39	16
Northfield 33	517	193	309	10	5
Northfield 34	584	207	343	32	2
Northfield 35	759	291	422	39	7
Northfield 36	544	185	332	22	5
Northfield 37	852	322	477	46	7
Northfield 38	609	191	376	30	12
Northfield 39	441	164	259	15	3
Northfield 40	487	193	274	13	7
Northfield 41	650	182	432	30	6
Northfield 42	636	260	340	29	7
Northfield 43	761	193	551	16	1
Northfield 44	556	158	359	34	5
Northfield 45	896	262	575	45	14
Northfield 46	978	282	607	74	15
Northfield 47	953	249	669	31	4
Northfield 48	726	257	428	34	7
Northfield 49	590	139	427	21	3
Northfield 50	938	327	565	34	12
Northfield 51	1677	573	1004	86	14
Northfield 52	654	196	419	30	9
Northfield 53	751	205	536	9	1
Northfield 54	580	106	459	9	6
Northfield 55	649	119	515	12	3
Northfield 56	940	360	522	40	18
Northfield 57	516	177	310	17	12
Northfield 58	417	154	247	12	4
Northfield 59	730	231	467	27	5
Northfield 60	828	191	612	19	6
Northfield 61	553	229	307	13	4
Northfield 62	802	247	500	46	9
Norwood Park 1	745	292	427	14	12
Norwood Park 2	715	320	353	24	18
Norwood Park 3	743	270	440	26	7
Norwood Park 4	836	412	394	23	7
Norwood Park 5	600	297	274	21	8
Norwood Park 6	947	482	425	29	11
Norwood Park 7	607	312	269	18	8
Norwood Park 8	508	285	200	16	7
Norwood Park 9	494	248	223	19	4
