Precinct	total_votes	votes|Kim Foxx	votes|Patrick W. ''Pat'' O'Brien	votes|Brian Dennehy
Schaumburg 12	763	350	371	42
Schaumburg 13	553	186	331	36
Schaumburg 14	802	257	489	56
Schaumburg 15	743	252	412	79
Schaumburg 16	905	389	443	73
Schaumburg 17	700	259	400	41
Schaumburg 18	654	327	268	59
Schaumburg 19	540	263	235	42
Schaumburg 20	565	186	342	37
Schaumburg 21	953	299	582	72
Schaumburg 22	805	436	289	80
Schaumburg 23	790	325	404	61
Schaumburg 24	865	253	539	73
Schaumburg 25	714	308	365	41
Schaumburg 26	800	293	443	64
Schaumburg 27	687	349	283	55
Schaumburg 28	826	307	441	78
Schaumburg 29	836	282	499	55
Schaumburg 30	628	210	381	37
Schaumburg 31	958	353	518	87
Schaumburg 32	890	311	507	72
Schaumburg 33	591	169	389	33
Schaumburg 34	810	459	289	62
Schaumburg 35	527	200	266	61
Schaumburg 36	514	201	273	40
Schaumburg 37	490	154	295	41
Schaumburg 38	674	281	339	54
Schaumburg 39	1,020	331	622	67
Schaumburg 40	660	200	416	44
Schaumburg 41	652	249	370	33
Schaumburg 42	924	466	376	82
Schaumburg 43	622	366	210	46
Schaumburg 44	922	551	291	80
Schaumburg 45	841	371	399	71
Schaumburg 46	530	192	296	42
Schaumburg 47	701	208	449	44
Schaumburg 48	641	255	350	36
Schaumburg 49	563	228	294	41
Schaumburg 50	519	148	345	26
Schaumburg 51	555	306	213	36
Schaumburg 52	1,021	299	647	75
Schaumburg 53	693	235	402	56
Schaumburg 54	907	346	533	28
Schaumburg 55	626	207	382	37
Schaumburg 56	809	258	500	51
Schaumburg 57	954	258	637	59
Schaumburg 58	518	172	305	41
Schaumburg 59	951	241	657	53
Schaumburg 60	566	273	246	47
Schaumburg 61	1,062	382	585	95
Schaumburg 62	900	378	437	85
Schaumburg 63	668	209	419	40
Schaumburg 64	672	216	405	51
Schaumburg 65	601	207	362	32
Schaumburg 66	687	199	434	54
Schaumburg 67	731	263	411	57
Schaumburg 68	700	250	406	44
Schaumburg 69	590	168	383	39
Schaumburg 70	632	159	431	42
Schaumburg 71	708	305	361	42
Schaumburg 72	693	262	369	62
Schaumburg 73	890	322	503	65
Schaumburg 74	568	155	375	38
Schaumburg 75	592	169	390	33
Schaumburg 76	736	189	494	53
Schaumburg 77	962	369	509	84
Schaumburg 78	666	298	324	44
Stickney 1	365	109	222	34
Stickney 2	522	195	269	58
Stickney 3	978	343	557	78
Stickney 4	791	252	481	58
Stickney 5	874	284	520	70
Stickney 6	984	300	605	79
Stickney 7	430	187	208	35
Stickney 8	694	247	380	67
Stickney 9	654	207	387	60
Stickney 10	788	286	415	87
Stickney 11	753	225	461	67
Stickney 12	748	276	399	73
Stickney 13	610	216	332	62
Stickney 14	882	266	548	68
Stickney 15	815	285	432	98
Stickney 16	821	313	407	101
Stickney 17	485	182	248	55
Stickney 18	427	153	236	38
Stickney 19	627	245	304	78
Stickney 20	566	215	297	54
Thornton 1	341	299	27	15
Thornton 2	303	229	55	19
Thornton 3	632	488	94	50
Thornton 4	691	627	43	21
Thornton 5	492	372	82	38
Thornton 6	743	661	58	24
Thornton 7	501	453	27	21
Thornton 8	649	589	40	20
Thornton 9	295	268	17	10
Thornton 10	606	462	98	46
Thornton 11	336	260	48	28
Thornton 12	524	407	80	37
Thornton 13	598	378	172	48
Thornton 14	640	431	155	54
Thornton 15	562	484	53	25
Thornton 16	650	332	264	54
Thornton 17	782	516	207	59
Thornton 18	996	504	432	60
Thornton 19	810	549	226	35
Thornton 20	493	188	261	44
Thornton 21	869	694	133	42
Thornton 22	532	482	29	21
Thornton 23	559	413	102	44
Thornton 24	765	396	299	70
Thornton 25	635	329	256	50
Thornton 26	560	358	174	28
Thornton 27	772	659	95	18
Thornton 28	434	356	59	19
Thornton 29	309	288	10	11
Thornton 30	366	330	22	14
Thornton 31	217	152	53	12
Thornton 32	445	398	27	20
Thornton 33	561	507	30	24
Thornton 34	838	756	46	36
Thornton 35	877	731	101	45
Thornton 36	275	259	10	6
Thornton 37	721	486	199	36
Thornton 38	848	676	125	47
Thornton 39	408	376	19	13
Thornton 40	410	359	35	16
Thornton 41	387	328	47	12
Thornton 42	371	341	19	11
Thornton 43	569	297	237	35
Thornton 44	418	363	29	26
Thornton 45	512	479	18	15
Thornton 46	630	561	43	26
Thornton 47	510	299	179	32
Thornton 48	560	506	23	31
Thornton 49	307	279	12	16
Thornton 50	510	376	108	26
Thornton 51	551	260	245	46
Thornton 52	594	547	29	18
Thornton 53	409	352	35	22
Thornton 54	885	729	125	31
Thornton 55	446	391	42	13
Thornton 56	578	411	139	28
Thornton 57	464	194	224	46
Thornton 58	676	515	120	41
Thornton 59	413	350	45	18
Thornton 60	372	328	26	18
Thornton 61	396	318	59	19
Thornton 62	229	101	93	35
Thornton 63	365	271	81	13
Thornton 64	463	433	18	12
Thornton 65	857	444	346	67
Thornton 66	878	730	117	31
Thornton 67	818	424	335	59
Thornton 68	689	405	234	50
Thornton 69	405	364	19	22
Thornton 70	319	274	28	17
Thornton 71	308	282	18	8
Thornton 72	576	523	27	26
Thornton 73	880	726	112	42
Thornton 74	630	553	45	32
Thornton 75	540	491	40	9
Thornton 76	696	604	76	16
Thornton 77	918	825	61	32
Thornton 78	609	559	28	22
Thornton 79	613	461	116	36
Thornton 80	562	469	77	16
Thornton 81	538	467	52	19
Thornton 82	580	215	320	45
Thornton 83	792	723	45	24
Thornton 84	755	698	35	22
Thornton 85	476	413	42	21
Thornton 86	509	452	39	18
Thornton 87	800	740	41	19
Thornton 88	574	513	41	20
Thornton 89	796	695	76	25
Thornton 90	596	501	74	21
Thornton 91	571	473	85	13
Thornton 92	702	569	105	28
Thornton 93	397	358	29	10
Thornton 94	671	566	74	31
Thornton 95	369	345	14	10
Thornton 96	461	407	38	16
Thornton 97	296	185	84	27
Thornton 98	221	171	36	14
Thornton 99	508	406	72	30
Thornton 100	363	326	24	13
Thornton 101	497	456	29	12
Thornton 102	342	302	21	19
Thornton 103	330	295	20	15
Thornton 104	222	198	12	12
Thornton 105	505	452	33	20
Thornton 106	368	339	15	14
Thornton 107	752	681	56	15
Thornton 108	342	286	33	23
Thornton 109	379	326	28	25
Thornton 110	356	323	21	12
Thornton 111	384	326	29	29
Thornton 112	328	249	58	21
Thornton 113	282	261	14	7
Thornton 114	590	362	195	33
Thornton 115	573	506	38	29
Thornton 116	660	519	98	43
Thornton 117	715	445	232	38
Thornton 118	583	363	180	40
Thornton 119	565	505	39	21
Thornton 120	947	791	106	50
Thornton 121	436	388	28	20
Thornton 122	844	661	155	28
Thornton 123	409	343	52	14
Wheeling 1	792	269	462	61
Wheeling 2	557	155	376	26
Wheeling 3	755	231	470	54
Wheeling 4	565	198	321	46
Wheeling 5	706	268	393	45
Wheeling 6	498	168	291	39
Wheeling 7	956	325	570	61
Wheeling 8	520	169	320	31
Wheeling 9	692	302	336	54
Wheeling 10	974	279	637	58
Wheeling 11	1,053	330	660	63
Wheeling 12	1,119	296	761	62
Wheeling 13	723	184	495	44
Wheeling 14	589	184	361	44
Wheeling 15	618	219	371	28
Wheeling 16	352	183	140	29
Wheeling 17	710	289	370	51
Wheeling 18	709	212	457	40
Wheeling 19	949	338	551	60
Wheeling 20	829	253	538	38
Wheeling 21	555	142	392	21
Wheeling 22	841	325	467	49
Wheeling 23	713	154	526	33
Wheeling 24	551	98	435	18
Wheeling 25	911	327	504	80
Wheeling 26	1,076	342	680	54
Wheeling 27	1,117	370	677	70
Wheeling 28	1,014	275	673	66
Wheeling 29	484	168	292	24
Wheeling 30	1,075	272	744	59
Wheeling 31	543	165	325	53
Wheeling 32	524	131	360	33
Wheeling 33	520	269	207	44
Wheeling 34	1,002	271	672	59
Wheeling 35	683	185	458	40
Wheeling 36	1,074	367	653	54
Wheeling 37	899	458	369	72
Wheeling 38	914	349	492	73
Wheeling 39	844	273	499	72
Wheeling 40	837	262	532	43
Wheeling 41	1,256	372	800	84
Wheeling 42	1,059	288	701	70
Wheeling 43	926	398	465	63
Wheeling 44	924	242	645	37
Wheeling 45	607	219	344	44
Wheeling 46	1,215	328	817	70
Wheeling 47	698	220	426	52
Wheeling 48	645	195	404	46
Wheeling 49	1,068	503	466	99
Wheeling 50	602	278	268	56
Wheeling 51	924	279	573	72
Wheeling 52	633	217	375	41
Wheeling 53	854	251	561	42
Wheeling 54	953	214	685	54
Wheeling 55	778	305	403	70
Wheeling 56	687	207	419	61
Wheeling 57	860	230	575	55
Wheeling 58	676	194	429	53
Wheeling 59	910	311	525	74
Wheeling 60	522	191	299	32
Wheeling 61	960	223	672	65
Wheeling 62	883	311	505	67
Wheeling 63	695	278	363	54
Wheeling 64	1,100	399	620	81
Wheeling 65	1,030	274	709	47
Wheeling 66	934	330	556	48
Wheeling 67	405	117	271	17
Wheeling 68	457	131	308	18
Wheeling 69	746	290	412	44
Wheeling 70	970	324	581	65
Wheeling 71	1,156	349	738	69
Wheeling 72	712	284	371	57
Wheeling 73	788	267	481	40
Wheeling 74	511	214	256	41
Wheeling 75	827	218	558	51
Wheeling 76	1,040	431	529	80
Wheeling 77	372	209	141	22
Wheeling 78	1,135	342	716	77
Wheeling 79	663	257	363	43
Wheeling 80	698	303	340	55
Wheeling 81	580	181	367	32
Wheeling 82	1,027	346	605	76
Wheeling 83	1,082	257	753	72
Wheeling 84	1,086	430	564	92
Wheeling 85	649	199	411	39
Wheeling 86	868	230	577	61
Wheeling 87	728	252	450	26
Wheeling 88	904	352	472	80
Wheeling 89	487	169	280	38
Wheeling 90	725	214	470	41
Wheeling 91	859	320	488	51
Wheeling 92	1,150	370	718	62
Worth 1	413	136	246	31
Worth 2	834	261	504	69
Worth 3	703	190	457	56
Worth 4	943	460	396	87
Worth 5	794	187	564	43
Worth 6	798	229	510	59
Worth 7	723	118	572	33
Worth 8	803	418	305	80
Worth 9	789	258	472	59
Worth 10	850	359	440	51
Worth 11	741	199	485	57
Worth 12	468	154	265	49
Worth 13	788	259	475	54
Worth 14	611	345	214	52
Worth 15	945	346	516	83
Worth 16	935	198	648	89
Worth 17	768	447	256	65
Worth 18	532	75	420	37
Worth 19	682	301	328	53
Worth 20	502	247	215	40
Worth 21	975	325	555	95
Worth 22	583	166	366	51
Worth 23	829	218	544	67
Worth 24	418	244	130	44
Worth 25	843	252	515	76
Worth 26	587	193	350	44
Worth 27	580	164	375	41
Worth 28	526	261	213	52
Worth 29	403	283	106	14
Worth 30	762	244	454	64
Worth 31	868	363	440	65
Worth 32	505	114	358	33
Worth 33	721	225	434	62
Worth 34	685	320	303	62
Worth 35	836	195	560	81
Worth 36	781	302	399	80
Worth 37	499	319	136	44
Worth 38	730	413	280	37
Worth 39	662	148	475	39
Worth 40	753	377	339	37
Worth 41	402	95	290	17
Worth 42	633	217	360	56
Worth 43	377	344	18	15
Worth 44	503	163	303	37
Worth 45	597	120	438	39
Worth 46	887	247	558	82
Worth 47	426	130	263	33
Worth 48	528	156	351	21
Worth 49	447	114	301	32
Worth 50	712	165	484	63
Worth 51	506	111	348	47
Worth 52	456	123	300	33
Worth 53	733	188	467	78
Worth 54	748	258	438	52
Worth 55	409	153	214	42
Worth 56	710	107	561	42
Worth 57	809	232	533	44
Worth 58	770	233	464	73
Worth 59	851	593	201	57
Worth 60	441	98	317	26
Worth 61	606	126	431	49
Worth 62	430	81	332	17
Worth 63	687	281	361	45
Worth 64	996	187	742	67
Worth 65	1,038	157	830	51
Worth 66	594	162	405	27
Worth 67	494	117	346	31
Worth 68	537	354	141	42
Worth 69	834	395	358	81
Worth 70	847	239	543	65
Worth 71	580	157	374	49
Worth 72	774	291	429	54
Worth 73	468	191	241	36
Worth 74	301	90	194	17
Worth 75	907	287	560	60
Worth 76	361	162	172	27
Worth 77	749	211	490	48
Worth 78	886	314	518	54
Worth 79	472	88	351	33
Worth 80	778	453	251	74
Worth 81	532	102	377	53
Worth 82	664	144	471	49
Worth 83	314	156	137	21
Worth 84	769	146	564	59
Worth 85	717	174	491	52
Worth 86	711	204	439	68
Worth 87	616	170	367	79
Worth 88	439	161	242	36
Worth 89	902	147	711	44
Worth 90	810	310	435	65
Worth 91	373	105	242	26
Worth 92	757	210	497	50
Worth 93	406	123	265	18
Worth 94	826	244	507	75
Worth 95	775	171	566	38
Worth 96	844	447	342	55
Worth 97	579	369	171	39
Worth 98	796	247	516	33
Worth 99	465	136	281	48
Worth 100	775	177	559	39
