Precinct	total_votes	votes|Kim Foxx	votes|Bill Conway	votes|Donna More	votes|Bob Fioretti
Oak Park 24	350	186	76	79	9
Oak Park 25	458	307	83	46	22
Oak Park 26	426	249	82	77	18
Oak Park 27	136	68	29	31	8
Oak Park 28	530	319	125	63	23
Oak Park 29	474	249	112	91	22
Oak Park 30	474	326	75	57	16
Oak Park 31	682	413	136	109	24
Oak Park 32	308	206	52	43	7
Oak Park 33	398	292	57	36	13
Oak Park 34	371	220	70	70	11
Oak Park 35	589	335	108	114	32
Oak Park 36	545	307	108	102	28
Oak Park 37	252	139	57	47	9
Orland 1	307	112	138	40	17
Orland 2	237	34	136	47	20
Orland 3	113	44	48	15	6
Orland 4	151	27	84	31	9
Orland 5	136	30	81	12	13
Orland 6	113	25	53	27	8
Orland 7	100	24	56	17	3
Orland 8	173	34	102	25	12
Orland 9	216	62	108	35	11
Orland 10	207	31	136	24	16
Orland 11	140	39	69	25	7
Orland 12	95	22	53	9	11
Orland 13	297	69	162	39	27
Orland 14	186	32	102	32	20
Orland 15	242	60	124	35	23
Orland 16	186	47	94	31	14
Orland 17	123	28	72	13	10
Orland 18	279	50	175	41	13
Orland 19	126	29	63	21	13
Orland 20	96	27	51	12	6
Orland 21	237	48	125	47	17
Orland 22	228	49	142	29	8
Orland 23	180	31	108	23	18
Orland 24	171	35	95	29	12
Orland 25	303	74	155	47	27
Orland 26	164	34	97	19	14
Orland 27	133	38	64	22	9
Orland 28	116	23	67	16	10
Orland 29	286	79	153	39	15
Orland 30	106	29	51	15	11
Orland 31	127	30	73	16	8
Orland 32	123	19	70	24	10
Orland 33	154	29	96	25	4
Orland 34	203	34	115	28	26
Orland 35	220	29	139	37	15
Orland 36	285	84	145	35	21
Orland 37	193	27	118	30	18
Orland 38	91	20	52	17	2
Orland 39	170	29	102	19	20
Orland 40	198	40	121	26	11
Orland 41	172	25	111	20	16
Orland 42	225	44	136	32	13
Orland 43	206	45	107	36	18
Orland 44	152	18	108	15	11
Orland 45	192	37	116	22	17
Orland 46	130	25	81	19	5
Orland 47	241	69	126	32	14
Orland 48	179	40	101	29	9
Orland 49	149	33	80	25	11
Orland 50	158	31	90	15	22
Orland 51	269	43	167	44	15
Orland 52	175	30	114	22	9
Orland 53	207	37	121	39	10
Orland 54	293	63	158	50	22
Orland 55	159	23	106	22	8
Orland 56	148	29	94	21	4
Orland 57	204	36	114	37	17
Orland 58	208	53	121	24	10
Orland 59	210	42	114	32	22
Orland 60	149	34	82	19	14
Orland 61	189	32	125	16	16
Orland 62	234	37	149	30	18
Orland 63	243	44	149	36	14
Orland 64	255	53	150	33	19
Orland 65	189	47	106	30	6
Orland 66	191	36	125	18	12
Orland 67	145	35	76	25	9
Orland 68	141	27	71	32	11
Orland 69	125	53	50	16	6
Orland 70	275	64	161	33	17
Orland 71	149	18	102	21	8
Orland 72	175	38	98	26	13
Orland 73	259	64	132	42	21
Orland 74	127	26	76	17	8
Orland 75	207	44	119	37	7
Palatine 1	129	43	48	26	12
Palatine 2	291	83	122	75	11
Palatine 3	118	25	49	34	10
Palatine 4	120	48	37	27	8
Palatine 5	259	51	117	69	22
Palatine 6	245	73	107	54	11
Palatine 7	231	61	95	49	26
Palatine 8	246	86	91	58	11
Palatine 9	173	36	86	40	11
Palatine 10	252	50	109	74	19
Palatine 11	144	35	66	35	8
Palatine 12	175	40	79	49	7
Palatine 13	194	54	79	41	20
Palatine 14	197	47	88	49	13
Palatine 15	229	86	78	50	15
Palatine 16	123	50	46	18	9
Palatine 17	252	83	85	71	13
Palatine 18	171	51	70	45	5
Palatine 19	209	39	93	62	15
Palatine 20	185	76	58	44	7
Palatine 21	244	56	98	62	28
Palatine 22	195	39	81	64	11
Palatine 23	118	22	53	36	7
Palatine 24	242	59	105	60	18
Palatine 25	171	54	70	38	9
Palatine 26	289	77	146	59	7
Palatine 27	151	45	53	39	14
Palatine 28	146	41	60	41	4
Palatine 29	256	81	109	53	13
Palatine 30	160	51	64	32	13
Palatine 31	171	42	66	57	6
Palatine 32	175	43	76	44	12
Palatine 33	108	50	32	24	2
Palatine 34	233	59	100	58	16
Palatine 35	167	39	71	46	11
Palatine 36	176	44	61	51	20
Palatine 37	217	66	86	56	9
Palatine 38	160	38	57	56	9
Palatine 39	281	61	135	74	11
Palatine 40	266	89	109	54	14
Palatine 41	256	73	95	71	17
Palatine 42	277	90	97	71	19
Palatine 43	169	42	69	48	10
Palatine 44	178	35	84	47	12
Palatine 45	169	38	64	57	10
Palatine 46	266	69	121	62	14
Palatine 47	211	58	88	55	10
Palatine 48	201	67	76	53	5
Palatine 49	141	42	52	39	8
Palatine 50	302	75	139	67	21
Palatine 51	102	30	40	23	9
Palatine 52	171	41	67	55	8
Palatine 53	158	46	72	34	6
Palatine 54	316	79	132	77	28
Palatine 55	132	36	59	32	5
Palatine 56	214	61	91	48	14
Palatine 57	304	84	128	79	13
Palatine 58	178	55	59	53	11
Palatine 59	291	80	122	69	20
Palatine 60	205	77	83	35	10
Palatine 61	139	51	57	25	6
Palatine 62	168	81	65	16	6
Palatine 63	187	60	65	51	11
Palatine 64	192	62	57	57	16
Palatine 65	156	33	70	42	11
Palatine 66	268	97	105	54	12
Palatine 67	104	21	41	38	4
Palatine 68	129	28	47	49	5
Palatine 69	189	52	81	43	13
Palos 1	117	22	62	24	9
Palos 2	176	25	109	22	20
Palos 3	183	27	118	21	17
Palos 4	144	49	67	17	11
Palos 5	166	44	84	26	12
Palos 6	98	27	47	12	12
Palos 7	224	55	125	25	19
Palos 8	75	21	38	8	8
Palos 9	162	23	104	28	7
Palos 10	238	45	127	46	20
Palos 11	207	34	121	34	18
Palos 12	186	61	88	22	15
Palos 13	174	45	91	26	12
Palos 14	158	31	96	15	16
Palos 15	210	35	122	36	17
Palos 16	285	50	162	52	21
Palos 17	258	55	144	37	22
Palos 18	230	67	98	44	21
Palos 19	271	59	157	33	22
Palos 20	226	61	119	30	16
Palos 21	139	29	70	30	10
Palos 22	40	6	27	4	3
Palos 23	133	43	60	20	10
Palos 24	146	23	86	21	16
Palos 25	279	221	36	13	9
Palos 26	110	35	54	9	12
Palos 27	229	46	124	44	15
Palos 28	172	110	39	16	7
Palos 29	216	48	115	37	16
Palos 30	308	57	169	37	45
Palos 31	229	62	114	35	18
Palos 32	95	32	42	8	13
Palos 33	276	41	152	59	24
Palos 34	150	34	81	20	15
Palos 35	267	70	139	38	20
Palos 36	198	49	97	33	19
Palos 37	232	41	137	33	21
Palos 38	174	40	95	22	17
Palos 39	257	51	149	39	18
Proviso 1	229	154	51	20	4
Proviso 2	204	126	50	26	2
Proviso 3	313	233	48	27	5
Proviso 4	298	256	19	17	6
Proviso 5	272	238	18	12	4
Proviso 6	161	51	80	22	8
Proviso 7	3	1	2	0	0
Proviso 8	174	114	40	13	7
Proviso 9	267	224	23	16	4
Proviso 10	165	33	104	24	4
Proviso 11	150	42	87	16	5
Proviso 12	243	66	141	18	18
Proviso 13	185	62	79	33	11
Proviso 14	145	52	65	15	13
Proviso 15	196	42	120	25	9
Proviso 16	246	156	55	24	11
Proviso 17	197	157	27	8	5
Proviso 18	398	315	53	27	3
Proviso 19	279	226	33	13	7
Proviso 20	249	216	23	8	2
Proviso 21	186	49	91	30	16
Proviso 22	247	212	27	7	1
Proviso 23	50	28	13	6	3
Proviso 24	398	93	178	106	21
Proviso 25	309	90	139	60	20
Proviso 26	382	104	178	76	24
Proviso 27	299	81	145	53	20
Proviso 28	286	108	114	41	23
Proviso 29	365	148	134	60	23
Proviso 30	298	188	71	35	4
Proviso 31	168	141	17	9	1
Proviso 32	331	100	161	56	14
Proviso 33	336	283	34	17	2
Proviso 34	526	423	71	24	8
Proviso 35	279	90	134	43	12
Proviso 36	306	248	37	18	3
Proviso 37	212	184	14	12	2
Proviso 38	273	231	26	13	3
Proviso 39	322	203	80	29	10
Proviso 40	294	255	26	10	3
Proviso 41	232	197	22	10	3
Proviso 42	198	170	18	5	5
Proviso 43	195	165	17	11	2
Proviso 44	187	168	10	8	1
Proviso 45	256	217	25	8	6
Proviso 46	56	20	20	11	5
Proviso 47	156	129	19	5	3
Proviso 48	357	264	51	30	12
Proviso 49	197	138	42	14	3
Proviso 50	409	246	107	39	17
Proviso 51	282	103	111	51	17
Proviso 52	183	140	28	9	6
Proviso 53	261	219	29	8	5
Proviso 54	366	107	168	72	19
Proviso 55	284	97	110	63	14
Proviso 56	206	168	21	14	3
Proviso 57	227	105	80	31	11
Proviso 58	201	169	20	11	1
Proviso 59	250	166	53	26	5
Proviso 60	206	132	53	14	7
Proviso 61	348	207	72	51	18
Proviso 62	382	235	81	47	19
Proviso 63	288	89	125	42	32
Proviso 64	292	239	34	11	8
Proviso 65	242	164	53	18	7
Proviso 66	425	215	126	66	18
Proviso 67	445	227	124	65	29
Proviso 68	214	96	61	50	7
Proviso 69	219	176	23	12	8
Proviso 70	196	67	89	29	11
Proviso 71	449	278	111	46	14
Proviso 72	288	161	78	38	11
Proviso 73	323	206	66	39	12
Proviso 74	331	196	86	39	10
Proviso 75	302	94	118	66	24
Proviso 76	359	190	102	48	19
Proviso 77	114	55	35	18	6
Proviso 78	65	20	34	7	4
Proviso 79	254	210	35	9	0
Proviso 80	147	37	74	30	6
Proviso 81	224	126	64	26	8
Proviso 82	464	393	41	22	8
Proviso 83	385	328	39	16	2
Proviso 84	168	60	68	29	11
Proviso 85	263	119	92	34	18
Proviso 86	304	266	21	13	4
Proviso 87	254	42	170	25	17
Proviso 88	110	41	51	14	4
Proviso 89	208	56	94	39	19
Proviso 90	427	146	184	66	31
Proviso 91	217	143	50	17	7
Proviso 92	354	152	127	52	23
Proviso 93	185	129	38	11	7
Proviso 94	275	231	26	12	6
Proviso 95	161	76	63	14	8
Proviso 96	125	45	44	32	4
Proviso 97	351	108	164	56	23
Proviso 98	256	69	151	18	18
Proviso 99	289	232	34	17	6
Proviso 100	333	58	224	24	27
Proviso 101	226	90	102	27	7
Proviso 102	378	116	162	73	27
Rich 1	1,246	1,110	84	42	10
Rich 2	384	335	35	10	4
Rich 3	557	444	76	28	9
Rich 4	231	194	27	9	1
Rich 5	507	427	46	26	8
Rich 6	517	430	65	16	6
Rich 7	321	224	63	24	10
Rich 8	349	295	37	11	6
Rich 9	467	401	32	17	17
Rich 10	258	179	46	25	8
Rich 11	270	177	64	26	3
Rich 12	376	280	61	26	9
Rich 13	129	83	29	10	7
Rich 14	231	155	51	18	7
Rich 15	660	583	48	27	2
Rich 16	190	122	45	17	6
Rich 17	232	134	65	27	6
Rich 18	363	307	36	16	4
Rich 19	156	59	73	17	7
Rich 20	384	142	177	48	17
Rich 21	380	288	51	28	13
Rich 22	276	192	50	29	5
Rich 23	494	419	51	20	4
Rich 24	358	266	55	26	11
Rich 25	492	412	39	33	8
Rich 26	394	305	48	32	9
Rich 27	383	295	51	25	12
Rich 28	323	283	16	21	3
Rich 29	356	208	91	40	17
Rich 30	500	416	44	33	7
Rich 31	272	166	58	36	12
Rich 32	423	327	52	29	15
Rich 33	261	166	59	27	9
Rich 34	352	284	40	25	3
Rich 35	330	259	43	24	4
Rich 36	913	825	45	26	17
Rich 37	307	277	19	7	4
Rich 38	295	258	21	13	3
Rich 39	377	296	46	26	9
Rich 40	345	290	40	11	4
Rich 41	266	222	21	21	2
Rich 42	331	282	24	17	8
Rich 43	260	230	19	8	3
Rich 44	286	254	18	13	1
Rich 45	502	398	59	29	16
Rich 46	514	453	30	22	9
Rich 47	576	493	51	20	12
Rich 48	385	340	23	16	6
Rich 49	279	195	52	26	6
Rich 50	105	29	49	19	8
Rich 51	296	238	44	13	1
River Forest 1	418	136	162	93	27
River Forest 2	283	86	121	67	9
River Forest 3	341	148	105	69	19
River Forest 4	393	128	157	95	13
River Forest 5	298	117	110	55	16
River Forest 6	230	61	91	67	11
River Forest 7	360	141	118	83	18
River Forest 8	462	170	158	114	20
Riverside 1	375	110	153	84	28
Riverside 2	19	5	10	3	1
Riverside 3	218	62	97	43	16
Riverside 4	448	133	192	95	28
Riverside 5	212	77	74	46	15
Riverside 6	213	80	84	38	11
Riverside 7	252	62	131	40	19
Riverside 8	379	128	148	78	25
Riverside 9	277	68	128	62	19
Riverside 10	351	101	152	75	23
Riverside 11	371	86	157	106	22
Riverside 12	179	58	81	28	12
Riverside 13	351	93	170	57	31
Schaumburg 1	346	115	152	65	14
Schaumburg 2	287	129	84	54	20
Schaumburg 3	192	56	74	46	16
Schaumburg 4	135	51	59	18	7
Schaumburg 5	164	40	57	50	17
Schaumburg 6	181	60	76	36	9
Schaumburg 7	124	41	51	24	8
Schaumburg 8	169	35	88	36	10
Schaumburg 9	186	70	73	31	12
Schaumburg 10	123	39	59	18	7
Schaumburg 11	136	44	56	23	13
Schaumburg 12	200	57	85	44	14
Schaumburg 13	158	48	64	39	7
Schaumburg 14	215	45	101	60	9
Schaumburg 15	181	53	81	33	14
Schaumburg 16	181	57	77	37	10
Schaumburg 17	169	50	78	35	6
Schaumburg 18	186	85	67	25	9
Schaumburg 19	164	62	71	21	10
Schaumburg 20	155	40	55	46	14
Schaumburg 21	224	59	106	40	19
Schaumburg 22	217	90	78	40	9
Schaumburg 23	214	75	91	39	9
Schaumburg 24	216	55	92	52	17
Schaumburg 25	164	52	69	36	7
Schaumburg 26	181	50	87	33	11
Schaumburg 27	101	44	35	16	6
Schaumburg 28	293	73	131	75	14
Schaumburg 29	217	58	99	50	10
Schaumburg 30	188	46	88	46	8
Schaumburg 31	302	71	139	69	23
Schaumburg 32	249	70	119	46	14
Schaumburg 33	154	40	74	25	15
Schaumburg 34	254	106	96	39	13
Schaumburg 35	161	40	78	32	11
Schaumburg 36	138	47	65	22	4
Schaumburg 37	151	43	60	40	8
Schaumburg 38	199	55	102	32	10
Schaumburg 39	263	65	104	78	16
Schaumburg 40	152	43	62	38	9
Schaumburg 41	144	45	69	20	10
Schaumburg 42	221	97	73	42	9
Schaumburg 43	193	88	62	30	13
Schaumburg 44	285	140	75	52	18
Schaumburg 45	228	74	85	53	16
Schaumburg 46	164	41	91	25	7
Schaumburg 47	212	53	102	48	9
Schaumburg 48	152	40	70	36	6
Schaumburg 49	149	45	64	28	12
Schaumburg 50	134	38	64	24	8
Schaumburg 51	164	69	52	27	16
Schaumburg 52	253	53	124	54	22
Schaumburg 53	201	53	92	46	10
Schaumburg 54	192	46	80	41	25
Schaumburg 55	159	49	58	38	14
Schaumburg 56	195	47	98	42	8
Schaumburg 57	234	59	110	44	21
Schaumburg 58	118	27	53	29	9
Schaumburg 59	232	51	116	53	12
Schaumburg 60	160	49	76	25	10
Schaumburg 61	260	77	123	45	15
Schaumburg 62	212	79	86	32	15
Schaumburg 63	162	38	76	38	10
Schaumburg 64	170	48	59	45	18
Schaumburg 65	163	44	71	43	5
Schaumburg 66	143	41	66	24	12
Schaumburg 67	169	47	77	34	11
Schaumburg 68	149	50	61	32	6
Schaumburg 69	159	30	84	38	7
Schaumburg 70	118	28	59	24	7
Schaumburg 71	206	56	81	56	13
Schaumburg 72	166	56	57	36	17
Schaumburg 73	190	64	79	30	17
Schaumburg 74	141	33	70	31	7
Schaumburg 75	159	30	82	38	9
Schaumburg 76	181	39	89	44	9
Schaumburg 77	243	72	110	44	17
Schaumburg 78	151	58	59	23	11
Stickney 1	106	14	60	22	10
Stickney 2	216	51	122	34	9
Stickney 3	325	64	184	52	25
Stickney 4	242	62	129	32	19
Stickney 5	323	62	190	46	25
Stickney 6	349	76	192	46	35
Stickney 7	164	32	98	23	11
Stickney 8	227	35	134	29	29
Stickney 9	245	57	141	25	22
Stickney 10	279	65	142	43	29
Stickney 11	272	46	147	48	31
Stickney 12	251	53	146	30	22
Stickney 13	229	55	129	24	21
Stickney 14	287	68	162	32	25
Stickney 15	303	68	153	56	26
Stickney 16	288	65	145	51	27
Stickney 17	154	40	87	20	7
Stickney 18	134	26	68	27	13
Stickney 19	189	33	114	25	17
Stickney 20	204	40	111	35	18
Thornton 1	165	139	17	6	3
Thornton 2	112	77	19	12	4
Thornton 3	238	186	38	12	2
Thornton 4	316	270	25	14	7
Thornton 5	167	124	26	14	3
Thornton 6	386	336	36	10	4
Thornton 7	309	258	30	13	8
Thornton 8	261	214	29	12	6
Thornton 9	195	168	12	11	4
Thornton 10	233	161	46	16	10
Thornton 11	134	94	27	12	1
Thornton 12	192	148	31	12	1
Thornton 13	234	150	54	20	10
Thornton 14	257	176	55	17	9
Thornton 15	224	186	22	15	1
Thornton 16	201	113	62	19	7
Thornton 17	277	172	77	17	11
Thornton 18	263	126	89	34	14
Thornton 19	285	207	57	16	5
Thornton 20	142	77	44	18	3
Thornton 21	415	345	49	11	10
Thornton 22	231	206	11	12	2
Thornton 23	263	189	43	26	5
Thornton 24	310	152	102	44	12
Thornton 25	245	116	76	38	15
Thornton 26	213	139	44	24	6
Thornton 27	419	365	35	13	6
Thornton 28	188	152	24	10	2
Thornton 29	138	119	11	5	3
Thornton 30	145	117	23	5	0
Thornton 31	70	43	16	9	2
Thornton 32	194	157	19	16	2
Thornton 33	257	224	18	10	5
Thornton 34	180	150	24	4	2
Thornton 35	438	335	67	25	11
Thornton 36	116	104	7	4	1
Thornton 37	263	202	46	13	2
Thornton 38	337	257	54	19	7
Thornton 39	182	142	26	12	2
Thornton 40	184	157	15	8	4
Thornton 41	164	136	13	11	4
Thornton 42	178	158	14	4	2
Thornton 43	185	117	45	18	5
Thornton 44	158	136	14	7	1
Thornton 45	276	239	24	10	3
Thornton 46	293	245	30	10	8
Thornton 47	162	86	51	16	9
Thornton 48	250	204	30	12	4
Thornton 49	103	82	13	7	1
Thornton 50	206	153	31	16	6
Thornton 51	164	83	59	16	6
Thornton 52	331	294	21	12	4
Thornton 53	175	149	13	10	3
Thornton 54	419	346	42	23	8
Thornton 55	198	167	25	4	2
Thornton 56	172	123	31	12	6
Thornton 57	142	70	44	22	6
Thornton 58	277	205	55	11	6
Thornton 59	177	140	20	14	3
Thornton 60	158	137	12	7	2
Thornton 61	138	103	18	11	6
Thornton 62	78	29	37	8	4
Thornton 63	144	103	26	9	6
Thornton 64	303	266	25	8	4
Thornton 65	282	148	94	25	15
Thornton 66	453	374	38	31	10
Thornton 67	310	151	100	39	20
Thornton 68	227	140	54	22	11
Thornton 69	168	135	19	12	2
Thornton 70	132	111	13	6	2
Thornton 71	126	101	17	8	0
Thornton 72	261	232	21	6	2
Thornton 73	389	314	43	22	10
Thornton 74	283	236	25	14	8
Thornton 75	263	238	10	7	8
Thornton 76	338	291	22	18	7
Thornton 77	397	338	37	17	5
Thornton 78	305	266	27	10	2
Thornton 79	320	235	54	24	7
Thornton 80	296	245	27	20	4
Thornton 81	256	215	28	11	2
Thornton 82	161	61	72	20	8
Thornton 83	345	307	18	13	7
Thornton 84	381	319	41	13	8
Thornton 85	266	207	42	11	6
Thornton 86	242	204	21	11	6
Thornton 87	401	349	27	20	5
Thornton 88	304	252	31	15	6
Thornton 89	398	321	41	29	7
Thornton 90	308	259	32	10	7
Thornton 91	291	238	28	23	2
Thornton 92	317	252	49	10	6
Thornton 93	182	152	17	11	2
Thornton 94	320	268	41	9	2
Thornton 95	192	171	13	6	2
Thornton 96	207	174	16	12	5
Thornton 97	103	54	36	9	4
Thornton 98	74	53	11	8	2
Thornton 99	193	148	31	11	3
Thornton 100	144	120	16	5	3
Thornton 101	201	180	11	5	5
Thornton 102	128	100	14	11	3
Thornton 103	147	128	13	5	1
Thornton 104	86	69	11	4	2
Thornton 105	233	201	18	10	4
Thornton 106	178	147	17	13	1
Thornton 107	447	394	32	15	6
Thornton 108	132	118	7	5	2
Thornton 109	155	140	8	5	2
Thornton 110	95	83	9	2	1
Thornton 111	187	156	23	7	1
Thornton 112	110	63	32	12	3
Thornton 113	131	110	12	6	3
Thornton 114	260	189	54	7	10
Thornton 115	291	254	22	11	4
Thornton 116	253	182	45	21	5
Thornton 117	307	224	58	19	6
Thornton 118	323	212	63	37	11
Thornton 119	233	198	19	10	6
Thornton 120	483	405	60	15	3
Thornton 121	216	190	17	7	2
Thornton 122	353	293	39	13	8
Thornton 123	189	161	19	5	4
Wheeling 1	210	54	87	48	21
Wheeling 2	144	43	68	30	3
Wheeling 3	167	41	68	51	7
Wheeling 4	162	47	73	32	10
Wheeling 5	222	66	64	77	15
Wheeling 6	140	33	55	34	18
Wheeling 7	333	100	131	86	16
Wheeling 8	150	41	60	40	9
Wheeling 9	133	33	55	35	10
Wheeling 10	296	65	136	77	18
Wheeling 11	234	60	128	38	8
Wheeling 12	222	46	103	58	15
Wheeling 13	139	29	63	34	13
Wheeling 14	193	53	85	45	10
Wheeling 15	201	61	66	62	12
Wheeling 16	81	33	31	13	4
Wheeling 17	158	53	59	38	8
Wheeling 18	213	56	75	69	13
Wheeling 19	290	67	115	87	21
Wheeling 20	276	72	112	81	11
Wheeling 21	159	34	61	57	7
Wheeling 22	231	53	110	54	14
Wheeling 23	166	34	77	49	6
Wheeling 24	102	18	42	39	3
Wheeling 25	269	77	103	70	19
Wheeling 26	303	77	124	90	12
Wheeling 27	330	81	142	83	24
Wheeling 28	241	53	105	67	16
Wheeling 29	129	33	58	29	9
Wheeling 30	232	52	107	59	14
Wheeling 31	155	43	54	41	17
Wheeling 32	127	23	65	31	8
Wheeling 33	103	44	34	18	7
Wheeling 34	259	65	107	69	18
Wheeling 35	160	32	72	48	8
Wheeling 36	305	69	128	94	14
Wheeling 37	236	79	96	52	9
Wheeling 38	221	71	77	64	9
Wheeling 39	251	67	103	68	13
Wheeling 40	206	47	85	59	15
Wheeling 41	343	86	132	103	22
Wheeling 42	230	40	114	56	20
Wheeling 43	180	62	63	44	11
Wheeling 44	203	43	95	60	5
Wheeling 45	195	54	71	55	15
Wheeling 46	269	61	112	72	24
Wheeling 47	132	41	48	34	9
Wheeling 48	157	21	81	44	11
Wheeling 49	278	85	126	55	12
Wheeling 50	159	37	74	39	9
Wheeling 51	211	64	90	47	10
Wheeling 52	172	43	74	46	9
Wheeling 53	189	51	76	50	12
Wheeling 54	201	44	98	49	10
Wheeling 55	242	63	100	70	9
Wheeling 56	175	37	77	47	14
Wheeling 57	236	65	86	70	15
Wheeling 58	131	29	54	40	8
Wheeling 59	217	53	88	60	16
Wheeling 60	188	31	97	53	7
Wheeling 61	185	44	84	43	14
Wheeling 62	214	64	71	66	13
Wheeling 63	144	50	58	23	13
Wheeling 64	247	57	103	80	7
Wheeling 65	262	55	128	65	14
Wheeling 66	235	61	103	58	13
Wheeling 67	187	33	92	49	13
Wheeling 68	115	23	57	34	1
Wheeling 69	187	70	59	48	10
Wheeling 70	302	76	147	63	16
Wheeling 71	301	65	143	79	14
Wheeling 72	194	59	77	46	12
Wheeling 73	230	68	87	65	10
Wheeling 74	125	42	47	32	4
Wheeling 75	178	42	76	52	8
Wheeling 76	238	86	100	41	11
Wheeling 77	92	36	33	14	9
Wheeling 78	354	90	147	94	23
Wheeling 79	167	46	70	43	8
Wheeling 80	144	50	57	32	5
Wheeling 81	182	31	83	57	11
Wheeling 82	249	75	117	45	12
Wheeling 83	315	64	146	88	17
Wheeling 84	215	62	101	37	15
Wheeling 85	163	51	60	39	13
Wheeling 86	227	45	100	63	19
Wheeling 87	170	40	78	47	5
Wheeling 88	250	69	115	45	21
Wheeling 89	120	26	55	28	11
Wheeling 90	216	43	97	70	6
Wheeling 91	275	59	124	78	14
Wheeling 92	301	78	126	82	15
Worth 1	131	31	70	17	13
Worth 2	254	52	150	36	16
Worth 3	273	57	151	43	22
Worth 4	313	139	107	43	24
Worth 5	299	68	181	33	17
Worth 6	194	47	90	34	23
Worth 7	185	31	115	33	6
Worth 8	279	152	79	31	17
Worth 9	265	80	135	25	25
Worth 10	346	142	144	38	22
Worth 11	283	62	169	34	18
Worth 12	151	44	80	20	7
Worth 13	308	111	147	36	14
Worth 14	274	140	82	38	14
Worth 15	322	115	153	34	20
Worth 16	255	55	145	34	21
Worth 17	280	138	98	35	9
Worth 18	161	32	87	33	9
Worth 19	272	105	111	29	27
Worth 20	49	11	27	11	0
Worth 21	311	76	153	43	39
Worth 22	171	47	95	22	7
Worth 23	204	51	112	29	12
Worth 24	124	55	47	17	5
Worth 25	321	75	185	40	21
Worth 26	190	63	93	20	14
Worth 27	208	47	111	29	21
Worth 28	183	87	68	19	9
Worth 29	231	155	47	18	11
Worth 30	251	62	138	30	21
Worth 31	384	152	150	49	33
Worth 32	208	40	129	25	14
Worth 33	199	55	103	20	21
Worth 34	214	107	68	18	21
Worth 35	279	57	164	44	14
Worth 36	296	106	131	38	21
Worth 37	199	111	50	30	8
Worth 38	363	205	109	34	15
Worth 39	276	37	167	52	20
Worth 40	273	138	88	25	22
Worth 41	177	22	115	20	20
Worth 42	164	53	80	22	9
Worth 43	167	154	9	2	2
Worth 44	123	31	64	18	10
Worth 45	243	38	158	29	18
Worth 46	285	66	162	34	23
Worth 47	124	22	74	18	10
Worth 48	174	50	96	17	11
Worth 49	138	35	81	15	7
Worth 50	229	59	115	35	20
Worth 51	137	33	79	16	9
Worth 52	184	44	100	26	14
Worth 53	210	45	125	18	22
Worth 54	297	89	161	26	21
Worth 55	130	43	64	18	5
Worth 56	258	38	168	34	18
Worth 57	342	97	198	29	18
Worth 58	264	64	137	46	17
Worth 59	422	286	85	31	20
Worth 60	172	33	111	18	10
Worth 61	190	39	105	26	20
Worth 62	166	18	119	21	8
Worth 63	238	81	105	35	17
Worth 64	304	43	175	63	23
Worth 65	301	33	191	54	23
Worth 66	188	55	93	31	9
Worth 67	114	29	61	13	11
Worth 68	236	134	76	15	11
Worth 69	355	176	116	40	23
Worth 70	283	60	165	36	22
Worth 71	125	38	55	18	14
Worth 72	315	97	157	40	21
Worth 73	174	75	64	23	12
Worth 74	131	19	79	15	18
Worth 75	314	80	173	45	16
Worth 76	130	46	53	22	9
Worth 77	281	68	158	32	23
Worth 78	260	98	115	34	13
Worth 79	105	15	50	30	10
Worth 80	327	200	80	35	12
Worth 81	134	21	76	21	16
Worth 82	206	30	131	23	22
Worth 83	98	41	42	9	6
Worth 84	270	52	156	46	16
Worth 85	262	40	172	39	11
Worth 86	242	70	138	23	11
Worth 87	161	36	89	23	13
Worth 88	144	45	76	16	7
Worth 89	272	42	143	55	32
Worth 90	233	88	102	27	16
Worth 91	84	16	54	10	4
Worth 92	269	53	160	33	23
Worth 93	150	45	77	24	4
Worth 94	255	75	120	33	27
Worth 95	245	62	122	38	23
Worth 96	338	171	106	44	17
Worth 97	242	161	48	27	6
Worth 98	302	84	165	41	12
Worth 99	145	23	87	19	16
Worth 100	204	43	120	25	16
