Precinct	total_votes	votes|Karen A. Yarbrough
48043	343	343
48044	391	391
48045	266	266
48046	213	213
49001	246	246
49002	208	208
49003	352	352
49004	407	407
49005	314	314
49006	296	296
49007	328	328
49008	248	248
49009	312	312
49010	319	319
49011	405	405
49012	453	453
49013	372	372
49014	275	275
49015	253	253
49016	323	323
49017	210	210
49018	422	422
49019	303	303
49020	510	510
49021	200	200
49022	336	336
49023	432	432
49024	274	274
49025	459	459
49026	359	359
49027	397	397
49028	430	430
49029	406	406
49030	348	348
49031	248	248
49032	358	358
49033	295	295
50001	132	132
50002	120	120
50003	162	162
50004	207	207
50005	91	91
50006	240	240
50007	281	281
50008	212	212
50009	177	177
50010	159	159
50011	69	69
50012	82	82
50013	274	274
50014	54	54
50015	289	289
50016	57	57
50017	150	150
50018	25	25
50019	139	139
50020	224	224
50021	179	179
50022	135	135
50023	115	115
50024	111	111
50025	128	128
50026	194	194
50027	56	56
50028	239	239
50029	173	173
50030	151	151
50031	257	257
50032	245	245
50033	99	99
50034	266	266
50035	283	283
50036	200	200
50037	240	240
50038	111	111
50039	118	118
50040	116	116
